time units=S;v(1000) units=V;v(1001) units=V;v(1002) units=V;v(1003) units=V;v(1004) units=V;v(1005) units=V;v(1006) units=V;v(1007) units=V;v(1008) units=V;v(1009) units=V;v(1010) units=V;v(1011) units=V;v(1012) units=V;v(1013) units=V;v(1014) units=V;v(1015) units=V;v(1016) units=V;v(1017) units=V;v(1018) units=V;v(1019) units=V;v(1020) units=V;v(1021) units=V;v(1022) units=V;v(1023) units=V;v(1024) units=V;v(1025) units=V;v(1026) units=V;v(1027) units=V;v(1028) units=V;v(1029) units=V;v(1030) units=V;v(1031) units=V;v(1032) units=V;v(1033) units=V;v(1034) units=V;v(1035) units=V;v(1036) units=V;v(1037) units=V;v(1038) units=V;v(1039) units=V;v(1040) units=V;v(1041) units=V;v(1042) units=V;v(1043) units=V;v(1044) units=V;v(1045) units=V;v(1046) units=V;v(1047) units=V;v(1048) units=V;v(1049) units=V;v(1050) units=V;v(1051) units=V;v(1054) units=V;v(1055) units=V;v(1056) units=V;v(1057) units=V;v(1058) units=V;v(1059) units=V;v(1060) units=V;v(1061) units=V;v(1062) units=V;v(1063) units=V;v(1064) units=V;v(1065) units=V;v(1066) units=V;v(1067) units=V;v(1068) units=V;v(1069) units=V;v(1070) units=V;v(1071) units=V;v(1072) units=V;v(1073) units=V;v(1074) units=V;v(1075) units=V;v(1076) units=V;v(1077) units=V;v(1078) units=V;v(1079) units=V;v(1080) units=V;v(1081) units=V;v(1082) units=V;v(1083) units=V;v(1084) units=V;v(1085) units=V;v(1086) units=V;v(1087) units=V;v(1088) units=V;v(1089) units=V;v(1090) units=V;v(1091) units=V;v(1092) units=V;v(1093) units=V;v(1094) units=V;v(1095) units=V;v(1096) units=V;v(1097) units=V;v(1098) units=V;v(1099) units=V;v(1100) units=V;v(1101) units=V;v(1102) units=V;v(1103) units=V;v(1104) units=V;v(1105) units=V
1.174999999999997e-10;-1.001798429352598e+03;-1.001798429352600e+03;-1.001798429352591e+03;-1.001798429352602e+03;-1.001798429352600e+03;-1.001798429352593e+03;-1.001798429352598e+03;-1.001798429352597e+03;-1.001798429352609e+03;-1.001798429352594e+03;-1.001798429352572e+03;-1.001798429352592e+03;-1.001798429352601e+03;-1.001798429352594e+03;-1.001798429352614e+03;-1.001798429352612e+03;-1.001798429352622e+03;-1.001798429352632e+03;-1.001798429352630e+03;-1.001798429352595e+03;-1.001798429352612e+03;-1.001798429352566e+03;-1.001798429352592e+03;-1.001798429352610e+03;-1.001798429352624e+03;-1.001798429352623e+03;-1.001798429352624e+03;-1.001798429352624e+03;-1.001798429352660e+03;-1.001798429352664e+03;-1.001798429352635e+03;-1.001798429352658e+03;-1.001798429352645e+03;-1.001798429352647e+03;-1.001798429352665e+03;-1.001798429352660e+03;-1.001798429352679e+03;-1.001798429352664e+03;-1.001798429352621e+03;-1.001798429352601e+03;-1.001798429352644e+03;-1.001798429352692e+03;-1.001798429352634e+03;-1.001798429352642e+03;-1.001798429352710e+03;-1.001798429352768e+03;-1.001798429352849e+03;-1.001798429352926e+03;-1.001798429353039e+03;-1.001798429353141e+03;-1.001798429353237e+03;-1.001798429353314e+03;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;1.450683633110880e-12;2.198836134594888e-12
1.179999999999997e-10;-1.006268355454034e+03;-1.006268355454035e+03;-1.006268355454026e+03;-1.006268355454037e+03;-1.006268355454035e+03;-1.006268355454028e+03;-1.006268355454033e+03;-1.006268355454032e+03;-1.006268355454044e+03;-1.006268355454029e+03;-1.006268355454006e+03;-1.006268355454027e+03;-1.006268355454036e+03;-1.006268355454029e+03;-1.006268355454050e+03;-1.006268355454047e+03;-1.006268355454058e+03;-1.006268355454068e+03;-1.006268355454066e+03;-1.006268355454029e+03;-1.006268355454047e+03;-1.006268355454000e+03;-1.006268355454027e+03;-1.006268355454046e+03;-1.006268355454060e+03;-1.006268355454059e+03;-1.006268355454060e+03;-1.006268355454060e+03;-1.006268355454096e+03;-1.006268355454100e+03;-1.006268355454071e+03;-1.006268355454094e+03;-1.006268355454081e+03;-1.006268355454083e+03;-1.006268355454102e+03;-1.006268355454097e+03;-1.006268355454116e+03;-1.006268355454101e+03;-1.006268355454057e+03;-1.006268355454037e+03;-1.006268355454080e+03;-1.006268355454130e+03;-1.006268355454070e+03;-1.006268355454078e+03;-1.006268355454146e+03;-1.006268355454206e+03;-1.006268355454288e+03;-1.006268355454367e+03;-1.006268355454482e+03;-1.006268355454585e+03;-1.006268355454682e+03;-1.006268355454760e+03;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;1.962014078819891e-12;2.215932811332356e-12
1.184999999999997e-10;-1.010724255906943e+03;-1.010724255906944e+03;-1.010724255906935e+03;-1.010724255906947e+03;-1.010724255906944e+03;-1.010724255906937e+03;-1.010724255906942e+03;-1.010724255906941e+03;-1.010724255906953e+03;-1.010724255906938e+03;-1.010724255906915e+03;-1.010724255906936e+03;-1.010724255906945e+03;-1.010724255906938e+03;-1.010724255906959e+03;-1.010724255906956e+03;-1.010724255906967e+03;-1.010724255906977e+03;-1.010724255906975e+03;-1.010724255906938e+03;-1.010724255906956e+03;-1.010724255906908e+03;-1.010724255906935e+03;-1.010724255906955e+03;-1.010724255906969e+03;-1.010724255906968e+03;-1.010724255906969e+03;-1.010724255906969e+03;-1.010724255907005e+03;-1.010724255907010e+03;-1.010724255906980e+03;-1.010724255907003e+03;-1.010724255906990e+03;-1.010724255906992e+03;-1.010724255907011e+03;-1.010724255907006e+03;-1.010724255907026e+03;-1.010724255907011e+03;-1.010724255906966e+03;-1.010724255906947e+03;-1.010724255906990e+03;-1.010724255907040e+03;-1.010724255906979e+03;-1.010724255906987e+03;-1.010724255907056e+03;-1.010724255907116e+03;-1.010724255907200e+03;-1.010724255907279e+03;-1.010724255907394e+03;-1.010724255907498e+03;-1.010724255907596e+03;-1.010724255907674e+03;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;2.390960354124474e-12;1.892196698724271e-12
1.189999999999997e-10;-1.015192571777062e+03;-1.015192571777064e+03;-1.015192571777054e+03;-1.015192571777066e+03;-1.015192571777063e+03;-1.015192571777057e+03;-1.015192571777062e+03;-1.015192571777060e+03;-1.015192571777072e+03;-1.015192571777058e+03;-1.015192571777035e+03;-1.015192571777055e+03;-1.015192571777065e+03;-1.015192571777058e+03;-1.015192571777078e+03;-1.015192571777075e+03;-1.015192571777086e+03;-1.015192571777096e+03;-1.015192571777094e+03;-1.015192571777057e+03;-1.015192571777075e+03;-1.015192571777027e+03;-1.015192571777055e+03;-1.015192571777074e+03;-1.015192571777088e+03;-1.015192571777087e+03;-1.015192571777089e+03;-1.015192571777088e+03;-1.015192571777124e+03;-1.015192571777128e+03;-1.015192571777099e+03;-1.015192571777122e+03;-1.015192571777109e+03;-1.015192571777111e+03;-1.015192571777130e+03;-1.015192571777126e+03;-1.015192571777145e+03;-1.015192571777130e+03;-1.015192571777086e+03;-1.015192571777066e+03;-1.015192571777109e+03;-1.015192571777159e+03;-1.015192571777099e+03;-1.015192571777107e+03;-1.015192571777175e+03;-1.015192571777235e+03;-1.015192571777318e+03;-1.015192571777397e+03;-1.015192571777511e+03;-1.015192571777614e+03;-1.015192571777712e+03;-1.015192571777791e+03;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;2.432809779345612e-12;1.610815756130493e-12
1.194999999999997e-10;-1.019669095481775e+03;-1.019669095481777e+03;-1.019669095481767e+03;-1.019669095481779e+03;-1.019669095481777e+03;-1.019669095481770e+03;-1.019669095481775e+03;-1.019669095481773e+03;-1.019669095481785e+03;-1.019669095481771e+03;-1.019669095481747e+03;-1.019669095481768e+03;-1.019669095481778e+03;-1.019669095481771e+03;-1.019669095481791e+03;-1.019669095481789e+03;-1.019669095481799e+03;-1.019669095481810e+03;-1.019669095481808e+03;-1.019669095481770e+03;-1.019669095481788e+03;-1.019669095481740e+03;-1.019669095481767e+03;-1.019669095481787e+03;-1.019669095481802e+03;-1.019669095481801e+03;-1.019669095481802e+03;-1.019669095481802e+03;-1.019669095481838e+03;-1.019669095481842e+03;-1.019669095481812e+03;-1.019669095481836e+03;-1.019669095481823e+03;-1.019669095481824e+03;-1.019669095481844e+03;-1.019669095481840e+03;-1.019669095481859e+03;-1.019669095481844e+03;-1.019669095481800e+03;-1.019669095481779e+03;-1.019669095481823e+03;-1.019669095481874e+03;-1.019669095481812e+03;-1.019669095481820e+03;-1.019669095481889e+03;-1.019669095481950e+03;-1.019669095482035e+03;-1.019669095482114e+03;-1.019669095482229e+03;-1.019669095482333e+03;-1.019669095482433e+03;-1.019669095482511e+03;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;2.093703363147217e-12;1.547359965542104e-12
1.199999999999997e-10;-1.024128959739848e+03;-1.024128959739849e+03;-1.024128959739840e+03;-1.024128959739852e+03;-1.024128959739849e+03;-1.024128959739842e+03;-1.024128959739847e+03;-1.024128959739845e+03;-1.024128959739857e+03;-1.024128959739843e+03;-1.024128959739819e+03;-1.024128959739840e+03;-1.024128959739850e+03;-1.024128959739843e+03;-1.024128959739864e+03;-1.024128959739861e+03;-1.024128959739872e+03;-1.024128959739883e+03;-1.024128959739880e+03;-1.024128959739842e+03;-1.024128959739860e+03;-1.024128959739811e+03;-1.024128959739839e+03;-1.024128959739860e+03;-1.024128959739875e+03;-1.024128959739874e+03;-1.024128959739875e+03;-1.024128959739875e+03;-1.024128959739911e+03;-1.024128959739915e+03;-1.024128959739885e+03;-1.024128959739909e+03;-1.024128959739896e+03;-1.024128959739897e+03;-1.024128959739917e+03;-1.024128959739912e+03;-1.024128959739932e+03;-1.024128959739918e+03;-1.024128959739873e+03;-1.024128959739852e+03;-1.024128959739896e+03;-1.024128959739948e+03;-1.024128959739885e+03;-1.024128959739893e+03;-1.024128959739963e+03;-1.024128959740025e+03;-1.024128959740111e+03;-1.024128959740192e+03;-1.024128959740309e+03;-1.024128959740414e+03;-1.024128959740515e+03;-1.024128959740595e+03;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.550393331097814e-12;1.631729024817033e-12
1.204999999999997e-10;-1.028588580710151e+03;-1.028588580710153e+03;-1.028588580710143e+03;-1.028588580710155e+03;-1.028588580710152e+03;-1.028588580710145e+03;-1.028588580710150e+03;-1.028588580710149e+03;-1.028588580710160e+03;-1.028588580710146e+03;-1.028588580710122e+03;-1.028588580710144e+03;-1.028588580710153e+03;-1.028588580710146e+03;-1.028588580710167e+03;-1.028588580710164e+03;-1.028588580710175e+03;-1.028588580710186e+03;-1.028588580710183e+03;-1.028588580710144e+03;-1.028588580710162e+03;-1.028588580710114e+03;-1.028588580710142e+03;-1.028588580710163e+03;-1.028588580710177e+03;-1.028588580710177e+03;-1.028588580710178e+03;-1.028588580710178e+03;-1.028588580710213e+03;-1.028588580710218e+03;-1.028588580710188e+03;-1.028588580710211e+03;-1.028588580710199e+03;-1.028588580710199e+03;-1.028588580710220e+03;-1.028588580710215e+03;-1.028588580710235e+03;-1.028588580710221e+03;-1.028588580710176e+03;-1.028588580710155e+03;-1.028588580710199e+03;-1.028588580710250e+03;-1.028588580710188e+03;-1.028588580710196e+03;-1.028588580710265e+03;-1.028588580710329e+03;-1.028588580710415e+03;-1.028588580710496e+03;-1.028588580710612e+03;-1.028588580710717e+03;-1.028588580710817e+03;-1.028588580710897e+03;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.179309922347581e-12;1.893167754157493e-12
1.209999999999997e-10;-1.033064590357301e+03;-1.033064590357303e+03;-1.033064590357293e+03;-1.033064590357305e+03;-1.033064590357302e+03;-1.033064590357295e+03;-1.033064590357300e+03;-1.033064590357298e+03;-1.033064590357310e+03;-1.033064590357296e+03;-1.033064590357272e+03;-1.033064590357293e+03;-1.033064590357303e+03;-1.033064590357296e+03;-1.033064590357317e+03;-1.033064590357314e+03;-1.033064590357325e+03;-1.033064590357336e+03;-1.033064590357333e+03;-1.033064590357294e+03;-1.033064590357312e+03;-1.033064590357264e+03;-1.033064590357292e+03;-1.033064590357313e+03;-1.033064590357327e+03;-1.033064590357327e+03;-1.033064590357328e+03;-1.033064590357327e+03;-1.033064590357363e+03;-1.033064590357368e+03;-1.033064590357337e+03;-1.033064590357361e+03;-1.033064590357349e+03;-1.033064590357349e+03;-1.033064590357369e+03;-1.033064590357365e+03;-1.033064590357385e+03;-1.033064590357370e+03;-1.033064590357326e+03;-1.033064590357305e+03;-1.033064590357348e+03;-1.033064590357401e+03;-1.033064590357337e+03;-1.033064590357346e+03;-1.033064590357416e+03;-1.033064590357480e+03;-1.033064590357566e+03;-1.033064590357647e+03;-1.033064590357763e+03;-1.033064590357868e+03;-1.033064590357969e+03;-1.033064590358049e+03;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;8.829600097677127e-13;1.999464350913341e-12
1.214999999999997e-10;-1.037532351114874e+03;-1.037532351114876e+03;-1.037532351114866e+03;-1.037532351114878e+03;-1.037532351114875e+03;-1.037532351114868e+03;-1.037532351114873e+03;-1.037532351114871e+03;-1.037532351114883e+03;-1.037532351114869e+03;-1.037532351114844e+03;-1.037532351114866e+03;-1.037532351114875e+03;-1.037532351114869e+03;-1.037532351114891e+03;-1.037532351114887e+03;-1.037532351114898e+03;-1.037532351114909e+03;-1.037532351114907e+03;-1.037532351114867e+03;-1.037532351114885e+03;-1.037532351114836e+03;-1.037532351114864e+03;-1.037532351114886e+03;-1.037532351114900e+03;-1.037532351114899e+03;-1.037532351114901e+03;-1.037532351114900e+03;-1.037532351114936e+03;-1.037532351114941e+03;-1.037532351114910e+03;-1.037532351114934e+03;-1.037532351114922e+03;-1.037532351114922e+03;-1.037532351114943e+03;-1.037532351114938e+03;-1.037532351114959e+03;-1.037532351114944e+03;-1.037532351114899e+03;-1.037532351114878e+03;-1.037532351114922e+03;-1.037532351114975e+03;-1.037532351114911e+03;-1.037532351114920e+03;-1.037532351114990e+03;-1.037532351115057e+03;-1.037532351115145e+03;-1.037532351115227e+03;-1.037532351115345e+03;-1.037532351115452e+03;-1.037532351115554e+03;-1.037532351115635e+03;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;6.185341998828968e-13;1.861542968646681e-12
1.219999999999997e-10;-1.041987934126014e+03;-1.041987934126015e+03;-1.041987934126005e+03;-1.041987934126017e+03;-1.041987934126015e+03;-1.041987934126008e+03;-1.041987934126013e+03;-1.041987934126011e+03;-1.041987934126023e+03;-1.041987934126008e+03;-1.041987934125984e+03;-1.041987934126006e+03;-1.041987934126015e+03;-1.041987934126008e+03;-1.041987934126030e+03;-1.041987934126027e+03;-1.041987934126038e+03;-1.041987934126049e+03;-1.041987934126047e+03;-1.041987934126006e+03;-1.041987934126025e+03;-1.041987934125975e+03;-1.041987934126004e+03;-1.041987934126025e+03;-1.041987934126040e+03;-1.041987934126039e+03;-1.041987934126040e+03;-1.041987934126039e+03;-1.041987934126075e+03;-1.041987934126081e+03;-1.041987934126049e+03;-1.041987934126073e+03;-1.041987934126062e+03;-1.041987934126061e+03;-1.041987934126082e+03;-1.041987934126077e+03;-1.041987934126098e+03;-1.041987934126083e+03;-1.041987934126038e+03;-1.041987934126017e+03;-1.041987934126061e+03;-1.041987934126115e+03;-1.041987934126050e+03;-1.041987934126059e+03;-1.041987934126130e+03;-1.041987934126198e+03;-1.041987934126286e+03;-1.041987934126370e+03;-1.041987934126488e+03;-1.041987934126595e+03;-1.041987934126698e+03;-1.041987934126780e+03;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;5.078499732074926e-13;1.877363169589405e-12
