time units=S;v(1000) units=V;v(1001) units=V;v(1002) units=V;v(1003) units=V;v(1004) units=V;v(1005) units=V;v(1006) units=V;v(1007) units=V;v(1008) units=V;v(1009) units=V;v(1010) units=V;v(1011) units=V;v(1012) units=V;v(1013) units=V;v(1014) units=V;v(1015) units=V;v(1016) units=V;v(1017) units=V;v(1018) units=V;v(1019) units=V;v(1020) units=V;v(1021) units=V;v(1022) units=V;v(1023) units=V;v(1024) units=V;v(1025) units=V;v(1026) units=V;v(1027) units=V;v(1028) units=V;v(1029) units=V;v(1030) units=V;v(1031) units=V;v(1032) units=V;v(1033) units=V;v(1034) units=V;v(1035) units=V;v(1036) units=V;v(1037) units=V;v(1038) units=V;v(1039) units=V;v(1040) units=V;v(1041) units=V;v(1042) units=V;v(1043) units=V;v(1044) units=V;v(1045) units=V;v(1046) units=V;v(1047) units=V;v(1048) units=V;v(1049) units=V;v(1050) units=V;v(1051) units=V;v(1054) units=V;v(1055) units=V;v(1056) units=V;v(1057) units=V;v(1058) units=V;v(1059) units=V;v(1060) units=V;v(1061) units=V;v(1062) units=V;v(1063) units=V;v(1064) units=V;v(1065) units=V;v(1066) units=V;v(1067) units=V;v(1068) units=V;v(1069) units=V;v(1070) units=V;v(1071) units=V;v(1072) units=V;v(1073) units=V;v(1074) units=V;v(1075) units=V;v(1076) units=V;v(1077) units=V;v(1078) units=V;v(1079) units=V;v(1080) units=V;v(1081) units=V;v(1082) units=V;v(1083) units=V;v(1084) units=V;v(1085) units=V;v(1086) units=V;v(1087) units=V;v(1088) units=V;v(1089) units=V;v(1090) units=V;v(1091) units=V;v(1092) units=V;v(1093) units=V;v(1094) units=V;v(1095) units=V;v(1096) units=V;v(1097) units=V;v(1098) units=V;v(1099) units=V;v(1100) units=V;v(1101) units=V;v(1102) units=V;v(1103) units=V;v(1104) units=V;v(1105) units=V
1.950000000000001e-11;-1.264473418521831e+02;-1.264473418521834e+02;-1.264473418521833e+02;-1.264473418521838e+02;-1.264473418521837e+02;-1.264473418521823e+02;-1.264473418521824e+02;-1.264473418521817e+02;-1.264473418521824e+02;-1.264473418521813e+02;-1.264473418521809e+02;-1.264473418521813e+02;-1.264473418521809e+02;-1.264473418521822e+02;-1.264473418521831e+02;-1.264473418521819e+02;-1.264473418521821e+02;-1.264473418521832e+02;-1.264473418521838e+02;-1.264473418521812e+02;-1.264473418521845e+02;-1.264473418521854e+02;-1.264473418521852e+02;-1.264473418521825e+02;-1.264473418521855e+02;-1.264473418521876e+02;-1.264473418521891e+02;-1.264473418521902e+02;-1.264473418521910e+02;-1.264473418521937e+02;-1.264473418521914e+02;-1.264473418521943e+02;-1.264473418521942e+02;-1.264473418521946e+02;-1.264473418521907e+02;-1.264473418521921e+02;-1.264473418521914e+02;-1.264473418521875e+02;-1.264473418521810e+02;-1.264473418521806e+02;-1.264473418521760e+02;-1.264473418521722e+02;-1.264473418521782e+02;-1.264473418521764e+02;-1.264473418521815e+02;-1.264473418521816e+02;-1.264473418521844e+02;-1.264473418521887e+02;-1.264473418521917e+02;-1.264473418522044e+02;-1.264473418522077e+02;-1.264473418522194e+02;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;-3.665834601546545e-13;5.887336566569914e-13
2.000000000000001e-11;-1.308895384394871e+02;-1.308895384394874e+02;-1.308895384394872e+02;-1.308895384394878e+02;-1.308895384394877e+02;-1.308895384394863e+02;-1.308895384394863e+02;-1.308895384394856e+02;-1.308895384394864e+02;-1.308895384394852e+02;-1.308895384394847e+02;-1.308895384394850e+02;-1.308895384394846e+02;-1.308895384394860e+02;-1.308895384394870e+02;-1.308895384394856e+02;-1.308895384394858e+02;-1.308895384394868e+02;-1.308895384394876e+02;-1.308895384394847e+02;-1.308895384394881e+02;-1.308895384394887e+02;-1.308895384394885e+02;-1.308895384394859e+02;-1.308895384394889e+02;-1.308895384394913e+02;-1.308895384394927e+02;-1.308895384394936e+02;-1.308895384394945e+02;-1.308895384394973e+02;-1.308895384394947e+02;-1.308895384394975e+02;-1.308895384394972e+02;-1.308895384394978e+02;-1.308895384394939e+02;-1.308895384394953e+02;-1.308895384394945e+02;-1.308895384394906e+02;-1.308895384394837e+02;-1.308895384394832e+02;-1.308895384394785e+02;-1.308895384394748e+02;-1.308895384394807e+02;-1.308895384394790e+02;-1.308895384394843e+02;-1.308895384394842e+02;-1.308895384394872e+02;-1.308895384394919e+02;-1.308895384394955e+02;-1.308895384395091e+02;-1.308895384395125e+02;-1.308895384395248e+02;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;-7.397964362327947e-13;5.521918262574992e-13
2.050000000000002e-11;-1.353481160959306e+02;-1.353481160959309e+02;-1.353481160959307e+02;-1.353481160959313e+02;-1.353481160959312e+02;-1.353481160959298e+02;-1.353481160959299e+02;-1.353481160959291e+02;-1.353481160959299e+02;-1.353481160959288e+02;-1.353481160959280e+02;-1.353481160959284e+02;-1.353481160959280e+02;-1.353481160959296e+02;-1.353481160959304e+02;-1.353481160959288e+02;-1.353481160959291e+02;-1.353481160959300e+02;-1.353481160959309e+02;-1.353481160959278e+02;-1.353481160959313e+02;-1.353481160959315e+02;-1.353481160959313e+02;-1.353481160959290e+02;-1.353481160959319e+02;-1.353481160959345e+02;-1.353481160959358e+02;-1.353481160959366e+02;-1.353481160959376e+02;-1.353481160959404e+02;-1.353481160959377e+02;-1.353481160959403e+02;-1.353481160959400e+02;-1.353481160959406e+02;-1.353481160959366e+02;-1.353481160959381e+02;-1.353481160959372e+02;-1.353481160959333e+02;-1.353481160959260e+02;-1.353481160959255e+02;-1.353481160959210e+02;-1.353481160959173e+02;-1.353481160959232e+02;-1.353481160959216e+02;-1.353481160959271e+02;-1.353481160959269e+02;-1.353481160959301e+02;-1.353481160959352e+02;-1.353481160959394e+02;-1.353481160959538e+02;-1.353481160959574e+02;-1.353481160959701e+02;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;-6.181727492215222e-13;7.134616301712848e-13
2.100000000000002e-11;-1.398132693132791e+02;-1.398132693132794e+02;-1.398132693132792e+02;-1.398132693132799e+02;-1.398132693132798e+02;-1.398132693132783e+02;-1.398132693132783e+02;-1.398132693132775e+02;-1.398132693132783e+02;-1.398132693132771e+02;-1.398132693132762e+02;-1.398132693132767e+02;-1.398132693132762e+02;-1.398132693132779e+02;-1.398132693132787e+02;-1.398132693132768e+02;-1.398132693132771e+02;-1.398132693132780e+02;-1.398132693132790e+02;-1.398132693132756e+02;-1.398132693132791e+02;-1.398132693132791e+02;-1.398132693132788e+02;-1.398132693132766e+02;-1.398132693132795e+02;-1.398132693132824e+02;-1.398132693132837e+02;-1.398132693132844e+02;-1.398132693132856e+02;-1.398132693132882e+02;-1.398132693132855e+02;-1.398132693132879e+02;-1.398132693132876e+02;-1.398132693132883e+02;-1.398132693132841e+02;-1.398132693132858e+02;-1.398132693132846e+02;-1.398132693132807e+02;-1.398132693132728e+02;-1.398132693132722e+02;-1.398132693132678e+02;-1.398132693132640e+02;-1.398132693132702e+02;-1.398132693132686e+02;-1.398132693132746e+02;-1.398132693132742e+02;-1.398132693132778e+02;-1.398132693132835e+02;-1.398132693132885e+02;-1.398132693133036e+02;-1.398132693133077e+02;-1.398132693133211e+02;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;-1.449141128249484e-13;8.529598037841182e-13
2.150000000000002e-11;-1.442626280405545e+02;-1.442626280405548e+02;-1.442626280405546e+02;-1.442626280405553e+02;-1.442626280405552e+02;-1.442626280405537e+02;-1.442626280405537e+02;-1.442626280405529e+02;-1.442626280405537e+02;-1.442626280405524e+02;-1.442626280405514e+02;-1.442626280405518e+02;-1.442626280405512e+02;-1.442626280405532e+02;-1.442626280405538e+02;-1.442626280405518e+02;-1.442626280405521e+02;-1.442626280405530e+02;-1.442626280405541e+02;-1.442626280405503e+02;-1.442626280405540e+02;-1.442626280405536e+02;-1.442626280405534e+02;-1.442626280405514e+02;-1.442626280405543e+02;-1.442626280405574e+02;-1.442626280405586e+02;-1.442626280405591e+02;-1.442626280405606e+02;-1.442626280405631e+02;-1.442626280405603e+02;-1.442626280405626e+02;-1.442626280405622e+02;-1.442626280405630e+02;-1.442626280405585e+02;-1.442626280405607e+02;-1.442626280405592e+02;-1.442626280405552e+02;-1.442626280405467e+02;-1.442626280405459e+02;-1.442626280405415e+02;-1.442626280405380e+02;-1.442626280405443e+02;-1.442626280405428e+02;-1.442626280405491e+02;-1.442626280405488e+02;-1.442626280405530e+02;-1.442626280405588e+02;-1.442626280405647e+02;-1.442626280405806e+02;-1.442626280405855e+02;-1.442626280405997e+02;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;4.364133248581773e-13;7.517184743688225e-13
2.200000000000002e-11;-1.487167278097674e+02;-1.487167278097677e+02;-1.487167278097674e+02;-1.487167278097682e+02;-1.487167278097681e+02;-1.487167278097666e+02;-1.487167278097666e+02;-1.487167278097657e+02;-1.487167278097665e+02;-1.487167278097652e+02;-1.487167278097639e+02;-1.487167278097644e+02;-1.487167278097639e+02;-1.487167278097659e+02;-1.487167278097664e+02;-1.487167278097643e+02;-1.487167278097647e+02;-1.487167278097655e+02;-1.487167278097667e+02;-1.487167278097627e+02;-1.487167278097665e+02;-1.487167278097658e+02;-1.487167278097654e+02;-1.487167278097637e+02;-1.487167278097668e+02;-1.487167278097700e+02;-1.487167278097709e+02;-1.487167278097713e+02;-1.487167278097729e+02;-1.487167278097753e+02;-1.487167278097726e+02;-1.487167278097745e+02;-1.487167278097742e+02;-1.487167278097751e+02;-1.487167278097704e+02;-1.487167278097728e+02;-1.487167278097713e+02;-1.487167278097673e+02;-1.487167278097584e+02;-1.487167278097576e+02;-1.487167278097532e+02;-1.487167278097499e+02;-1.487167278097564e+02;-1.487167278097547e+02;-1.487167278097612e+02;-1.487167278097610e+02;-1.487167278097659e+02;-1.487167278097718e+02;-1.487167278097785e+02;-1.487167278097948e+02;-1.487167278098003e+02;-1.487167278098152e+02;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;9.880005142793680e-13;6.055748950008006e-13
2.250000000000002e-11;-1.531875715295431e+02;-1.531875715295434e+02;-1.531875715295431e+02;-1.531875715295439e+02;-1.531875715295438e+02;-1.531875715295424e+02;-1.531875715295423e+02;-1.531875715295414e+02;-1.531875715295422e+02;-1.531875715295407e+02;-1.531875715295394e+02;-1.531875715295400e+02;-1.531875715295394e+02;-1.531875715295417e+02;-1.531875715295422e+02;-1.531875715295399e+02;-1.531875715295404e+02;-1.531875715295412e+02;-1.531875715295426e+02;-1.531875715295383e+02;-1.531875715295423e+02;-1.531875715295412e+02;-1.531875715295405e+02;-1.531875715295391e+02;-1.531875715295424e+02;-1.531875715295456e+02;-1.531875715295464e+02;-1.531875715295467e+02;-1.531875715295484e+02;-1.531875715295508e+02;-1.531875715295480e+02;-1.531875715295498e+02;-1.531875715295494e+02;-1.531875715295506e+02;-1.531875715295456e+02;-1.531875715295481e+02;-1.531875715295464e+02;-1.531875715295425e+02;-1.531875715295331e+02;-1.531875715295322e+02;-1.531875715295277e+02;-1.531875715295245e+02;-1.531875715295313e+02;-1.531875715295294e+02;-1.531875715295362e+02;-1.531875715295359e+02;-1.531875715295415e+02;-1.531875715295474e+02;-1.531875715295551e+02;-1.531875715295719e+02;-1.531875715295777e+02;-1.531875715295935e+02;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;1.392990238509194e-12;6.068234039464946e-13
2.300000000000002e-11;-1.576475631682466e+02;-1.576475631682470e+02;-1.576475631682466e+02;-1.576475631682475e+02;-1.576475631682474e+02;-1.576475631682459e+02;-1.576475631682459e+02;-1.576475631682449e+02;-1.576475631682456e+02;-1.576475631682441e+02;-1.576475631682426e+02;-1.576475631682433e+02;-1.576475631682428e+02;-1.576475631682453e+02;-1.576475631682458e+02;-1.576475631682433e+02;-1.576475631682440e+02;-1.576475631682447e+02;-1.576475631682463e+02;-1.576475631682417e+02;-1.576475631682459e+02;-1.576475631682445e+02;-1.576475631682437e+02;-1.576475631682426e+02;-1.576475631682460e+02;-1.576475631682493e+02;-1.576475631682501e+02;-1.576475631682502e+02;-1.576475631682520e+02;-1.576475631682543e+02;-1.576475631682513e+02;-1.576475631682529e+02;-1.576475631682526e+02;-1.576475631682539e+02;-1.576475631682487e+02;-1.576475631682511e+02;-1.576475631682493e+02;-1.576475631682455e+02;-1.576475631682354e+02;-1.576475631682343e+02;-1.576475631682298e+02;-1.576475631682267e+02;-1.576475631682339e+02;-1.576475631682316e+02;-1.576475631682388e+02;-1.576475631682384e+02;-1.576475631682448e+02;-1.576475631682506e+02;-1.576475631682595e+02;-1.576475631682766e+02;-1.576475631682829e+02;-1.576475631682997e+02;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;1.747099831664071e-12;8.075202734137989e-13
2.350000000000003e-11;-1.620986419140131e+02;-1.620986419140134e+02;-1.620986419140130e+02;-1.620986419140140e+02;-1.620986419140138e+02;-1.620986419140123e+02;-1.620986419140124e+02;-1.620986419140114e+02;-1.620986419140119e+02;-1.620986419140105e+02;-1.620986419140087e+02;-1.620986419140095e+02;-1.620986419140091e+02;-1.620986419140117e+02;-1.620986419140122e+02;-1.620986419140095e+02;-1.620986419140104e+02;-1.620986419140112e+02;-1.620986419140129e+02;-1.620986419140082e+02;-1.620986419140125e+02;-1.620986419140107e+02;-1.620986419140098e+02;-1.620986419140089e+02;-1.620986419140127e+02;-1.620986419140160e+02;-1.620986419140168e+02;-1.620986419140165e+02;-1.620986419140184e+02;-1.620986419140207e+02;-1.620986419140175e+02;-1.620986419140191e+02;-1.620986419140187e+02;-1.620986419140200e+02;-1.620986419140146e+02;-1.620986419140171e+02;-1.620986419140154e+02;-1.620986419140116e+02;-1.620986419140010e+02;-1.620986419139998e+02;-1.620986419139953e+02;-1.620986419139924e+02;-1.620986419139998e+02;-1.620986419139973e+02;-1.620986419140048e+02;-1.620986419140045e+02;-1.620986419140113e+02;-1.620986419140170e+02;-1.620986419140268e+02;-1.620986419140441e+02;-1.620986419140506e+02;-1.620986419140681e+02;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;1.877588257204970e-12;8.115042713365614e-13
2.400000000000003e-11;-1.665667761496287e+02;-1.665667761496290e+02;-1.665667761496286e+02;-1.665667761496296e+02;-1.665667761496294e+02;-1.665667761496279e+02;-1.665667761496280e+02;-1.665667761496270e+02;-1.665667761496275e+02;-1.665667761496260e+02;-1.665667761496240e+02;-1.665667761496249e+02;-1.665667761496245e+02;-1.665667761496272e+02;-1.665667761496277e+02;-1.665667761496250e+02;-1.665667761496260e+02;-1.665667761496268e+02;-1.665667761496286e+02;-1.665667761496237e+02;-1.665667761496283e+02;-1.665667761496261e+02;-1.665667761496252e+02;-1.665667761496245e+02;-1.665667761496285e+02;-1.665667761496317e+02;-1.665667761496326e+02;-1.665667761496321e+02;-1.665667761496339e+02;-1.665667761496363e+02;-1.665667761496328e+02;-1.665667761496343e+02;-1.665667761496339e+02;-1.665667761496352e+02;-1.665667761496298e+02;-1.665667761496321e+02;-1.665667761496305e+02;-1.665667761496269e+02;-1.665667761496159e+02;-1.665667761496144e+02;-1.665667761496099e+02;-1.665667761496072e+02;-1.665667761496151e+02;-1.665667761496122e+02;-1.665667761496201e+02;-1.665667761496198e+02;-1.665667761496274e+02;-1.665667761496330e+02;-1.665667761496438e+02;-1.665667761496610e+02;-1.665667761496677e+02;-1.665667761496857e+02;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;1.774344127133730e-12;6.370686324001195e-13
