time units=S;i(Vdummy1) units=A;i(Vdummy2) units=A
1.274999999999997e-10;1.000000000000000e-04;3.000000000000000e-04
1.279999999999997e-10;9.999999999999999e-05;3.000000000000000e-04
1.284999999999997e-10;1.000000000000000e-04;3.000000000000000e-04
1.289999999999997e-10;9.999999999999999e-05;2.999999999999999e-04
1.294999999999997e-10;1.000000000000000e-04;3.000000000000000e-04
1.299999999999997e-10;9.999999999999999e-05;3.000000000000000e-04
1.304999999999997e-10;1.000000000000000e-04;3.000000000000000e-04
1.309999999999997e-10;1.000000000000000e-04;3.000000000000000e-04
1.314999999999997e-10;5.000000000002959e-05;3.000000000000000e-04
1.319999999999997e-10;2.991113550004819e-17;3.000000000000000e-04
1.324999999999997e-10;1.099738268802224e-22;3.000000000000000e-04
1.329999999999997e-10;-8.325261789117963e-22;3.000000000000000e-04
1.334999999999997e-10;1.100372235121279e-21;3.000000000000000e-04
1.339999999999997e-10;-6.167003707543719e-22;3.000000000000000e-04
1.344999999999997e-10;1.915191945048644e-22;3.000000000000000e-04
1.349999999999997e-10;7.484782457362844e-23;3.000000000000000e-04
1.354999999999997e-10;6.175959936398521e-23;3.000000000000000e-04
1.359999999999997e-10;1.664720175780951e-22;3.000000000000000e-04
1.364999999999997e-10;-2.600670503114769e-22;3.000000000000000e-04
1.369999999999997e-10;-1.075114235022215e-22;3.000000000000000e-04
1.374999999999997e-10;-6.048620998485620e-22;3.000000000000000e-04
1.379999999999997e-10;1.568778219640367e-22;3.000000000000000e-04
1.384999999999997e-10;8.380760292266966e-23;3.000000000000000e-04
1.389999999999997e-10;-1.128802072528208e-22;3.000000000000000e-04
1.394999999999997e-10;0.000000000000000e+00;3.000000000000000e-04
1.399999999999997e-10;-1.211151953323032e-22;3.000000000000000e-04
1.404999999999997e-10;3.004317477904091e-23;3.000000000000000e-04
1.409999999999997e-10;2.651991289610941e-23;3.000000000000000e-04
1.414999999999997e-10;-3.990959225288010e-23;3.000000000000000e-04
1.419999999999997e-10;1.555080322947094e-22;3.000000000000000e-04
1.424999999999997e-10;3.803792147802708e-22;3.000000000000000e-04
1.429999999999997e-10;0.000000000000000e+00;3.000000000000000e-04
1.434999999999997e-10;-5.261291396813823e-23;3.000000000000000e-04
1.439999999999997e-10;0.000000000000000e+00;3.000000000000000e-04
1.444999999999997e-10;-2.429692389490478e-22;3.000000000000000e-04
1.449999999999997e-10;0.000000000000000e+00;3.000000000000000e-04
1.454999999999997e-10;0.000000000000000e+00;2.999999999999999e-04
1.459999999999997e-10;0.000000000000000e+00;3.000000000000000e-04
1.464999999999996e-10;9.042349596845519e-23;3.000000000000000e-04
1.469999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.474999999999996e-10;2.117582368135751e-22;3.000000000000000e-04
1.479999999999996e-10;7.462365432420466e-23;3.000000000000000e-04
1.484999999999996e-10;-2.117582368135751e-22;3.000000000000000e-04
1.489999999999996e-10;-4.846709243055668e-23;3.000000000000000e-04
1.494999999999996e-10;-1.487288264908090e-22;3.000000000000000e-04
1.499999999999996e-10;1.601032546419987e-22;3.000000000000000e-04
1.504999999999996e-10;-6.597301189181989e-23;3.000000000000000e-04
1.509999999999996e-10;-1.186089121696840e-22;3.000000000000000e-04
1.514999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.519999999999996e-10;-2.100718632482776e-22;3.000000000000000e-04
1.524999999999996e-10;-2.197431819914897e-22;3.000000000000000e-04
1.529999999999996e-10;-2.041875360644850e-22;3.000000000000000e-04
1.534999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.539999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.544999999999996e-10;-7.685737397587033e-23;3.000000000000000e-04
1.549999999999996e-10;0.000000000000000e+00;2.999999999999999e-04
1.554999999999996e-10;-7.371055155796037e-23;3.000000000000000e-04
1.559999999999996e-10;2.117582368135751e-22;2.999999999999999e-04
1.564999999999996e-10;1.405947094107790e-23;3.000000000000000e-04
1.569999999999996e-10;0.000000000000000e+00;3.000000000000000e-04
1.574999999999996e-10;4.627660078080426e-22;3.000000000000000e-04
1.579999999999996e-10;2.732561412544407e-22;3.000000000000000e-04
1.584999999999996e-10;-3.348400558872063e-22;3.000000000000000e-04
1.589999999999996e-10;-5.661164042750843e-22;2.999999999999999e-04
1.594999999999996e-10;1.233924807089730e-21;2.999999999999999e-04
1.599999999999996e-10;1.337679319618863e-21;3.000000000000000e-04
1.604999999999996e-10;-8.932088023270268e-22;3.000000000000000e-04
1.609999999999996e-10;6.157729973065845e-23;3.000000000000000e-04
1.614999999999996e-10;1.807137972818089e-22;2.999999999999999e-04
1.619999999999996e-10;2.589157334541022e-21;3.000000000000000e-04
