#Title: CKT1
#Date: 
#Plotname: Transient analysis
#Flags: real
#No. Variables: 8
#No. Points: 651     
#Command: version 4.3.22
#Variables:
"time units=S","v(1,2) units=V","v(2,3) units=V","v(3,4) units=V","v(4,5) units=V","v(5,6) units=V","v(6,7) units=V","v(7,8) units=V"
#Values:
0,000000000000000e+00,-8,673617379884035e-19,0,000000000000000e+00,-3,872432247602434e-02,2,316015303984248e-02,-2,350175752906362e-03,1,965873872166634e-02,3,639244592816371e-03
5,000000000000000e-13,2,303929616531697e-19,0,000000000000000e+00,-4,418741759259942e-06,-1,519791971059505e-05,3,638409648009736e-05,1,719370412931479e-05,2,844469709231814e-05
1,000000000000000e-12,8,131516293641283e-20,0,000000000000000e+00,-6,031270843277585e-06,-2,074408848105113e-05,5,536245651389254e-05,2,616213646235795e-05,4,558216911522132e-05
1,500000000000000e-12,-5,421010862427522e-20,0,000000000000000e+00,-5,669999618970934e-06,-1,950152411321027e-05,6,066343424147193e-05,2,866717166898801e-05,4,592598733142213e-05
2,000000000000000e-12,1,084202172485504e-19,0,000000000000000e+00,-4,124445855261283e-06,-1,418571176457837e-05,5,612095102443510e-05,2,652057136825461e-05,3,490031403507753e-05
2,500000000000000e-12,-5,421010862427522e-20,0,000000000000000e+00,-2,368181010369171e-06,-8,145174987956563e-06,4,697150445549952e-05,2,219689997134872e-05,1,913118291736019e-05
3,000000000000000e-12,5,421010862427522e-20,-1,355252715606881e-20,-1,027871620016982e-06,-3,535284749573244e-06,3,711266174822344e-05,1,753799564321549e-05,3,641490874175517e-06
3,500000000000000e-12,-6,776263578034403e-20,-1,355252715606881e-20,-3,122753640516897e-07,-1,074046904985765e-06,2,854675077707604e-05,1,349008039770352e-05,-8,564966350274819e-06
4,000000000000000e-12,1,084202172485504e-19,-2,710505431213761e-20,-1,485391058513768e-07,-5,108887388295528e-07,2,177650589646067e-05,1,029072687180347e-05,-1,637037619146733e-05
4,500000000000000e-12,-3,930232875259954e-19,-1,355252715606881e-20,-3,630798672009500e-07,-1,248785054871038e-06,1,656373873151327e-05,7,827376534707993e-06,-1,999978934575487e-05
5,000000000000000e-12,4,675621868843738e-19,0,000000000000000e+00,-7,996472920697607e-07,-2,750324867064577e-06,1,259820983102138e-05,5,953422328685270e-06,-2,011849235389518e-05
5,500000000000000e-12,8,029872339970767e-19,2,371692252312041e-20,-1,321128277699284e-06,-4,543918288437546e-06,9,577091807261758e-06,4,525759847946402e-06,-1,802106473017328e-05
5,999999999999999e-12,6,844026213814747e-19,3,388131789017201e-20,-1,843800208598740e-06,-6,341607873752201e-06,7,401898116200190e-06,3,497848195156425e-06,-1,495823087607357e-05
6,499999999999999e-12,4,743384504624082e-20,3,388131789017201e-20,-2,329274495241693e-06,-8,011359045465605e-06,6,062895032153021e-06,2,865087591413974e-06,-1,185806871961286e-05
6,999999999999999e-12,-6,979551485375435e-19,2,032879073410321e-20,-2,771137210922059e-06,-9,531111599916768e-06,5,493045321075377e-06,2,595798855993910e-06,-9,159809451277245e-06
7,500000000000000e-12,-4,302927372051846e-19,1,355252715606881e-20,-3,167980571545252e-06,-1,089602357282539e-05,5,749711396040009e-06,2,717089226785927e-06,-7,105942271734476e-06
8,000000000000000e-12,-2,405573570202213e-19,0,000000000000000e+00,-3,535718332580910e-06,-1,216082909241474e-05,6,704422544326645e-06,3,168248458446384e-06,-5,627660821852600e-06
8,500000000000000e-12,-2,439454888092385e-19,-6,776263578034403e-21,-3,892357059313004e-06,-1,338746034399401e-05,8,266976967735469e-06,3,906650701215376e-06,-4,576648077902749e-06
9,000000000000000e-12,-3,388131789017201e-20,-1,355252715606881e-20,-4,261294906106888e-06,-1,465639346551395e-05,1,033719276971006e-05,4,884953900320603e-06,-3,749920487946513e-06
9,500000000000000e-12,4,709503186733910e-19,-1,694065894508601e-20,-4,667927655240727e-06,-1,605497528125908e-05,1,283394305806642e-05,6,064820652441525e-06,-2,964344535567567e-06
9,999999999999999e-12,6,945670167485263e-19,-1,694065894508601e-20,-5,140787763917803e-06,-1,768134096577593e-05,1,574337912128861e-05,7,439706596953258e-06,-2,091352777590405e-06
1,050000000000000e-11,4,269046054161674e-19,0,000000000000000e+00,-5,718926639721960e-06,-1,966980480792257e-05,1,913153430092016e-05,9,040816514155667e-06,-1,036416590013714e-06
1,100000000000000e-11,4,777265822514254e-19,0,000000000000000e+00,-6,438644009393975e-06,-2,214521690361060e-05,2,309862983664595e-05,1,091551105085519e-05,2,402393092801672e-07
1,150000000000000e-11,4,404571325722362e-19,-1,355252715606881e-20,-7,352193340782972e-06,-2,528729900447859e-05,2,785472112603957e-05,1,316305419065995e-05,1,773267092549153e-06
1,200000000000000e-11,8,809142651444724e-20,-1,355252715606881e-20,-8,518880858558344e-06,-2,930003027246598e-05,3,368121069167796e-05,1,591642578417745e-05,3,597412475474847e-06
1,250000000000000e-11,-4,540096597283050e-19,1,355252715606881e-20,-9,986891816402447e-06,-3,434914015196572e-05,4,085473971728191e-05,1,930635565908027e-05,5,752980004871279e-06
1,300000000000000e-11,-8,199278929421627e-19,6,776263578034403e-21,-1,181036731520992e-05,-4,062084276212360e-05,4,973803713656406e-05,2,350425535416686e-05,8,323179918472812e-06
1,350000000000000e-11,-8,267041565201971e-19,0,000000000000000e+00,-1,402666926358558e-05,-4,824364149102754e-05,6,079005934710609e-05,2,872700975244135e-05,1,145831890920846e-05
1,400000000000000e-11,-7,724940478959219e-19,-2,710505431213761e-20,-1,652985121075708e-05,-5,685314173494155e-05,7,413683124402730e-05,3,503417330129122e-05,1,531002051261846e-05
1,450000000000000e-11,-6,911788849595091e-19,-2,710505431213761e-20,-1,895194495078410e-05,-6,518374537687924e-05,8,935013686584704e-05,4,222338784818713e-05,2,003498160352649e-05
1,500000000000000e-11,-2,168404344971009e-19,-2,710505431213761e-20,-2,032319356740344e-05,-6,990004868538024e-05,1,046655399801513e-04,4,946084968574099e-05,2,574702963834719e-05
1,550000000000000e-11,2,168404344971009e-19,-2,710505431213761e-20,-1,904736753700355e-05,-6,551194396436528e-05,1,165244614158602e-04,5,506491316908183e-05,3,231192855753766e-05
1,600000000000000e-11,3,252606517456513e-19,0,000000000000000e+00,-1,265698353893307e-05,-4,353271362825208e-05,1,194704317245645e-04,5,645706377228100e-05,3,948580740160966e-05
1,650000000000000e-11,2,168404344971009e-19,0,000000000000000e+00,1,449128308871333e-06,4,984164472263423e-06,1,075203089599012e-04,5,080990209995454e-05,4,686381057934682e-05
1,700000000000001e-11,5,421010862427522e-19,5,421010862427522e-20,2,354119526548133e-05,8,096811604493419e-05,7,891205260391411e-05,3,729075656587461e-05,5,423366211784361e-05
1,750000000000001e-11,1,301042606982605e-18,5,421010862427522e-20,4,981939349003379e-05,1,713499415768491e-04,3,759251861909323e-05,1,776475727426958e-05,6,187655171142018e-05
1,800000000000001e-11,4,336808689942018e-19,1,084202172485504e-19,7,132352327956023e-05,2,453117288441466e-04,-1,008137986557956e-05,-4,764066704770380e-06,7,071323942051035e-05
1,850000000000001e-11,-5,421010862427522e-20,1,084202172485504e-19,7,908094228232170e-05,2,719927700972045e-04,-5,768340878810856e-05,-2,725892793340479e-05,8,161066230295594e-05
1,900000000000001e-11,3,252606517456513e-19,1,626303258728257e-19,7,024586188219612e-05,2,416051960154206e-04,-1,016994985867667e-04,-4,805921427118452e-05,9,491515320736395e-05
1,950000000000001e-11,3,252606517456513e-19,0,000000000000000e+00,5,076665951971287e-05,1,746079896475296e-04,-1,392402344580170e-04,-6,579950103961107e-05,1,087589143440212e-04
2,000000000000001e-11,-5,421010862427522e-20,-5,421010862427522e-20,2,906790743675228e-05,9,997681409037017e-05,-1,664008757084159e-04,-7,863456016708742e-05,1,167717718134686e-04
2,050000000000002e-11,-7,589415207398531e-19,-1,084202172485504e-19,9,975810763322972e-06,3,431102772894443e-05,-1,777226233820398e-04,-8,398477629334455e-05,1,090758028449807e-04
2,100000000000002e-11,-8,809142651444724e-19,-1,355252715606881e-19,-4,391690669794813e-06,-1,510487958558939e-05,-1,654783709708372e-04,-7,819862042829335e-05,7,433242259612761e-05
2,150000000000002e-11,-7,521652571618187e-19,-1,151964808265848e-19,-1,392086876326764e-05,-4,787974887255707e-05,-1,293018989308862e-04,-6,110303150697445e-05,1,373032684811936e-05
2,200000000000002e-11,-9,097133853511186e-19,-8,470329472543003e-20,-1,926084518671188e-05,-6,624618379035512e-05,-7,900519119896155e-05,-3,733477023121838e-05,-5,605632113057178e-05
2,250000000000002e-11,-5,725942723439070e-19,-6,098637220230962e-20,-2,134290440897934e-05,-7,340726507019637e-05,-2,993738817226589e-05,-1,414724136189462e-05,-1,126235645510077e-04
2,300000000000002e-11,-1,016439536705160e-20,-3,049318610115481e-20,-2,124949355622697e-05,-7,308598568397312e-05,6,172054050782019e-06,2,916671883753045e-06,-1,427624752130729e-04
2,350000000000003e-11,4,540096597283050e-19,-6,776263578034403e-21,-1,985457992260386e-05,-6,828828838413167e-05,2,570982105539340e-05,1,214945812068981e-05,-1,461855889070481e-04
2,400000000000003e-11,6,098637220230962e-19,1,694065894508601e-20,-1,775810183040254e-05,-6,107761451898803e-05,2,907413897354336e-05,1,373930347835271e-05,-1,278705366033974e-04
2,450000000000003e-11,5,387129544537350e-19,2,710505431213761e-20,-1,545739145656056e-05,-5,316449955459425e-05,2,104409157277922e-05,9,944616444455025e-06,-9,800041326698106e-05
2,500000000000003e-11,6,742382260144231e-19,3,049318610115481e-20,-1,325270316809575e-05,-4,558164510857839e-05,7,857035396258925e-06,3,712928312257767e-06,-6,659630615376796e-05
2,550000000000003e-11,7,928228386300251e-19,4,065758146820642e-20,-1,128962332836849e-05,-3,882978419089413e-05,-5,359086442835272e-06,-2,532495117801923e-06,-4,047530017569677e-05
2,600000000000003e-11,2,134523027080837e-19,3,388131789017201e-20,-9,634493509150429e-06,-3,313709349442816e-05,-1,494641502041668e-05,-7,063092463916620e-06,-2,339203115670020e-05
2,650000000000003e-11,-5,759824041329242e-20,2,032879073410321e-20,-8,264769339305348e-06,-2,842603340242022e-05,-1,981171678370279e-05,-9,362244211811102e-06,-1,480247700621458e-05
2,700000000000004e-11,3,388131789017201e-21,1,016439536705160e-20,-7,163190925985804e-06,-2,463723985152422e-05,-2,002044958735204e-05,-9,460883189145008e-06,-1,304505752560239e-05
2,750000000000004e-11,3,388131789017201e-21,3,388131789017201e-21,-6,288392612977348e-06,-2,162843887413908e-05,-1,686718597559376e-05,-7,970773860417844e-06,-1,514091552891142e-05
2,800000000000004e-11,-3,472835083742631e-19,-1,694065894508601e-21,-5,594367835135884e-06,-1,924139445619631e-05,-1,200882148545645e-05,-5,674900397090945e-06,-1,832431672343030e-05
2,850000000000004e-11,-9,071722865093557e-19,-6,352747104407253e-21,-5,038856206769588e-06,-1,733075527741782e-05,-6,804839524518366e-06,-3,215701604576210e-06,-2,080967337801220e-05
2,900000000000004e-11,-5,166900978251232e-19,-1,196434037996699e-20,-4,602030934015951e-06,-1,582832861738758e-05,-2,267686589393609e-06,-1,071620187062242e-06,-2,150174113754143e-05
2,950000000000004e-11,-4,870439446712227e-19,-1,397604362969596e-20,-4,252913398111201e-06,-1,462756591856658e-05,1,200717090715257e-06,5,674120398185616e-07,-2,042650333606839e-05
3,000000000000004e-11,-5,370188885592264e-19,-1,524659305057741e-20,-3,982863394057666e-06,-1,369874986570483e-05,3,544311353793261e-06,1,674903231211820e-06,-1,793752487402881e-05
3,050000000000004e-11,-3,422013106907373e-19,-1,439956010332311e-20,-3,788505376248083e-06,-1,303027053137480e-05,4,998634376869481e-06,2,362159537848825e-06,-1,467107347784642e-05
3,100000000000004e-11,1,524659305057741e-19,-8,470329472543003e-21,-3,668788640803091e-06,-1,261851410103672e-05,5,949324955526517e-06,2,811418805203612e-06,-1,126405956618540e-05
3,150000000000003e-11,6,166399856011306e-19,-8,470329472543003e-21,-3,624437781985132e-06,-1,246597276049586e-05,6,743505122604205e-06,3,186717359768399e-06,-8,143154879921676e-06
3,200000000000003e-11,7,335305323222241e-19,-1,694065894508601e-21,-3,664115246029624e-06,-1,260244032201550e-05,7,670212187710032e-06,3,624642954560318e-06,-5,587327791893224e-06
3,250000000000003e-11,6,369687763352339e-19,3,388131789017201e-21,-3,794660703895306e-06,-1,305144130359008e-05,8,944824322202800e-06,4,226974908360085e-06,-3,668398858691324e-06
3,300000000000003e-11,7,250602028496811e-19,1,016439536705160e-20,-4,021866230071174e-06,-1,383289709638180e-05,1,066917922198521e-05,5,041837742098265e-06,-2,282252683321599e-06
3,350000000000003e-11,5,183841637196318e-19,1,016439536705160e-20,-4,360659883885038e-06,-1,499815160313470e-05,1,291029817411349e-05,6,100903100573280e-06,-1,270565743277082e-06
3,400000000000002e-11,2,032879073410321e-20,3,388131789017201e-21,-4,825291835171079e-06,-1,659621717821683e-05,1,568787165806710e-05,7,413475935977300e-06,-4,274429792464388e-07
3,450000000000002e-11,-2,371692252312041e-19,0,000000000000000e+00,-5,434068190283924e-06,-1,869005625522376e-05,1,903176414391194e-05,8,993669031421013e-06,4,149779500818938e-07
3,500000000000002e-11,-1,863472483959461e-19,6,776263578034403e-21,-6,223683337517387e-06,-2,140587633789445e-05,2,305165378551008e-05,1,089331200229860e-05,1,399030033895406e-06
3,550000000000002e-11,-2,032879073410321e-19,0,000000000000000e+00,-7,236267192811377e-06,-2,488858000591277e-05,2,790131671289662e-05,1,318507344664240e-05,2,635306550958589e-06
3,600000000000002e-11,-5,014435047745458e-19,-2,032879073410321e-20,-8,520530100746474e-06,-2,930570271312324e-05,3,379465590217132e-05,1,597003556352344e-05,4,202171331684393e-06
3,650000000000002e-11,-6,437450399132683e-19,-2,710505431213761e-20,-1,013546668408471e-05,-3,486015189085014e-05,4,102571658794192e-05,1,938715265588278e-05,6,174157795512739e-06
3,700000000000001e-11,-3,049318610115481e-19,6,776263578034403e-21,-1,215396296356058e-05,-4,180261335678591e-05,5,002270521827739e-05,2,363877838058655e-05,8,660164889863684e-06
3,750000000000001e-11,-2,846030702774449e-19,2,710505431213761e-20,-1,457684372995490e-05,-5,013592391489861e-05,6,102971292137206e-05,2,884026067930510e-05,1,174577123068853e-05
3,800000000000001e-11,-3,388131789017201e-19,1,355252715606881e-20,-1,732578963173828e-05,-5,959071022743702e-05,7,423463474277238e-05,3,508039141807602e-05,1,558247230695382e-05
3,850000000000001e-11,-1,490777987167569e-19,0,000000000000000e+00,-2,003185020394342e-05,-6,889799577364261e-05,8,917378946391672e-05,4,214005294788570e-05,2,031489022786713e-05
3,900000000000001e-11,2,981555974335137e-19,2,710505431213761e-20,-2,181033646703591e-05,-7,501496139540384e-05,1,040729930744367e-04,4,918083514188567e-05,2,598568779069915e-05
3,950000000000001e-11,7,860465750519907e-19,2,710505431213761e-20,-2,117865816957890e-05,-7,284235286320715e-05,1,156552697748304e-04,5,465416711920990e-05,3,250018457392500e-05
4,000000000000000e-11,8,131516293641283e-19,0,000000000000000e+00,-1,540240641929630e-05,-5,297538278173407e-05,1,178991327429358e-04,5,571452919255211e-05,3,961729656687524e-05
4,050000000000000e-11,9,215718466126788e-19,5,421010862427522e-20,-2,125123968542582e-06,-7,309199135981299e-06,1,054654589579759e-04,4,983886017831957e-05,4,689594193906344e-05
4,100000000000000e-11,8,673617379884035e-19,0,000000000000000e+00,1,953941893735242e-05,6,720431660877849e-05,7,629611694360622e-05,3,605456745811171e-05,5,413890236154371e-05
4,150000000000000e-11,3,252606517456513e-19,-1,084202172485504e-19,4,633181488736732e-05,1,593546853533583e-04,3,458584990185509e-05,1,634392297191671e-05,6,171358660665649e-05
4,200000000000000e-11,-1,084202172485504e-19,-1,084202172485504e-19,7,032477101334413e-05,2,418765978544305e-04,-1,212251400082402e-05,-5,728627043073101e-06,7,045624466373149e-05
4,250000000000000e-11,-3,252606517456513e-19,0,000000000000000e+00,8,247897780300998e-05,2,836800498321866e-04,-5,850664944002053e-05,-2,764795933903782e-05,8,126247320618997e-05
4,299999999999999e-11,-3,252606517456513e-19,1,626303258728257e-19,7,694680719822308e-05,2,646525779278406e-04,-1,011067654675825e-04,-4,777911173011175e-05,9,452638856189262e-05
4,349999999999999e-11,-2,168404344971009e-19,5,421010862427522e-20,5,821447002651701e-05,2,002241564816561e-04,-1,374616011232796e-04,-6,495898833569914e-05,1,083104712248487e-04
4,399999999999999e-11,-7,589415207398531e-19,1,084202172485504e-19,3,520974941365046e-05,1,211012034132906e-04,-1,641090792352040e-04,-7,755154658981467e-05,1,166928810780093e-04
4,449999999999999e-11,-6,776263578034403e-19,1,084202172485504e-19,1,441549263438865e-05,4,958096933069713e-05,-1,742583218840564e-04,-8,234768259765427e-05,1,084239403129925e-04
4,499999999999999e-11,-1,490777987167569e-19,2,710505431213761e-20,-1,483588699030604e-06,-5,102688312612927e-06,-1,616528948954252e-04,-7,639084972192489e-05,7,372157268715823e-05
4,549999999999999e-11,-1,355252715606881e-19,-4,065758146820642e-20,-1,215873504619322e-05,-4,181902656503295e-05,-1,261374010079868e-04,-5,960761328121492e-05,1,407115023937915e-05
