time units=S;v(1,2) units=V;v(2,3) units=V;v(3,4) units=V;v(4,5) units=V;v(5,6) units=V;v(6,7) units=V;v(7,8) units=V
7.199999999999989e-11;-2.503999999999890e-04;-4.220535830859268e-05;-5.775247690998948e-06;-1.986351669741096e-05;-7.225203167020011e-06;-3.414349057586644e-06;-5.183864472877124e-06
7.249999999999989e-11;0.000000000000000e+00;-7.256371041214194e-05;-6.501606231175100e-06;-2.236177058418653e-05;-6.764970440557508e-06;-3.196861031361035e-06;-4.511719007562205e-06
7.299999999999989e-11;0.000000000000000e+00;-8.730769123696003e-05;-9.161569177783277e-06;-3.151050692094977e-05;-6.867946774506242e-06;-3.245523628196352e-06;-3.928498767138713e-06
7.349999999999989e-11;0.000000000000000e+00;-8.844023055637884e-05;-9.519439260385391e-06;-3.274137332558411e-05;-6.807661504980616e-06;-3.217035162414509e-06;-3.408419892791809e-06
7.399999999999989e-11;0.000000000000000e+00;-7.830788000400330e-05;-8.039314337105460e-06;-2.765059840113126e-05;-6.604831446199226e-06;-3.121185591953856e-06;-2.970035846930327e-06
7.449999999999988e-11;0.000000000000000e+00;-6.085090789954539e-05;-5.470775876927789e-06;-1.881630949760762e-05;-6.248195317682194e-06;-2.952653275123993e-06;-2.602343274653521e-06
7.499999999999988e-11;0.000000000000000e+00;-4.009356220736412e-05;-2.542163274107153e-06;-8.743573495816402e-06;-5.714642844204538e-06;-2.700517197718532e-06;-2.278447265871800e-06
7.549999999999988e-11;0.000000000000000e+00;-1.952734655732113e-05;1.579877191484231e-07;5.433865117459926e-07;-4.996369521461785e-06;-2.361089255568739e-06;-1.967463354514616e-06
7.599999999999988e-11;0.000000000000000e+00;-1.729819359119324e-06;2.239951313798388e-06;7.704138887821628e-06;-4.114905811024188e-06;-1.944543904599726e-06;-1.643209787474844e-06
7.649999999999988e-11;0.000000000000000e+00;1.174728259039787e-05;3.519870268789132e-06;1.210632090564643e-05;-3.122786129715629e-06;-1.475706860079123e-06;-1.289993087102719e-06
7.699999999999988e-11;0.000000000000000e+00;2.030009787880579e-05;3.991475380112534e-06;1.372837012406611e-05;-2.095223133447992e-06;-9.901206880623540e-07;-9.054506702093610e-07
7.749999999999987e-11;0.000000000000000e+00;2.409660676452133e-05;3.778666637710671e-06;1.299643095293005e-05;-1.115756963708819e-06;-5.272631993134903e-07;-5.004602637487289e-07
7.799999999999987e-11;0.000000000000000e+00;2.386000912121396e-05;3.081481239105846e-06;1.059851582489679e-05;-2.605743110917593e-07;-1.231372506683674e-07;-9.642575975811439e-08
7.849999999999987e-11;0.000000000000000e+00;2.064216717939414e-05;2.124764464996124e-06;7.307962651419715e-06;4.143411420140251e-07;1.958014543053267e-07;2.793613776806056e-07
7.899999999999987e-11;0.000000000000000e+00;1.561018610185363e-05;1.116315831906735e-06;3.839481759585185e-06;8.805632025484303e-07;4.161198060823038e-07;5.992645845175149e-07
7.949999999999987e-11;0.000000000000000e+00;9.868167134291934e-06;2.185785098060187e-07;7.517838388106769e-07;1.138281551118200e-06;5.379074403150971e-07;8.405983601503873e-07
7.999999999999987e-11;0.000000000000000e+00;4.330483485285979e-06;-4.650385530668172e-07;-1.599464050377740e-06;1.211922139146155e-06;5.727071084380270e-07;9.896482096928902e-07
8.049999999999986e-11;0.000000000000000e+00;-3.478652378716859e-07;-8.907907168171700e-07;-3.063805610446369e-06;1.142265166356199e-06;5.397899414182612e-07;1.043729218268380e-06
8.099999999999986e-11;0.000000000000000e+00;-3.788904279027938e-06;-1.065555723434732e-06;-3.664896301758071e-06;9.773517447798698e-07;4.618582940270385e-07;1.011071185836812e-06
8.149999999999986e-11;0.000000000000000e+00;-5.868986007340722e-06;-1.032211682623696e-06;-3.550212058440771e-06;7.641889716197437e-07;3.611258859788502e-07;9.087910003499425e-07
8.199999999999986e-11;0.000000000000000e+00;-6.669547105635191e-06;-8.533232299357747e-07;-2.934939094048101e-06;5.425854853680480e-07;2.564047263172066e-07;7.595695899071086e-07
8.249999999999986e-11;0.000000000000000e+00;-6.414490481902636e-06;-5.962111540806131e-07;-2.050622042189544e-06;3.416616931605785e-07;1.614559830484170e-07;5.878222297820002e-07
8.299999999999986e-11;0.000000000000000e+00;-5.405417943498785e-06;-3.213850464685822e-07;-1.105378951412246e-06;1.789090580687833e-07;8.454543902631032e-08;4.161270810461970e-07
8.349999999999985e-11;0.000000000000000e+00;-3.963380857935237e-06;-7.521470469868088e-08;-2.586951456649658e-07;6.123941021644850e-08;2.893935543778486e-08;2.624981349556229e-07
8.399999999999985e-11;0.000000000000000e+00;-2.382912514160968e-06;1.132049476714314e-07;3.893596411110627e-07;-1.271807927591163e-08;-6.010067950369806e-09;1.388248427331152e-07
8.449999999999985e-11;0.000000000000000e+00;-9.011398805429491e-07;2.316817143450489e-07;7.968512949751485e-07;-4.979968277974311e-08;-2.353338667938396e-08;5.052571883617431e-08
8.499999999999985e-11;0.000000000000000e+00;3.178811625164671e-07;2.820785478056677e-07;9.701872965638695e-07;-5.955879125937758e-08;-2.814516050344945e-08;-2.763621068704284e-09
8.549999999999985e-11;0.000000000000000e+00;1.185483830941877e-06;2.761106006258247e-07;9.496610049132542e-07;-5.198331812812139e-08;-2.456528752998708e-08;-2.579173599203735e-08
8.599999999999985e-11;0.000000000000000e+00;1.680483691487767e-06;2.308021099673118e-07;7.938259639106371e-07;-3.588078133475452e-08;-1.695585703318839e-08;-2.595854246218827e-08
8.649999999999984e-11;0.000000000000000e+00;1.834674739291809e-06;1.643908743426706e-07;5.654096676216453e-07;-1.796758024003199e-08;-8.490777247424152e-09;-1.159813890597918e-08
8.699999999999984e-11;0.000000000000000e+00;1.715263091347975e-06;9.318446750882145e-08;3.205007517132883e-07;-2.579008772096275e-09;-1.218738901416679e-09;9.455497977332718e-09
8.749999999999984e-11;0.000000000000000e+00;1.407258320785537e-06;2.958896022020302e-08;1.017689347427069e-07;8.153855391575958e-09;3.853193858940629e-09;3.086244471751586e-08
8.799999999999984e-11;0.000000000000000e+00;9.980793072439421e-07;-1.870992534630014e-08;-6.435133771013641e-08;1.383927113791914e-08;6.539899470645951e-09;4.828354927377793e-08
8.849999999999984e-11;0.000000000000000e+00;5.657760010746575e-07;-4.860601940799779e-08;-1.671766354915162e-07;1.524006061048460e-08;7.201857910581817e-09;5.944478849271766e-08
8.899999999999983e-11;0.000000000000000e+00;1.714504812292895e-07;-6.076089187529169e-08;-2.089823770137492e-07;1.370272185608281e-08;6.475371608870277e-09;6.386535450667791e-08
8.949999999999983e-11;0.000000000000000e+00;-1.442248368850670e-07;-5.843419950344553e-08;-2.009798989825616e-07;1.068891924941008e-08;5.051166108889841e-09;6.238323012952420e-08
8.999999999999983e-11;0.000000000000000e+00;-3.609919354047989e-07;-4.623814312954531e-08;-1.590325086030243e-07;7.452359536544336e-09;3.521694293145403e-09;5.660984302383773e-08
9.049999999999983e-11;0.000000000000000e+00;-4.763888101936166e-07;-2.903125902649504e-08;-9.985076472615288e-08;4.866019977966680e-09;2.299491148251790e-09;4.842151171797699e-08
9.099999999999983e-11;0.000000000000000e+00;-5.015262530507360e-07;-1.108493809010104e-08;-3.812578518105011e-08;3.378133338460454e-09;1.596373986266072e-09;3.955971354788516e-08
9.149999999999983e-11;0.000000000000000e+00;-4.562082830315617e-07;4.423754521026870e-09;1.521516071595625e-08;3.061033654320687e-09;1.446525050155617e-09;3.137408905638815e-08
9.199999999999982e-11;0.000000000000000e+00;-3.641866224381944e-07;1.560523319878123e-08;5.367298976607166e-08;3.713331844706079e-09;1.754775719352375e-09;2.470881495823558e-08
9.249999999999982e-11;0.000000000000000e+00;-2.491210069460677e-07;2.179429782976715e-08;7.495979774547868e-08;4.980014363208608e-09;2.353360446194090e-09;1.990893548003794e-08
9.299999999999982e-11;0.000000000000000e+00;-1.315812432808019e-07;2.331235696004943e-08;8.018104443501732e-08;6.463682221466262e-09;3.054483976524049e-09;1.690998522171565e-08
9.349999999999982e-11;0.000000000000000e+00;-2.720825920055872e-08;2.114099140636547e-08;7.271280094958246e-08;7.810353019306248e-09;3.690868042797823e-09;1.537098056116485e-08
9.399999999999982e-11;0.000000000000000e+00;5.402652250801948e-08;1.658271916823967e-08;5.703497697600344e-08;8.762839740222028e-09;4.140976096753916e-09;1.481529275980872e-08
9.449999999999982e-11;0.000000000000000e+00;1.076489569808507e-07;1.096568716788455e-08;3.771563088038992e-08;9.182342789342927e-09;4.339216866918759e-09;1.475306247292560e-08
9.499999999999981e-11;0.000000000000000e+00;1.338518531746633e-07;5.426367735679703e-09;1.866357113892141e-08;9.043964509142353e-09;4.273824691878351e-09;1.476973903215028e-08
9.549999999999981e-11;0.000000000000000e+00;1.362803879563696e-07;7.826690279387902e-10;2.691929442911617e-09;8.414397630372551e-09;3.976315953433404e-09;1.457564452253411e-08
9.599999999999981e-11;0.000000000000000e+00;1.206863392133910e-07;-2.507722367446316e-09;-8.625116666065503e-09;7.420463419376154e-09;3.506621433144786e-09;1.401959275333728e-08
9.649999999999981e-11;0.000000000000000e+00;9.365644061565636e-08;-4.320850366094735e-09;-1.486122985488380e-08;6.216090368549253e-09;2.937481729077638e-09;1.307479918983586e-08
9.699999999999981e-11;0.000000000000000e+00;6.155834917534544e-08;-4.794865585339522e-09;-1.649156845070110e-08;4.953374939164464e-09;2.340771693885490e-09;1.180758265350044e-08
9.749999999999981e-11;0.000000000000000e+00;2.978334155678132e-08;-4.236973860640702e-09;-1.457274311696929e-08;3.761122277703750e-09;1.777359612976323e-09;1.033917456294251e-08
9.799999999999980e-11;0.000000000000000e+00;2.306789946941613e-09;-3.029453929066128e-09;-1.041957192474354e-08;2.732160082967763e-09;1.291112234486893e-09;8.809079541673505e-09
9.849999999999980e-11;0.000000000000000e+00;-1.845848034734995e-08;-1.549716777222637e-09;-5.330130712007707e-09;1.919028874630468e-09;9.068581571578219e-10;7.345693447142838e-09
9.899999999999980e-11;0.000000000000000e+00;-3.157190275381801e-08;-1.130440887621971e-10;-3.888063785036452e-10;1.336505057615832e-09;6.315801340107324e-10;6.047002054276884e-09
9.949999999999980e-11;0.000000000000000e+00;-3.730989218230361e-08;1.059288356155058e-09;3.643340176922173e-09;9.688189247098052e-10;4.578260163029373e-10;4.971683294863589e-09
9.999999999999980e-11;0.000000000000000e+00;-3.732533462992749e-08;1.900034927529441e-09;6.535022816320862e-09;7.649036914633344e-10;3.614636340352087e-10;4.111270864109498e-09
1.004999999999998e-10;0.000000000000000e+00;-3.165625221778463e-08;-1.050013940428718e-05;-3.611441544010599e-05;3.057824708562062e-05;1.445008627521698e-05;3.150875415643909e-06
1.009999999999998e-10;0.000000000000000e+00;-2.379801017230500e-08;-1.341748288413431e-05;-4.614839216708599e-05;3.864669438003991e-05;1.826291960032433e-05;5.324023136939446e-06
1.014999999999998e-10;0.000000000000000e+00;-1.480315824368214e-08;-7.028382799848728e-06;-2.417357775289875e-05;1.934778434904011e-05;9.143007847869575e-06;5.447815069209968e-06
1.019999999999998e-10;0.000000000000000e+00;-6.400320816139062e-09;-8.413714561600141e-06;-2.893831894727268e-05;2.295146156618015e-05;1.084596506938408e-05;6.795785454447908e-06
1.024999999999998e-10;0.000000000000000e+00;6.732536659314931e-10;-8.842661122868105e-06;-3.041364738995114e-05;2.382175436270242e-05;1.125723148237470e-05;7.340301240436851e-06
1.029999999999998e-10;0.000000000000000e+00;5.857207581795281e-09;-8.645811156228782e-06;-2.973659719082059e-05;2.291049606075826e-05;1.082660637017550e-05;7.266629022431084e-06
1.034999999999998e-10;0.000000000000000e+00;8.971371394961991e-09;-8.168201989353670e-06;-2.809389748880527e-05;2.120311998006236e-05;1.001976706374899e-05;6.745255237339480e-06
1.039999999999998e-10;0.000000000000000e+00;1.014582766721423e-08;-7.658164868288835e-06;-2.633966435238931e-05;1.940061827624538e-05;9.167975100055139e-06;5.919943202688003e-06
1.044999999999998e-10;0.000000000000000e+00;9.725190631813089e-09;-7.268171766198686e-06;-2.499831331261983e-05;1.792581353161478e-05;8.471039931098617e-06;4.935140451882044e-06
1.049999999999998e-10;0.000000000000000e+00;8.169897217904040e-09;-7.073231630133834e-06;-2.432783182768495e-05;1.698170719588828e-05;8.024892120008329e-06;3.935351960725811e-06
1.054999999999998e-10;0.000000000000000e+00;5.967876612777057e-09;-7.095625621898968e-06;-2.440485422623007e-05;1.662722866172725e-05;7.857379398072345e-06;3.051002075949178e-06
1.059999999999998e-10;0.000000000000000e+00;3.565231756141266e-09;-7.328750837920387e-06;-2.520667033331224e-05;1.684751769893076e-05;7.961479400409443e-06;2.383482870995644e-06
1.064999999999998e-10;0.000000000000000e+00;1.319936997561496e-09;-7.756583685522502e-06;-2.667816824417872e-05;1.760804881777835e-05;8.320876727913675e-06;1.997033344993892e-06
1.069999999999998e-10;0.000000000000000e+00;-5.214040007737298e-10;-8.367814545569640e-06;-2.878044940061257e-05;1.889061721413458e-05;8.926968500581886e-06;1.919789224443380e-06
1.074999999999998e-10;0.000000000000000e+00;-1.826652048505595e-09;-9.165123903209864e-06;-3.152273312346867e-05;2.071407681815204e-05;9.788664350041419e-06;2.152554751951992e-06
1.079999999999998e-10;0.000000000000000e+00;-2.565820267573347e-09;-1.017071004124855e-05;-3.498136868549839e-05;2.314461968364186e-05;1.093724405781844e-05;2.682064321212852e-06
1.084999999999998e-10;0.000000000000000e+00;-2.788856471713091e-09;-1.142930551218244e-05;-3.931021023304874e-05;2.630026400501962e-05;1.242847841700626e-05;3.495374743853549e-06
1.089999999999998e-10;0.000000000000000e+00;-2.598882970800294e-09;-1.300963312732601e-05;-4.474562454778333e-05;3.035264700662209e-05;1.434347648178801e-05;4.592870679322212e-06
1.094999999999998e-10;0.000000000000000e+00;-2.125469337689492e-09;-1.500445214026480e-05;-5.160664989109259e-05;3.552615727823071e-05;1.678827554306637e-05;5.998472154951640e-06
1.099999999999998e-10;0.000000000000000e+00;-1.501342792820196e-09;-1.752765605333778e-05;-6.028501413448670e-05;4.208895487704822e-05;1.988959757909278e-05;7.766396337658622e-06
1.104999999999998e-10;0.000000000000000e+00;-8.446337593841723e-10;-2.070354113193679e-05;-7.120822464650573e-05;5.032036532089821e-05;2.377944092908307e-05;9.983698221598637e-06
1.109999999999998e-10;0.000000000000000e+00;-2.302360146642631e-10;-2.453422777666552e-05;-8.438357438064057e-05;6.018369848393049e-05;2.844046727136933e-05;1.267482265092973e-05
1.114999999999998e-10;0.000000000000000e+00;2.339218631351812e-10;-1.878269252211884e-05;-6.460161477004954e-05;4.159273603710848e-05;1.965510391997468e-05;1.303601652835803e-05
1.119999999999998e-10;0.000000000000000e+00;5.689912652402185e-10;-2.095179086911760e-05;-7.206206037155600e-05;4.600030013394480e-05;2.173794670963948e-05;1.493444163612810e-05
1.124999999999998e-10;0.000000000000000e+00;7.213967809414587e-10;-3.203246528203644e-05;-1.101731809669048e-04;7.580959645003128e-05;3.582465685900848e-05;1.946758233694969e-05
1.129999999999998e-10;0.000000000000000e+00;7.489811550980452e-10;-3.408406409337337e-05;-1.172294960248549e-04;7.825468992202440e-05;3.698011261559044e-05;2.296301523465924e-05
1.134999999999998e-10;0.000000000000000e+00;6.793419842778762e-10;-3.517692048691788e-05;-1.209882908649239e-04;7.688863634757966e-05;3.633456900571602e-05;2.720615291660970e-05
1.139999999999997e-10;0.000000000000000e+00;5.407074971276607e-10;-3.426937619058018e-05;-1.178668626165652e-04;6.840984265476542e-05;3.232782198624588e-05;3.176131658285257e-05
1.144999999999997e-10;0.000000000000000e+00;3.683739853004584e-10;-3.075577720751544e-05;-1.057821113119749e-04;5.077304045165483e-05;2.399335753050744e-05;3.630305593426593e-05
1.149999999999997e-10;0.000000000000000e+00;1.929411456042538e-10;-2.483601177037892e-05;-8.542153703070117e-05;2.422715702456318e-05;1.144880895977840e-05;4.077614665272523e-05
1.154999999999997e-10;0.000000000000000e+00;3.760205981897776e-11;-1.753632332876064e-05;-6.031482455635910e-05;-8.622562650004793e-06;-4.074686618142404e-06;4.544768377079494e-05
1.159999999999997e-10;0.000000000000000e+00;-8.292999737581153e-11;-1.033717408227576e-05;-3.555390884920839e-05;-4.387861902093438e-05;-2.073532301294121e-05;5.086311506102827e-05
1.164999999999998e-10;0.000000000000000e+00;-1.621382383077395e-10;-4.633221283963051e-06;-1.593560540793152e-05;-7.783829863392429e-05;-3.678334234225058e-05;5.765739665723303e-05
1.169999999999998e-10;0.000000000000000e+00;-2.004445961900007e-10;-1.325627594965975e-06;-4.559393341380902e-06;-1.079493478162679e-04;-5.101264912049216e-05;6.617026020161004e-05
1.174999999999997e-10;0.000000000000000e+00;-2.033865945940631e-10;-6.706249744208942e-07;-2.306562608194225e-06;-1.327705819601431e-04;-6.274219574336010e-05;7.579013601839501e-05
1.179999999999997e-10;0.000000000000000e+00;-1.796058229408309e-10;-2.328510288217076e-06;-8.008730614653302e-06;-1.510687135676532e-04;-7.138917866764095e-05;8.405438908410735e-05
1.184999999999997e-10;0.000000000000000e+00;-1.389529255309415e-10;-5.512834708049141e-06;-1.896096758656708e-05;-1.606780042876148e-04;-7.593015446518385e-05;8.601249515837557e-05
1.189999999999997e-10;0.000000000000000e+00;-9.092138713958682e-11;-9.188378113714458e-06;-3.160271417767834e-05;-1.582792780952221e-04;-7.479661007548608e-05;7.513733363173413e-05
1.194999999999997e-10;0.000000000000000e+00;-4.352628334069808e-11;-1.231402245005362e-05;-4.235312555169159e-05;-1.411740097323546e-04;-6.671332776986261e-05;4.686550610129135e-05
1.199999999999997e-10;0.000000000000000e+00;-1.268615309237822e-12;-1.432928575832512e-05;-4.928446746382540e-05;-1.111003503606891e-04;-5.250168995703537e-05;3.545076284328850e-06
1.204999999999997e-10;2.503999999999868e-04;1.444681739545449e-05;-7.197680789503682e-06;-2.475586506320835e-05;-6.976032709480473e-05;-3.296600823077673e-05;-4.726678614709655e-05
1.209999999999997e-10;2.503999999999724e-04;4.461407761349756e-05;-6.543067430573842e-07;-2.250437316514992e-06;-3.031475619617857e-05;-1.432557076343755e-05;-9.101040003233974e-05
1.214999999999997e-10;0.000000000000000e+00;7.232647199974033e-05;2.211239175168260e-06;7.605385712962857e-06;-3.142464533061578e-06;-1.485006105562606e-06;-1.137524942548253e-04
1.219999999999997e-10;3.252606517456513e-19;8.445031409881170e-05;7.571589082822750e-06;2.604189365021090e-05;1.174643787384119e-05;5.550908141601747e-06;-1.174806797622713e-04
1.224999999999997e-10;8.131516293641283e-20;8.378099498766340e-05;1.101352142982766e-05;3.788015311614893e-05;1.499095890193911e-05;7.084142164025935e-06;-1.061135563099249e-04
1.229999999999997e-10;8.131516293641283e-20;7.339701660788740e-05;1.274642657366696e-05;4.384034601200421e-05;9.422694115917124e-06;4.452797524290136e-06;-8.503877201832870e-05
1.234999999999997e-10;8.131516293641283e-20;5.743534829113082e-05;1.317074850623523e-05;4.529976840280182e-05;-3.537549411906957e-07;-1.671707801358693e-07;-6.124618452211951e-05
1.239999999999997e-10;5.421010862427522e-20;3.946634487429074e-05;1.268042339596467e-05;4.361333319930309e-05;-1.010446530775300e-05;-4.774975983846586e-06;-4.029716013804915e-05
1.244999999999997e-10;2.710505431213761e-19;2.212624489059543e-05;1.162521454562904e-05;3.998402416541215e-05;-1.692183959595433e-05;-7.996601028575863e-06;-2.533612729151833e-05
1.249999999999997e-10;5.421010862427522e-20;7.092501009953487e-06;1.030457271280448e-05;3.544177896638821e-05;-1.956129310045039e-05;-9.243903751737204e-06;-1.705229473460129e-05
1.254999999999997e-10;6.776263578034403e-20;-4.750121548449610e-06;8.970542212405336e-06;3.085348448321948e-05;-1.825503362834911e-05;-8.626616501201474e-06;-1.429597080565225e-05
1.259999999999997e-10;6.098637220230962e-20;-1.309806798112152e-05;7.827319057862580e-06;2.692145707346473e-05;-1.420108286342068e-05;-6.710877572653050e-06;-1.498003930471707e-05
1.264999999999997e-10;7.453889935837843e-20;-1.805006628388195e-05;7.026526322895731e-06;2.416719254434803e-05;-8.955528931707528e-06;-4.232033489069054e-06;-1.693420524971251e-05
1.269999999999997e-10;6.437450399132683e-20;-1.997728539645877e-05;6.663434636230815e-06;2.291836683735568e-05;-3.918592668005322e-06;-1.851773974209799e-06;-1.849462062362448e-05
1.274999999999997e-10;7.115076756936123e-20;-1.942858077095892e-05;6.779695793590473e-06;2.331823807475352e-05;-2.209043612889957e-08;-1.043907804867265e-08;-1.875697007550328e-05
1.279999999999997e-10;6.437450399132683e-20;-1.705231210989545e-05;7.375075781087870e-06;2.536600138391703e-05;2.364637266274482e-06;1.117435293513862e-06;-1.754191968820076e-05
1.284999999999997e-10;6.776263578034403e-20;-1.352439723939780e-05;8.426950553647869e-06;2.898384311577974e-05;3.358132862277147e-06;1.586922541624869e-06;-1.518402861087699e-05
1.289999999999997e-10;6.098637220230962e-20;-9.482200391238883e-06;9.913933031062653e-06;3.409820406603325e-05;3.389397410014941e-06;1.601696946805915e-06;-1.226108036820449e-05
1.294999999999997e-10;7.453889935837843e-20;-5.469787446675924e-06;1.183961373718632e-05;4.072143356311589e-05;3.011567668083666e-06;1.423149355344442e-06;-9.353235384868530e-06
1.299999999999997e-10;5.421010862427522e-20;-1.900825026354030e-06;1.425348216486840e-05;4.902374688092552e-05;2.741332664398559e-06;1.295446838359010e-06;-6.882479262900236e-06
1.304999999999997e-10;5.421010862427522e-20;9.574884994046484e-07;1.726734642963384e-05;5.938969936469711e-05;2.962913834844854e-06;1.400157452441906e-06;-5.045972715748885e-06
1.309999999999997e-10;0.000000000000000e+00;3.085362982675603e-06;2.092723674912779e-05;7.197760837945980e-05;3.796546947456732e-06;1.794099929437743e-06;-3.778105563177255e-06
1.314999999999997e-10;-2.503999999999867e-04;-1.034477448057175e-05;1.868562617048614e-05;6.426776257884156e-05;4.194114355739234e-06;1.981974771766868e-06;-3.225730415973243e-06
1.319999999999997e-10;-2.503999999999736e-04;-4.038260002071524e-05;1.898621556847324e-05;6.530161650952464e-05;5.265165876573915e-06;2.488111923380913e-06;-2.888138778848941e-06
1.324999999999997e-10;1.355252715606881e-20;-6.937437164723335e-05;2.443064993876989e-05;8.402732643723959e-05;7.452230987713341e-06;3.521633546022860e-06;-2.582518407990350e-06
1.329999999999997e-10;0.000000000000000e+00;-8.336948919912868e-05;2.751391682301831e-05;9.463198385016851e-05;9.284206286309128e-06;4.387353580420528e-06;-2.231131197411147e-06
1.334999999999997e-10;0.000000000000000e+00;-8.433216012990178e-05;3.224932709979818e-05;1.109190603765185e-04;1.142915426562062e-05;5.400972290155981e-06;-1.725121532937615e-06
1.339999999999997e-10;0.000000000000000e+00;-7.455278013874397e-05;3.800571007309475e-05;1.307176933399159e-04;1.380214321468435e-05;6.522354263036849e-06;-1.048297256167317e-06
1.344999999999997e-10;0.000000000000000e+00;-5.782470397687584e-05;4.367428927516405e-05;1.502143320393107e-04;1.627175910430470e-05;7.689398357217181e-06;-2.324584883457903e-07
1.349999999999997e-10;0.000000000000000e+00;-3.799411859305870e-05;4.766438311593784e-05;1.639379504659279e-04;1.859602560854934e-05;8.787756004040168e-06;6.512037388007151e-07
1.354999999999997e-10;0.000000000000000e+00;-1.838414237068141e-05;4.816000244878572e-05;1.656425947375376e-04;2.040355425659320e-05;9.641923505402309e-06;1.502243763554255e-06
1.359999999999997e-10;0.000000000000000e+00;-1.442521692082889e-06;4.387407489016263e-05;1.509014791733846e-04;2.129100011382484e-05;1.006129578549650e-05;2.206635948108797e-06
1.364999999999997e-10;0.000000000000000e+00;1.136087212184547e-05;3.487349427659005e-05;1.199446799381276e-04;2.098516277443049e-05;9.916768994014321e-06;2.656924015566984e-06
1.369999999999997e-10;0.000000000000000e+00;1.945963648249680e-05;2.274204149877864e-05;7.821948862009250e-05;1.944637943054597e-05;9.189600035776260e-06;2.771510215979804e-06
1.374999999999997e-10;0.000000000000000e+00;2.302298274396708e-05;9.874943060705286e-06;3.396410108575243e-05;1.684881226730898e-05;7.962091162905251e-06;2.508421754274492e-06
1.379999999999997e-10;0.000000000000000e+00;2.274811312913638e-05;-1.501596918768586e-06;-5.164626188283500e-06;1.349258514321135e-05;6.376069198773838e-06;1.872922913122399e-06
1.384999999999997e-10;0.000000000000000e+00;1.964297561402084e-05;-9.929100919237000e-06;-3.415037284149553e-05;9.726536144703125e-06;4.596381409844551e-06;9.186721444240780e-07
1.389999999999997e-10;0.000000000000000e+00;1.482234896985394e-05;-1.481939748496607e-05;-5.097016875086739e-05;5.899713601160529e-06;2.787974415182489e-06;-2.592350881256567e-07
1.394999999999997e-10;0.000000000000000e+00;9.338354779953860e-06;-1.629888248110087e-05;-5.605874269551549e-05;2.324642980267021e-06;1.098535554699406e-06;-1.539020696919144e-06
1.399999999999997e-10;0.000000000000000e+00;4.060511177738374e-06;-1.499081130124674e-05;-5.155973328282112e-05;-7.533824848239062e-07;-3.560191620356308e-07;-2.791064584440627e-06
1.404999999999997e-10;0.000000000000000e+00;-3.898229378693376e-07;-1.179521410455915e-05;-4.056872446885189e-05;-3.173778769451093e-06;-1.499803991661229e-06;-3.896093782741052e-06
1.409999999999997e-10;0.000000000000000e+00;-3.655632860558322e-06;-7.679308742116480e-06;-2.641238706720284e-05;-4.861609136760888e-06;-2.297406756701080e-06;-4.759364406327231e-06
1.414999999999997e-10;0.000000000000000e+00;-5.622148870383002e-06;-3.503625749901473e-06;-1.205044914231533e-05;-5.817357347242354e-06;-2.749056063483505e-06;-5.319412195221493e-06
1.419999999999997e-10;0.000000000000000e+00;-6.369578026998896e-06;8.900919235012425e-08;3.061402165014610e-07;-6.102935364584442e-06;-2.884009089971192e-06;-5.551321573273784e-06
1.424999999999997e-10;0.000000000000000e+00;-6.113213066306242e-06;2.715376886534773e-06;9.339328287083530e-06;-5.827424285588189e-06;-2.753813305689305e-06;-5.465209177882340e-06
1.429999999999997e-10;0.000000000000000e+00;-5.141626512910214e-06;4.239150442230867e-06;1.458022929879675e-05;-5.132179340623558e-06;-2.425267676209102e-06;-5.100987221476446e-06
1.434999999999997e-10;0.000000000000000e+00;-3.761200632428562e-06;4.724584527636476e-06;1.624984220145578e-05;-4.174209073305634e-06;-1.972568312080460e-06;-4.520611983981719e-06
1.439999999999997e-10;0.000000000000000e+00;-2.252451685663296e-06;4.374106891473973e-06;1.504440154324063e-05;-3.108285998751693e-06;-1.468854664044126e-06;-3.798996973871256e-06
1.444999999999997e-10;0.000000000000000e+00;-8.407703395895084e-07;3.462370804558394e-06;1.190855595616885e-05;-2.069979378557789e-06;-9.781914746231331e-07;-3.014658916163466e-06
1.449999999999997e-10;0.000000000000000e+00;3.183228578394937e-07;2.276258875543955e-06;7.829015931640914e-06;-1.162463683870884e-06;-5.493349725608876e-07;-2.241043760867153e-06
1.454999999999997e-10;0.000000000000000e+00;1.141221564383391e-06;1.067990449529316e-06;3.673270353400763e-06;-4.493656604152131e-07;-2.123526748912150e-07;-1.539363229180749e-06
1.459999999999997e-10;0.000000000000000e+00;1.608567609170576e-06;2.546249415459443e-08;8.757627462196129e-08;4.550754448467943e-08;2.150508961929645e-08;-9.536144969222535e-07
1.464999999999996e-10;0.000000000000000e+00;1.751338918160542e-06;-7.396308211746277e-07;-2.543902868307978e-06;3.323436657661505e-07;1.570526469322356e-07;-5.082064368647487e-07
1.469999999999996e-10;0.000000000000000e+00;1.634060909119943e-06;-1.188505087917658e-06;-4.087771109041078e-06;4.454473446948084e-07;2.105010317916456e-07;-2.082714516506381e-07
1.474999999999996e-10;0.000000000000000e+00;1.338015195392047e-06;-1.341370367571840e-06;-4.613539387272744e-06;4.318914935857078e-07;2.040950655664923e-07;-4.235610461357735e-08
1.479999999999996e-10;0.000000000000000e+00;9.465883518890155e-07;-1.258031916065841e-06;-4.326903244272404e-06;3.410620016650044e-07;1.611725922502876e-07;1.315648796695329e-08
