time units=S;v(100) units=V;v(101) units=V;v(102) units=V;v(103) units=V;v(104) units=V
1.350000000000000e-11;-2.088140184630464e-17;2.197108930147717e+00;3.252541311408835e+00;2.572039303051056e+01;1.366144827378812e+00
1.400000000000000e-11;-4.220934254947484e-17;2.307680984587811e+00;3.495935125449906e+00;2.692129549425905e+01;1.424713670232604e+00
1.450000000000000e-11;-7.818145885865411e-17;2.445313894299873e+00;3.789062366889342e+00;2.800877382529232e+01;1.494299076300789e+00
1.500000000000000e-11;-1.030719971534357e-16;2.620410522431952e+00;4.139041246186566e+00;2.909499766378680e+01;1.578575574807721e+00
1.550000000000000e-11;-1.419440452388830e-16;2.842867371894312e+00;4.541020299566735e+00;3.028193170780407e+01;1.680472167633833e+00
1.600000000000000e-11;-1.669339342609165e-16;3.130379607705213e+00;4.983741953198923e+00;3.156182852722581e+01;1.805044599759363e+00
1.650000000000000e-11;-1.600880477943640e-16;3.505909649709967e+00;5.437387537385470e+00;3.280372116661264e+01;1.957984708552931e+00
1.700000000000001e-11;-9.130221063617215e-17;3.991402915971092e+00;5.859689689344808e+00;3.392612489339892e+01;2.144308684118208e+00
1.750000000000001e-11;-8.942557238947903e-18;4.596747988438249e+00;6.215373125394178e+00;3.499631266436419e+01;2.368002493504200e+00
1.800000000000001e-11;9.069177576196255e-17;5.313961543317493e+00;6.476845603068101e+00;3.614562902593502e+01;2.638331935798417e+00
1.850000000000001e-11;2.488091604929407e-16;6.067583114417653e+00;6.654993178651589e+00;3.740535511279227e+01;2.958004632815931e+00
1.900000000000001e-11;4.580926211757185e-16;6.763948575870758e+00;6.766567622511161e+00;3.867640497569347e+01;3.336042530586183e+00
1.950000000000001e-11;6.455155773882725e-16;7.321832123107740e+00;6.838146879377469e+00;3.983805832496525e+01;3.780279474709649e+00
2.000000000000001e-11;6.622187541046837e-16;7.718063842556516e+00;6.895606440010666e+00;4.091463169916847e+01;4.289939654718328e+00
2.050000000000002e-11;5.364596811338240e-16;7.976271570137009e+00;6.957389688364658e+00;4.202275423160798e+01;4.845680214955833e+00
2.100000000000002e-11;3.411430023299116e-16;8.123057808659619e+00;7.035790209212193e+00;4.325033454936059e+01;5.406806103512523e+00
2.150000000000002e-11;1.516257932526100e-16;8.195045657919380e+00;7.135106771067743e+00;4.453746553161535e+01;5.908418220211177e+00
2.200000000000002e-11;-3.226337463647722e-18;8.218027783338318e+00;7.252906994506222e+00;4.574348527693486e+01;6.294344364469196e+00
2.250000000000002e-11;-1.169208072647780e-16;8.209946677483368e+00;7.381877505813057e+00;4.683408495434966e+01;6.538753101178209e+00
2.300000000000002e-11;-1.875776872489350e-16;8.184053315468820e+00;7.511879255776862e+00;4.792068368469486e+01;6.660832816915662e+00
2.350000000000003e-11;-2.132084048959517e-16;8.148693398059812e+00;7.634503012019209e+00;4.910446061532711e+01;6.700933011407068e+00
2.400000000000003e-11;-2.056309826759343e-16;8.108905108753435e+00;7.742861776238930e+00;5.038524164251227e+01;6.697828552720964e+00
2.450000000000003e-11;-1.726325193959417e-16;8.068507562860262e+00;7.833077509695038e+00;5.163019074685006e+01;6.689752851981198e+00
2.500000000000003e-11;-1.211014796908669e-16;8.029863823030640e+00;7.905174226617481e+00;5.275479495301498e+01;6.699944094459531e+00
2.550000000000003e-11;-5.915106839864391e-17;7.994381091050978e+00;7.961188489026925e+00;5.382491310368800e+01;6.736444437961253e+00
2.600000000000003e-11;1.513069568258744e-18;7.963102077957799e+00;8.004123750855726e+00;5.497244679371923e+01;6.796912006818110e+00
2.650000000000003e-11;4.369526524010457e-17;7.936188583653552e+00;8.038595069610825e+00;5.622978106631828e+01;6.870640159463239e+00
2.700000000000004e-11;7.057758327395080e-17;7.914005449780051e+00;8.067838183468240e+00;5.750207755977807e+01;6.947547587294267e+00
2.750000000000004e-11;8.364664823363820e-17;7.896590074213404e+00;8.094932150963118e+00;5.866643126963446e+01;7.018444308215714e+00
2.800000000000004e-11;8.663322800309797e-17;7.883792387352966e+00;8.122042105556611e+00;5.974375337404607e+01;7.078200707379573e+00
2.850000000000004e-11;8.057847215429693e-17;7.875293071011408e+00;8.150382452406799e+00;6.084808451700449e+01;7.125819662502621e+00
2.900000000000004e-11;6.507381161130465e-17;7.871290766328549e+00;8.180816210180668e+00;6.207644451693839e+01;7.161504637100296e+00
2.950000000000004e-11;4.508021090273319e-17;7.871179620932453e+00;8.213430766062988e+00;6.336226142267779e+01;7.189175914754248e+00
3.000000000000004e-11;2.301016904612505e-17;7.874844520867025e+00;8.248351311624749e+00;6.457007126505225e+01;7.211874599592399e+00
3.050000000000004e-11;8.965208688638233e-19;7.882107940824838e+00;8.285667511543629e+00;6.566344459313694e+01;7.232578872484650e+00
3.100000000000004e-11;-1.618126259489040e-17;7.892699643109499e+00;8.325495935922936e+00;6.674899394304795e+01;7.253409873145363e+00
3.150000000000003e-11;-3.050296835055452e-17;7.906386443971395e+00;8.368060393655060e+00;6.792936703899474e+01;7.275423070719170e+00
3.200000000000003e-11;-3.719324587463630e-17;7.923240495459392e+00;8.414001078800396e+00;6.921101662951730e+01;7.299099934005506e+00
3.250000000000003e-11;-3.322689395749774e-17;7.943259075575473e+00;8.464061661203221e+00;7.045859422470495e+01;7.324336860819186e+00
3.300000000000003e-11;-2.807941562017130e-17;7.966441570036114e+00;8.519023413793377e+00;7.158462408559508e+01;7.350749507161867e+00
3.350000000000003e-11;-2.170900181078249e-17;7.993094949359205e+00;8.580183699928918e+00;7.265486630015802e+01;7.378040886892233e+00
3.400000000000002e-11;-1.322212647143633e-17;8.023484544636791e+00;8.648794008012972e+00;7.379950357151911e+01;7.406043161467469e+00
3.450000000000002e-11;-1.131836741964892e-17;8.057980301465278e+00;8.726226303906628e+00;7.505477002461087e+01;7.434832840623422e+00
3.500000000000002e-11;-7.005439584053966e-18;8.097427304996627e+00;8.814886863614689e+00;7.632853162539493e+01;7.464789555987352e+00
3.550000000000002e-11;-5.266985662350616e-18;8.142779927908638e+00;8.917448961605169e+00;7.749541316303299e+01;7.496527862589770e+00
3.600000000000002e-11;-1.867268376481547e-17;8.195220736722316e+00;9.037057653583691e+00;7.857290485032210e+01;7.530845594715952e+00
3.650000000000002e-11;-4.716975161537198e-17;8.256420756242463e+00;9.177902620129347e+00;7.967755345431220e+01;7.568757497173865e+00
3.700000000000001e-11;-5.403650100135469e-17;8.329173976482036e+00;9.346566770682387e+00;8.090240375464441e+01;7.611767771809273e+00
3.750000000000001e-11;-3.854685064118241e-17;8.416024677778351e+00;9.548282628501557e+00;8.218735017907855e+01;7.661196784554472e+00
3.800000000000001e-11;-3.324103108343802e-17;8.521666245344331e+00;9.791650760498666e+00;8.339711837267956e+01;7.719210160186243e+00
3.850000000000001e-11;-2.632027411296644e-17;8.652509640987882e+00;1.008510618620218e+01;8.449298386520906e+01;7.788524487323345e+00
3.900000000000001e-11;-2.632027411296644e-17;8.816308883095427e+00;1.043262116466831e+01;8.557694048616077e+01;7.872071759227200e+00
3.950000000000001e-11;-1.389276118372929e-17;9.022797850434165e+00;1.083192285283756e+01;8.675408463741343e+01;7.973136980201110e+00
4.000000000000000e-11;2.728706551488245e-17;9.291156664750876e+00;1.127272153938940e+01;8.803653757788679e+01;8.097796769384990e+00
4.050000000000000e-11;9.842410554565545e-17;9.639305930117628e+00;1.172280276610030e+01;8.928738009019655e+01;8.250247448587530e+00
4.100000000000000e-11;9.820627339522675e-17;1.009250620391624e+01;1.214024244810832e+01;9.041371839405888e+01;8.436325508356415e+00
4.150000000000000e-11;-5.747275845319350e-17;1.067128561028836e+01;1.248491747625440e+01;9.148468838840792e+01;8.661917547938373e+00
4.200000000000000e-11;-2.343190230890050e-16;1.136267269775885e+01;1.274259089739291e+01;9.262613148412461e+01;8.930512095987197e+00
4.250000000000000e-11;-1.870971920868402e-16;1.211951854242750e+01;1.291639021182004e+01;9.387976651865222e+01;9.248336686962766e+00
4.299999999999999e-11;9.993568188318534e-17;1.284979319910504e+01;1.302353486585148e+01;9.515532628199854e+01;9.625098618125580e+00
4.349999999999999e-11;2.995665182951605e-16;1.345907611071471e+01;1.309306431456977e+01;9.632467063392988e+01;1.006737310553468e+01
4.399999999999999e-11;5.157422918987596e-16;1.390945995074522e+01;1.315079628214154e+01;9.740182538157633e+01;1.057370723689923e+01
4.449999999999999e-11;6.815059570833446e-16;1.420399146952160e+01;1.321586745230670e+01;9.850691622007545e+01;1.112857190479253e+01
4.499999999999999e-11;7.734350264211135e-16;1.438101939182160e+01;1.329936139328953e+01;9.972808383030163e+01;1.168556886828269e+01
4.549999999999999e-11;7.632577876630557e-16;1.447503712424114e+01;1.340424020368963e+01;1.010126261154777e+02;1.218476463026667e+01
4.599999999999998e-11;6.643065817299483e-16;1.451301144880800e+01;1.352770561045105e+01;1.022245312466619e+02;1.256918558465805e+01
4.649999999999998e-11;5.111362155163445e-16;1.451599102012811e+01;1.366156932754379e+01;1.033226078057350e+02;1.281568588252432e+01
4.699999999999998e-11;3.314037882099740e-16;1.449847906475055e+01;1.379597836655739e+01;1.044044568777163e+02;1.294243354380689e+01
4.749999999999998e-11;1.527440279640042e-16;1.446920125949454e+01;1.392218914897123e+01;1.055812856149169e+02;1.298327536933974e+01
4.799999999999998e-11;-7.011750138021954e-18;1.443432445439411e+01;1.403299916607639e+01;1.068615569608386e+02;1.298133307017326e+01
4.849999999999997e-11;-1.333671022017189e-16;1.439796295902806e+01;1.412564957663351e+01;1.081130668519708e+02;1.297452340917718e+01
4.899999999999997e-11;-2.131305881932316e-16;1.436257857814479e+01;1.419957815168097e+01;1.092419973560800e+02;1.298586811115987e+01
4.949999999999997e-11;-2.405466670328610e-16;1.432972933718553e+01;1.425711011656964e+01;1.103143315790783e+02;1.302370299500418e+01
4.999999999999997e-11;-2.237124685110558e-16;1.429999845645683e+01;1.430265827817754e+01;1.114478615974444e+02;1.308328919725359e+01
5.049999999999997e-11;8.297793469158305e-03;1.428147394468855e+01;1.433888064865234e+01;1.127094218941198e+02;1.315790621611939e+01
5.099999999999997e-11;4.957343515826900e-02;1.429549230178857e+01;1.437117925136378e+01;1.139909709593925e+02;1.323525287679762e+01
5.149999999999996e-11;1.431477673404861e-01;1.436300406187155e+01;1.440330047853617e+01;1.151569971272581e+02;1.330653909097265e+01
5.199999999999996e-11;2.656713283038228e-01;1.447106821619865e+01;1.443853629124013e+01;1.162353747599701e+02;1.336752243172896e+01
5.249999999999996e-11;3.966009300296129e-01;1.461115840610928e+01;1.447924562491056e+01;1.173348285741811e+02;1.341727228667363e+01
5.299999999999996e-11;5.173412632039028e-01;1.478104761288262e+01;1.452833014178752e+01;1.185557324141117e+02;1.345646287952074e+01
5.349999999999996e-11;6.169701213571417e-01;1.497908740788091e+01;1.458718239986948e+01;1.198415861293267e+02;1.348908298428453e+01
5.399999999999996e-11;6.898417944607268e-01;1.521140420988490e+01;1.465798590891508e+01;1.210559577974701e+02;1.351860683492612e+01
5.449999999999995e-11;7.349676869548477e-01;1.548958414462152e+01;1.474350649100980e+01;1.221532892303195e+02;1.354848826703516e+01
5.499999999999995e-11;7.556062233410374e-01;1.582879378142600e+01;1.484702743863124e+01;1.232357947455126e+02;1.358141624972205e+01
5.549999999999995e-11;7.566523094325099e-01;1.624462416378347e+01;1.497250826355502e+01;1.244093279157177e+02;1.361909078817390e+01
5.599999999999995e-11;7.422464340094831e-01;1.675875244564612e+01;1.512791328976839e+01;1.256878976268634e+02;1.366325224311736e+01
5.649999999999995e-11;7.178820019834748e-01;1.737715479693855e+01;1.532384209086449e+01;1.269410037761513e+02;1.371546869127893e+01
5.699999999999995e-11;6.887369747842713e-01;1.806828534814813e+01;1.557255372874882e+01;1.280732353206141e+02;1.377730798596850e+01
5.749999999999994e-11;6.589149055921490e-01;1.876152560285042e+01;1.589212598040915e+01;1.291428370409653e+02;1.385154071884209e+01
5.799999999999994e-11;6.316896075443688e-01;1.936993965448740e+01;1.629936822250460e+01;1.302812971602377e+02;1.394158665778679e+01
5.849999999999994e-11;6.089716666616880e-01;1.984698762391469e+01;1.680184924628238e+01;1.315315191750528e+02;1.405117116916023e+01
5.899999999999994e-11;5.921171193362952e-01;2.018065173957094e+01;1.739751222115457e+01;1.328083011308410e+02;1.418676023864302e+01
5.949999999999994e-11;5.814116403624111e-01;2.039907579102791e+01;1.804575350336978e+01;1.339821803042188e+02;1.435524683165398e+01
5.999999999999993e-11;5.761905259003085e-01;2.054272851090277e+01;1.867531142573485e+01;1.350602004724328e+02;1.456170145280583e+01
6.049999999999993e-11;5.845402764638592e-01;2.064805195208916e+01;1.919516542737529e+01;1.361631712103420e+02;1.481729062238918e+01
6.099999999999993e-11;6.292400656889271e-01;2.076591788267203e+01;1.957364262005844e+01;1.373786529489217e+02;1.512104089793399e+01
6.149999999999993e-11;7.213634734844998e-01;2.092419780043836e+01;1.979100135568287e+01;1.386692539453269e+02;1.548557190662710e+01
6.199999999999993e-11;8.138410029550261e-01;2.109957116270300e+01;1.989351840098314e+01;1.398898513655392e+02;1.591037886282170e+01
6.249999999999993e-11;8.666251348909615e-01;2.127516036851148e+01;1.991003957251177e+01;1.409840263544790e+02;1.641013412076576e+01
6.299999999999992e-11;8.831565291212931e-01;2.145802458073317e+01;1.989157435093046e+01;1.420624179060251e+02;1.697107561357850e+01
6.349999999999992e-11;8.687466317583130e-01;2.166143512595516e+01;1.986864439955477e+01;1.432356342339512e+02;1.757259520425393e+01
6.399999999999992e-11;8.330930149129754e-01;2.189954867531108e+01;1.986939723835206e+01;1.445124083744722e+02;1.815663201535241e+01
6.449999999999992e-11;7.849375788295634e-01;2.218722140096356e+01;1.990948489112441e+01;1.457664019822533e+02;1.865346090891654e+01
6.499999999999992e-11;7.317894075759179e-01;2.254301697477854e+01;1.999494505409129e+01;1.468997289365473e+02;1.900878172272479e+01
6.549999999999992e-11;6.801542316597744e-01;2.298292983696238e+01;2.012166540064165e+01;1.479722495793154e+02;1.921484690187318e+01
6.599999999999991e-11;6.344105623409508e-01;2.350806383132289e+01;2.027999762920559e+01;1.491049396915826e+02;1.930651273317851e+01
6.649999999999991e-11;5.976328435160173e-01;2.410428294914672e+01;2.046289670444160e+01;1.503541311029868e+02;1.932594299310859e+01
6.699999999999991e-11;5.717482529458209e-01;2.472214162077182e+01;2.066586011277669e+01;1.516346547523379e+02;1.932160176790823e+01
6.749999999999991e-11;5.565415780932426e-01;2.528625658707542e+01;2.088810052661674e+01;1.528111267401042e+02;1.933187355546763e+01
6.799999999999991e-11;5.508149080189572e-01;2.573619808373240e+01;2.113356397013138e+01;1.538884234159851e+02;1.937609190164285e+01
6.849999999999991e-11;5.529771291275175e-01;2.604097629708383e+01;2.141182726374567e+01;1.549908397787930e+02;1.945997307086117e+01
6.899999999999990e-11;5.603429916396991e-01;2.622011713730759e+01;2.173147905671174e+01;1.562031943818048e+02;1.957467732846783e+01
6.949999999999990e-11;5.709923412347110e-01;2.629459472214328e+01;2.210769737942418e+01;1.574879316177783e+02;1.971168991615073e+01
6.999999999999990e-11;5.828926918737141e-01;2.629671522419348e+01;2.255671916664939e+01;1.587068589099931e+02;1.986193386564491e+01
7.049999999999990e-11;5.943981073433636e-01;2.625912909848346e+01;2.308778591800795e+01;1.598100944757406e+02;2.002084345240737e+01
7.099999999999990e-11;6.044655266677280e-01;2.620894890128043e+01;2.369099325279996e+01;1.608855468148289e+02;2.018907427064580e+01
7.149999999999990e-11;6.037195378027425e-01;2.616283534832012e+01;2.433078859309397e+01;1.620630887886831e+02;2.037367734375233e+01
7.199999999999989e-11;5.679072281479525e-01;2.611447767599957e+01;2.493349982456785e+01;1.633405957781532e+02;2.057928518422270e+01
7.249999999999989e-11;4.759419426723328e-01;2.605926305773023e+01;2.541408760170332e+01;1.645956065037756e+02;2.081607140429523e+01
7.299999999999989e-11;3.506321680123670e-01;2.601194392415025e+01;2.574193212813600e+01;1.657320427816595e+02;2.108585911741503e+01
7.349999999999989e-11;2.139414203188292e-01;2.598311411743156e+01;2.591716937831710e+01;1.668048914267014e+02;2.139281376385501e+01
7.399999999999989e-11;8.480489963621236e-02;2.597552074731223e+01;2.596921910342380e+01;1.679334374744041e+02;2.174080777434229e+01
7.449999999999988e-11;-2.107264845842221e-02;2.598732007450911e+01;2.593531171804771e+01;1.691850057524078e+02;2.213908514087892e+01
7.499999999999988e-11;-9.716703114161539e-02;2.601137851817149e+01;2.586293251985033e+01;1.704643460474553e+02;2.259127615293401e+01
7.549999999999988e-11;-1.408187675162808e-01;2.604150490571974e+01;2.578844746995246e+01;1.716425138256340e+02;2.309910472506468e+01
7.599999999999988e-11;-1.546486616528747e-01;2.607237146531093e+01;2.574152299806604e+01;1.727221875036173e+02;2.364573451250170e+01
7.649999999999988e-11;-1.454602568294458e-01;2.610107905477683e+01;2.573785852454021e+01;1.738227551182868e+02;2.418910997269681e+01
7.699999999999988e-11;-1.201998214078066e-01;2.612688971771724e+01;2.578184242001917e+01;1.750313065849166e+02;2.467665285419767e+01
7.749999999999987e-11;-8.569398216557168e-02;2.615039065337680e+01;2.587082866457532e+01;1.763195065131178e+02;2.505204443024208e+01
7.799999999999987e-11;-4.911097664702321e-02;2.617327727471934e+01;2.599050384909440e+01;1.775410623546607e+02;2.529303712998908e+01
7.849999999999987e-11;-1.565019952934832e-02;2.619719052532231e+01;2.612363997780275e+01;1.786438819047422e+02;2.541706021441978e+01
7.899999999999987e-11;1.084588505199823e-02;2.622341642206247e+01;2.625448568380263e+01;1.797213702578183e+02;2.545688384917602e+01
7.949999999999987e-11;2.917184975092055e-02;2.625222130571830e+01;2.637201083948494e+01;1.808922730764707e+02;2.545996555848270e+01
7.999999999999987e-11;3.910250404765136e-02;2.628338043592996e+01;2.647049434675424e+01;1.821646604368983e+02;2.545838731531556e+01
8.049999999999986e-11;4.132956513602198e-02;2.631620249465634e+01;2.654784332744246e+01;1.834213253774375e+02;2.547445822095273e+01
8.099999999999986e-11;3.763861630014925e-02;2.634962234291333e+01;2.660633818404537e+01;1.845605294877918e+02;2.551596560089369e+01
8.149999999999986e-11;3.011047916756484e-02;2.638260814980355e+01;2.665034413613284e+01;1.856326194630895e+02;2.557893850157812e+01
8.199999999999986e-11;2.061336443964020e-02;2.641424886528865e+01;2.668410371900135e+01;1.867618561889011e+02;2.565456539920720e+01
8.249999999999986e-11;1.094089495443194e-02;2.644389210718712e+01;2.671222296111234e+01;1.880099330355998e+02;2.573163210706477e+01
8.299999999999986e-11;2.355866460820213e-03;2.647122792179376e+01;2.673816767636507e+01;1.892893110949656e+02;2.580178588547822e+01
8.349999999999985e-11;-4.291573037580668e-03;2.649611869771283e+01;2.676427001678765e+01;1.904699381261557e+02;2.586001445070883e+01
8.399999999999985e-11;-8.630582224865437e-03;2.651869168121948e+01;2.679185399749150e+01;1.915516913154224e+02;2.590522987369697e+01
8.449999999999985e-11;-1.077579730448122e-02;2.653930382307032e+01;2.682130816595025e+01;1.926495695790721e+02;2.593955890661783e+01
8.499999999999985e-11;-1.100008623411075e-02;2.655829697673386e+01;2.685260098503631e+01;1.938561727571884e+02;2.596583978431122e+01
8.549999999999985e-11;-9.701306579956008e-03;2.657602924787945e+01;2.688552342548032e+01;1.951452990678882e+02;2.598725956997588e+01
8.599999999999985e-11;-7.493491611168988e-03;2.659298311593133e+01;2.691967676896931e+01;1.963702913529753e+02;2.600697062859420e+01
8.649999999999984e-11;-4.891584239790437e-03;2.660955301555993e+01;2.695485951539611e+01;1.974727045260184e+02;2.602690835370107e+01
8.699999999999984e-11;-2.350460536964308e-03;2.662611969781459e+01;2.699102299715362e+01;1.985508037861658e+02;2.604803195353990e+01
8.749999999999984e-11;-1.625318570926479e-04;2.664298799645382e+01;2.702822974491981e+01;1.997180780090308e+02;2.607039048666398e+01
8.799999999999984e-11;1.486588954849626e-03;2.666043213082042e+01;2.706674303990676e+01;2.009898529572519e+02;2.609369416050633e+01
8.849999999999984e-11;2.508379994711520e-03;2.667873060043248e+01;2.710696228938544e+01;2.022486845339145e+02;2.611741311082978e+01
8.899999999999983e-11;2.940682827026668e-03;2.669811605396668e+01;2.714931589401478e+01;2.033901148943104e+02;2.614102610717527e+01
8.949999999999983e-11;2.891080005813978e-03;2.671878519925790e+01;2.719423691254693e+01;2.044606784816702e+02;2.616423010282297e+01
8.999999999999983e-11;2.468237971898830e-03;2.674109961540224e+01;2.724254762697162e+01;2.055903672665702e+02;2.618690508861884e+01
9.049999999999983e-11;1.844466334305734e-03;2.676521924500662e+01;2.729469606863142e+01;2.068351703879833e+02;2.620922755714543e+01
9.099999999999983e-11;1.143991125355006e-03;2.679149312209355e+01;2.735155657692076e+01;2.081149154897777e+02;2.623148489701079e+01
9.149999999999983e-11;4.781864473417385e-04;2.682034392645720e+01;2.741421606618963e+01;2.092979764909343e+02;2.625410211023773e+01
9.199999999999982e-11;-7.472699921166266e-05;2.685225991246323e+01;2.748396097993425e+01;2.103813380547830e+02;2.627757413032403e+01
9.249999999999982e-11;-4.787506480700660e-04;2.688770618129565e+01;2.756205838797373e+01;2.114760773949590e+02;2.630236103418925e+01
9.299999999999982e-11;-7.144094978732360e-04;2.692760703293007e+01;2.765091139814053e+01;2.126833152372995e+02;2.632907129948732e+01
9.349999999999982e-11;-7.962347832010655e-04;2.697291742056940e+01;2.775305202754411e+01;2.139701384966707e+02;2.635830288225029e+01
9.399999999999982e-11;-7.544345639047350e-04;2.702486521839007e+01;2.787167819580707e+01;2.151966863841608e+02;2.639072898572964e+01
9.449999999999982e-11;-6.252226324168318e-04;2.708535241348635e+01;2.801158114073974e+01;2.163016397532704e+02;2.642730776526276e+01
9.499999999999981e-11;-4.497850958569434e-04;2.715667887426847e+01;2.817823426848351e+01;2.173799707767427e+02;2.646914782676871e+01
9.549999999999981e-11;-2.624193645817943e-04;2.724126212106315e+01;2.837674252843646e+01;2.185435632209854e+02;2.651736509004793e+01
9.599999999999981e-11;-8.905112616475144e-05;2.734353495834017e+01;2.861563583386170e+01;2.198152037402811e+02;2.657396509289313e+01
9.649999999999981e-11;5.040269578350790e-05;2.746975189625553e+01;2.890399138528791e+01;2.210764273072293e+02;2.664163353902715e+01
9.699999999999981e-11;1.471423900444844e-04;2.762745781698065e+01;2.924672886602318e+01;2.222198763336413e+02;2.672332429894768e+01
9.749999999999981e-11;2.002064074985110e-04;2.782705451859729e+01;2.964290481126303e+01;2.232897358567593e+02;2.682272816135124e+01
9.799999999999980e-11;2.124667901779950e-04;2.808691663377672e+01;3.008107619455863e+01;2.244184346063072e+02;2.694575980701516e+01
9.849999999999980e-11;1.951985399058214e-04;2.842151518614828e+01;3.052999930609808e+01;2.256602782759579e+02;2.709559655490465e+01
9.899999999999980e-11;1.570713727605963e-04;2.885602134755754e+01;3.095115351112952e+01;2.269408021048974e+02;2.727838111887977e+01
9.949999999999980e-11;1.085315934749356e-04;2.941165766510982e+01;3.130475753573609e+01;2.281263541653006e+02;2.749963595416014e+01
9.999999999999980e-11;5.870042590129870e-05;3.008739009771962e+01;3.157001299092245e+01;2.292109083220680e+02;2.776456647063388e+01
1.004999999999998e-10;1.392375129832148e-05;3.084065275717047e+01;3.175119528779419e+01;2.303021275250228e+02;2.807758990832697e+01
1.009999999999998e-10;-2.064190906560217e-05;3.158355325893120e+01;3.186121827734807e+01;2.315100682636103e+02;2.845135948232222e+01
1.014999999999998e-10;-4.376085309137878e-05;3.221972081752254e+01;3.193289790534514e+01;2.327950564964616e+02;2.888863763352630e+01
1.019999999999998e-10;-5.522981603977251e-05;3.269689586838571e+01;3.199087923880366e+01;2.340230388097883e+02;2.939165017763747e+01
1.024999999999998e-10;-5.648417751269283e-05;3.301560139152460e+01;3.205558183585622e+01;2.351307852608808e+02;2.994428671968461e+01
1.029999999999998e-10;-5.018406045564471e-05;3.321033995939077e+01;3.213863627025986e+01;2.362088038085379e+02;3.050189284310672e+01
1.034999999999998e-10;-3.916942741084769e-05;3.331847722296256e+01;3.224277535520941e+01;2.373687179604781e+02;3.100750325398627e+01
1.039999999999998e-10;-2.585814504532415e-05;3.336539983458509e+01;3.236630093751609e+01;2.386407098872030e+02;3.140268134201433e+01
