#Title: CKT1
#Date: 
#Plotname: Transient analysis
#Flags: real
#No. Variables: 105
#No. Points: 651     
#Command: version 4.3.22
#Variables:
"time units=S","v(1, 2) units=V","v(2, 3) units=V","v(3, 4) units=V","v(4, 5) units=V","v(5, 6) units=V","v(6, 7) units=V","v(7, 8) units=V","v(8, 9) units=V","v(9, 10) units=V","v(10, 11) units=V","v(11, 12) units=V","v(12, 13) units=V","v(13, 14) units=V","v(14, 15) units=V","v(15, 16) units=V","v(16, 17) units=V","v(17, 18) units=V","v(18, 19) units=V","v(19, 20) units=V","v(20, 21) units=V","v(21, 22) units=V","v(22, 23) units=V","v(23, 24) units=V","v(24, 25) units=V","v(25, 26) units=V","v(26, 27) units=V","v(27, 28) units=V","v(28, 29) units=V","v(29, 30) units=V","v(30, 31) units=V","v(31, 32) units=V","v(32, 33) units=V","v(33, 34) units=V","v(34, 35) units=V","v(35, 36) units=V","v(36, 37) units=V","v(37, 38) units=V","v(38, 39) units=V","v(39, 40) units=V","v(40, 41) units=V","v(41, 42) units=V","v(42, 43) units=V","v(43, 44) units=V","v(44, 45) units=V","v(45, 46) units=V","v(46, 47) units=V","v(47, 48) units=V","v(48, 49) units=V","v(49, 50) units=V","v(50, 51) units=V","v(51, 52) units=V","v(52, 53) units=V","v(54, 55) units=V","v(55, 56) units=V","v(56, 57) units=V","v(57, 58) units=V","v(58, 59) units=V","v(59, 60) units=V","v(60, 61) units=V","v(61, 62) units=V","v(62, 63) units=V","v(63, 64) units=V","v(64, 65) units=V","v(65, 66) units=V","v(66, 67) units=V","v(67, 68) units=V","v(68, 69) units=V","v(69, 70) units=V","v(70, 71) units=V","v(71, 72) units=V","v(72, 73) units=V","v(73, 74) units=V","v(74, 75) units=V","v(75, 76) units=V","v(76, 77) units=V","v(77, 78) units=V","v(78, 79) units=V","v(79, 80) units=V","v(80, 81) units=V","v(81, 82) units=V","v(82, 83) units=V","v(83, 84) units=V","v(84, 85) units=V","v(85, 86) units=V","v(86, 87) units=V","v(87, 88) units=V","v(88, 89) units=V","v(89, 90) units=V","v(90, 91) units=V","v(91, 92) units=V","v(92, 93) units=V","v(93, 94) units=V","v(94, 95) units=V","v(95, 96) units=V","v(96, 97) units=V","v(97, 98) units=V","v(98, 99) units=V","v(99, 100) units=V","v(100, 101) units=V","v(101, 102) units=V","v(102, 103) units=V","v(103, 104) units=V","v(104, 105) units=V","v(105, 106) units=V"
#Values:
0,000000000000000e+00,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,-2,686297468775748e-06,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00,0,000000000000000e+00
5,000000000000000e-13,-1,615255590945506e-04,-1,615255590945502e-04,-1,615255590945506e-04,-1,615255590945506e-04,-1,615255590945502e-04,-1,615255590945502e-04,-1,615255590945506e-04,-1,615255590945506e-04,-1,615255590945502e-04,-1,615255590945502e-04,-1,615255590945506e-04,-1,615255590945498e-04,-1,615255590945502e-04,-1,615255590945502e-04,-1,615255590945493e-04,-1,615255590945511e-04,-1,615255590945493e-04,-1,615255590945511e-04,-1,615255590945493e-04,-1,615255590945502e-04,-1,615255590945502e-04,-1,615255590945493e-04,-1,615255590945502e-04,-1,615255590945493e-04,-1,615255590945493e-04,-1,615255590945493e-04,-1,615255590945493e-04,-1,615255590945485e-04,-1,615255590945502e-04,-1,615255590945485e-04,-1,615255590945493e-04,-1,615255590945485e-04,-1,615255590945502e-04,-1,615255590945485e-04,-1,615255590945528e-04,-1,615255590945511e-04,-1,615255590945493e-04,-1,615255590945528e-04,-1,615255590945493e-04,-1,615255590945511e-04,-1,615255590945511e-04,-1,615255590945511e-04,-1,615255590945511e-04,-1,615255590945511e-04,-1,615255590945511e-04,-1,615255590945476e-04,-1,615255590945511e-04,-1,615255590945493e-04,-1,615255590945476e-04,-1,615255590945493e-04,-1,615255590945511e-04,-1,615255590945476e-04,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,0,000000000000000e+00,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,0,000000000000000e+00,3,469446951953614e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,0,000000000000000e+00,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18,1,734723475976807e-18
1,000000000000000e-12,-2,974229171617540e-04,-2,974229171617544e-04,-2,974229171617544e-04,-2,974229171617544e-04,-2,974229171617540e-04,-2,974229171617544e-04,-2,974229171617535e-04,-2,974229171617548e-04,-2,974229171617540e-04,-2,974229171617557e-04,-2,974229171617540e-04,-2,974229171617548e-04,-2,974229171617531e-04,-2,974229171617522e-04,-2,974229171617531e-04,-2,974229171617522e-04,-2,974229171617531e-04,-2,974229171617531e-04,-2,974229171617531e-04,-2,974229171617522e-04,-2,974229171617531e-04,-2,974229171617583e-04,-2,974229171617548e-04,-2,974229171617531e-04,-2,974229171617566e-04,-2,974229171617566e-04,-2,974229171617600e-04,-2,974229171617583e-04,-2,974229171617618e-04,-2,974229171617566e-04,-2,974229171617583e-04,-2,974229171617566e-04,-2,974229171617600e-04,-2,974229171617600e-04,-2,974229171617670e-04,-2,974229171617635e-04,-2,974229171617652e-04,-2,974229171617635e-04,-2,974229171617652e-04,-2,974229171617618e-04,-2,974229171617635e-04,-2,974229171617618e-04,-2,974229171617635e-04,-2,974229171617618e-04,-2,974229171617652e-04,-2,974229171617635e-04,-2,974229171617618e-04,-2,974229171617687e-04,-2,974229171617618e-04,-2,974229171617618e-04,-2,974229171617652e-04,-2,974229171617652e-04,3,469446951953614e-18,3,469446951953614e-18,6,938893903907228e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,0,000000000000000e+00,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18,3,469446951953614e-18
1,500000000000000e-12,-3,970320065708015e-04,-3,970320065708023e-04,-3,970320065708023e-04,-3,970320065708041e-04,-3,970320065708032e-04,-3,970320065708041e-04,-3,970320065708032e-04,-3,970320065708050e-04,-3,970320065708058e-04,-3,970320065708050e-04,-3,970320065708067e-04,-3,970320065708093e-04,-3,970320065708084e-04,-3,970320065708076e-04,-3,970320065708084e-04,-3,970320065708102e-04,-3,970320065708154e-04,-3,970320065708154e-04,-3,970320065708206e-04,-3,970320065708206e-04,-3,970320065708223e-04,-3,970320065708223e-04,-3,970320065708240e-04,-3,970320065708292e-04,-3,970320065708258e-04,-3,970320065708223e-04,-3,970320065708240e-04,-3,970320065708275e-04,-3,970320065708258e-04,-3,970320065708275e-04,-3,970320065708275e-04,-3,970320065708258e-04,-3,970320065708240e-04,-3,970320065708206e-04,-3,970320065708292e-04,-3,970320065708258e-04,-3,970320065708292e-04,-3,970320065708292e-04,-3,970320065708292e-04,-3,970320065708258e-04,-3,970320065708258e-04,-3,970320065708258e-04,-3,970320065708258e-04,-3,970320065708223e-04,-3,970320065708327e-04,-3,970320065708327e-04,-3,970320065708292e-04,-3,970320065708327e-04,-3,970320065708327e-04,-3,970320065708362e-04,-3,970320065708327e-04,-3,970320065708396e-04,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,387778780781446e-17,6,938893903907228e-18,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,6,938893903907228e-18,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,6,938893903907228e-18,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,387778780781446e-17,6,938893903907228e-18,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,1,040834085586084e-17,6,938893903907228e-18,1,040834085586084e-17,1,040834085586084e-17
2,000000000000000e-12,-4,696175530932924e-04,-4,696175530932920e-04,-4,696175530932941e-04,-4,696175530932946e-04,-4,696175530932937e-04,-4,696175530932946e-04,-4,696175530932946e-04,-4,696175530932937e-04,-4,696175530932946e-04,-4,696175530932954e-04,-4,696175530932911e-04,-4,696175530932885e-04,-4,696175530932850e-04,-4,696175530932850e-04,-4,696175530932833e-04,-4,696175530932885e-04,-4,696175530932833e-04,-4,696175530932815e-04,-4,696175530932920e-04,-4,696175530932920e-04,-4,696175530932954e-04,-4,696175530932902e-04,-4,696175530932937e-04,-4,696175530932937e-04,-4,696175530932798e-04,-4,696175530932850e-04,-4,696175530932815e-04,-4,696175530932798e-04,-4,696175530932815e-04,-4,696175530932815e-04,-4,696175530932815e-04,-4,696175530932815e-04,-4,696175530932815e-04,-4,696175530932746e-04,-4,696175530932920e-04,-4,696175530932815e-04,-4,696175530932781e-04,-4,696175530932781e-04,-4,696175530932850e-04,-4,696175530932815e-04,-4,696175530932815e-04,-4,696175530932781e-04,-4,696175530932781e-04,-4,696175530932815e-04,-4,696175530932677e-04,-4,696175530932711e-04,-4,696175530932677e-04,-4,696175530932677e-04,-4,696175530932677e-04,-4,696175530932677e-04,-4,696175530932711e-04,-4,696175530932711e-04,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,428612866367530e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,428612866367530e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,428612866367530e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,428612866367530e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,428612866367530e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17,2,081668171172169e-17,2,081668171172169e-17,1,734723475976807e-17
2,500000000000000e-12,-5,518824236735963e-04,-5,518824236735984e-04,-5,518824236736002e-04,-5,518824236735997e-04,-5,518824236735971e-04,-5,518824236735971e-04,-5,518824236735954e-04,-5,518824236735945e-04,-5,518824236735954e-04,-5,518824236735980e-04,-5,518824236735937e-04,-5,518824236735893e-04,-5,518824236735824e-04,-5,518824236735824e-04,-5,518824236735807e-04,-5,518824236735876e-04,-5,518824236735824e-04,-5,518824236735807e-04,-5,518824236735945e-04,-5,518824236735963e-04,-5,518824236736015e-04,-5,518824236735980e-04,-5,518824236735980e-04,-5,518824236735980e-04,-5,518824236735824e-04,-5,518824236735859e-04,-5,518824236735893e-04,-5,518824236735859e-04,-5,518824236735824e-04,-5,518824236735789e-04,-5,518824236735824e-04,-5,518824236735789e-04,-5,518824236735824e-04,-5,518824236735720e-04,-5,518824236735859e-04,-5,518824236735685e-04,-5,518824236735685e-04,-5,518824236735616e-04,-5,518824236735720e-04,-5,518824236735685e-04,-5,518824236735720e-04,-5,518824236735685e-04,-5,518824236735720e-04,-5,518824236735685e-04,-5,518824236735650e-04,-5,518824236735685e-04,-5,518824236735616e-04,-5,518824236735650e-04,-5,518824236735616e-04,-5,518824236735616e-04,-5,518824236735755e-04,-5,518824236735650e-04,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,122502256758253e-17,3,469446951953614e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,469446951953614e-17,3,122502256758253e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,469446951953614e-17,3,122502256758253e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,3,469446951953614e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,469446951953614e-17,3,122502256758253e-17,2,775557561562891e-17,3,122502256758253e-17,3,469446951953614e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,469446951953614e-17,3,122502256758253e-17,2,775557561562891e-17,3,122502256758253e-17,3,469446951953614e-17,2,775557561562891e-17,3,122502256758253e-17,3,122502256758253e-17,2,775557561562891e-17,3,469446951953614e-17,3,122502256758253e-17,2,081668171172169e-17
3,000000000000000e-12,-6,951695886572512e-04,-6,951695886572538e-04,-6,951695886572556e-04,-6,951695886572556e-04,-6,951695886572530e-04,-6,951695886572512e-04,-6,951695886572512e-04,-6,951695886572486e-04,-6,951695886572530e-04,-6,951695886572556e-04,-6,951695886572504e-04,-6,951695886572452e-04,-6,951695886572365e-04,-6,951695886572330e-04,-6,951695886572313e-04,-6,951695886572382e-04,-6,951695886572313e-04,-6,951695886572296e-04,-6,951695886572434e-04,-6,951695886572452e-04,-6,951695886572504e-04,-6,951695886572400e-04,-6,951695886572365e-04,-6,951695886572434e-04,-6,951695886572157e-04,-6,951695886572261e-04,-6,951695886572191e-04,-6,951695886572191e-04,-6,951695886572157e-04,-6,951695886572157e-04,-6,951695886572087e-04,-6,951695886572087e-04,-6,951695886572122e-04,-6,951695886572053e-04,-6,951695886572261e-04,-6,951695886572157e-04,-6,951695886572122e-04,-6,951695886572087e-04,-6,951695886572261e-04,-6,951695886572226e-04,-6,951695886572261e-04,-6,951695886572191e-04,-6,951695886572261e-04,-6,951695886572226e-04,-6,951695886572087e-04,-6,951695886572296e-04,-6,951695886572296e-04,-6,951695886572296e-04,-6,951695886572296e-04,-6,951695886572296e-04,-6,951695886572573e-04,-6,951695886572504e-04,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,081668171172169e-17,3,469446951953614e-17,2,081668171172169e-17,2,775557561562891e-17,2,081668171172169e-17,3,469446951953614e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,081668171172169e-17,3,469446951953614e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,081668171172169e-17,3,469446951953614e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,2,081668171172169e-17,2,775557561562891e-17,2,081668171172169e-17,3,469446951953614e-17,2,081668171172169e-17,2,775557561562891e-17,2,775557561562891e-17,2,775557561562891e-17,1,387778780781446e-17
3,500000000000000e-12,-9,202365941152328e-04,-9,202365941152371e-04,-9,202365941152375e-04,-9,202365941152375e-04,-9,202365941152332e-04,-9,202365941152315e-04,-9,202365941152289e-04,-9,202365941152271e-04,-9,202365941152289e-04,-9,202365941152306e-04,-9,202365941152219e-04,-9,202365941152185e-04,-9,202365941151976e-04,-9,202365941151994e-04,-9,202365941151994e-04,-9,202365941152028e-04,-9,202365941151994e-04,-9,202365941151994e-04,-9,202365941152132e-04,-9,202365941152132e-04,-9,202365941152237e-04,-9,202365941152098e-04,-9,202365941152063e-04,-9,202365941152132e-04,-9,202365941151924e-04,-9,202365941151959e-04,-9,202365941151890e-04,-9,202365941151924e-04,-9,202365941151820e-04,-9,202365941151786e-04,-9,202365941151751e-04,-9,202365941151647e-04,-9,202365941151716e-04,-9,202365941151647e-04,-9,202365941151924e-04,-9,202365941151855e-04,-9,202365941151647e-04,-9,202365941151716e-04,-9,202365941151994e-04,-9,202365941151855e-04,-9,202365941151994e-04,-9,202365941151924e-04,-9,202365941151924e-04,-9,202365941151924e-04,-9,202365941152063e-04,-9,202365941152063e-04,-9,202365941152132e-04,-9,202365941152132e-04,-9,202365941152202e-04,-9,202365941152202e-04,-9,202365941152479e-04,-9,202365941152341e-04,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,6,938893903907228e-18,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00,1,387778780781446e-17,0,000000000000000e+00
4,000000000000000e-12,-1,143990238316744e-03,-1,143990238316748e-03,-1,143990238316748e-03,-1,143990238316751e-03,-1,143990238316748e-03,-1,143990238316747e-03,-1,143990238316742e-03,-1,143990238316746e-03,-1,143990238316746e-03,-1,143990238316753e-03,-1,143990238316749e-03,-1,143990238316742e-03,-1,143990238316728e-03,-1,143990238316722e-03,-1,143990238316728e-03,-1,143990238316725e-03,-1,143990238316715e-03,-1,143990238316722e-03,-1,143990238316732e-03,-1,143990238316725e-03,-1,143990238316763e-03,-1,143990238316749e-03,-1,143990238316749e-03,-1,143990238316746e-03,-1,143990238316742e-03,-1,143990238316732e-03,-1,143990238316711e-03,-1,143990238316697e-03,-1,143990238316697e-03,-1,143990238316704e-03,-1,143990238316711e-03,-1,143990238316676e-03,-1,143990238316690e-03,-1,143990238316676e-03,-1,143990238316683e-03,-1,143990238316683e-03,-1,143990238316669e-03,-1,143990238316656e-03,-1,143990238316683e-03,-1,143990238316669e-03,-1,143990238316676e-03,-1,143990238316663e-03,-1,143990238316669e-03,-1,143990238316683e-03,-1,143990238316656e-03,-1,143990238316683e-03,-1,143990238316697e-03,-1,143990238316697e-03,-1,143990238316690e-03,-1,143990238316704e-03,-1,143990238316711e-03,-1,143990238316683e-03,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-2,081668171172169e-17,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-6,938893903907228e-18,-2,081668171172169e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17,0,000000000000000e+00,-1,387778780781446e-17,-1,387778780781446e-17,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-2,081668171172169e-17,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17,-1,387778780781446e-17,-6,938893903907228e-18,-6,938893903907228e-18,-1,387778780781446e-17,-1,387778780781446e-17
4,500000000000000e-12,-1,247663067370717e-03,-1,247663067370721e-03,-1,247663067370718e-03,-1,247663067370718e-03,-1,247663067370718e-03,-1,247663067370714e-03,-1,247663067370711e-03,-1,247663067370713e-03,-1,247663067370711e-03,-1,247663067370716e-03,-1,247663067370716e-03,-1,247663067370713e-03,-1,247663067370706e-03,-1,247663067370709e-03,-1,247663067370723e-03,-1,247663067370737e-03,-1,247663067370740e-03,-1,247663067370747e-03,-1,247663067370768e-03,-1,247663067370768e-03,-1,247663067370796e-03,-1,247663067370782e-03,-1,247663067370793e-03,-1,247663067370786e-03,-1,247663067370820e-03,-1,247663067370848e-03,-1,247663067370799e-03,-1,247663067370793e-03,-1,247663067370806e-03,-1,247663067370834e-03,-1,247663067370848e-03,-1,247663067370820e-03,-1,247663067370820e-03,-1,247663067370786e-03,-1,247663067370772e-03,-1,247663067370793e-03,-1,247663067370744e-03,-1,247663067370737e-03,-1,247663067370709e-03,-1,247663067370702e-03,-1,247663067370675e-03,-1,247663067370640e-03,-1,247663067370654e-03,-1,247663067370647e-03,-1,247663067370612e-03,-1,247663067370577e-03,-1,247663067370619e-03,-1,247663067370612e-03,-1,247663067370612e-03,-1,247663067370605e-03,-1,247663067370633e-03,-1,247663067370661e-03,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-1,387778780781446e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,-2,775557561562891e-17,1,387778780781446e-17
