time units=S;Vdummy#branch units=A
3.154999999999991e-10;0.000000000000000e+00
3.159999999999991e-10;0.000000000000000e+00
3.164999999999991e-10;0.000000000000000e+00
3.169999999999991e-10;0.000000000000000e+00
3.174999999999991e-10;0.000000000000000e+00
3.179999999999991e-10;0.000000000000000e+00
3.184999999999991e-10;0.000000000000000e+00
3.189999999999991e-10;0.000000000000000e+00
3.194999999999991e-10;0.000000000000000e+00
3.199999999999991e-10;0.000000000000000e+00
3.204999999999990e-10;0.000000000000000e+00
3.209999999999990e-10;0.000000000000000e+00
3.214999999999990e-10;0.000000000000000e+00
3.219999999999990e-10;0.000000000000000e+00
3.224999999999990e-10;0.000000000000000e+00
3.229999999999990e-10;0.000000000000000e+00
3.234999999999990e-10;0.000000000000000e+00
3.239999999999990e-10;0.000000000000000e+00
3.244999999999990e-10;0.000000000000000e+00
3.249999999999990e-10;0.000000000000000e+00
