time units=S;v(100) units=V;v(101) units=V;v(102) units=V;v(103) units=V;v(104) units=V
9.699999999999981e-11;1.445119349901232e-04;6.140536559658207e+00;1.316980160089221e+00;-5.353501953539719e-08;8.593633781310293e-01
9.749999999999981e-11;2.139016925286274e-04;6.140500607397452e+00;1.316979001761807e+00;-3.927675274785229e-08;8.593506035333658e-01
9.799999999999980e-11;2.382828515028220e-04;6.140469920448119e+00;1.316976234266955e+00;-2.303875377522186e-08;8.593393129416340e-01
9.849999999999980e-11;2.260179846519799e-04;6.140447569084467e+00;1.316971558029503e+00;-7.371728624556211e-09;8.593289179633142e-01
9.899999999999980e-11;1.880171991856093e-04;6.140434483840675e+00;1.316965116146472e+00;5.809100758372610e-09;8.593190415194505e-01
9.949999999999980e-11;1.356953332379458e-04;6.140429905220818e+00;1.316957354445884e+00;1.533368269648324e-08;8.593094992693637e-01
9.999999999999980e-11;7.856034629477945e-05;6.140431531819348e+00;1.316948861655008e+00;2.124121865420437e-08;8.593002098789286e-01
1.004999999999998e-10;2.670365750879688e-05;6.141010757188697e+00;1.323333194379046e+00;1.309404072403288e-02;8.601948761320410e-01
1.009999999999998e-10;-1.649623224058634e-05;6.143163891170776e+00;1.346519034796819e+00;6.097730066346058e-02;8.635628734699518e-01
1.014999999999998e-10;-4.444415056682712e-05;6.148814396048064e+00;1.401886180771860e+00;1.759060703460628e-01;8.723387698623395e-01
