time units=S;v(111136) units=V;v(112136) units=V;v(113136) units=V;v(114136) units=V;v(115136) units=V;v(116136) units=V;v(117136) units=V;v(118136) units=V;v(119136) units=V;v(120136) units=V;v(121136) units=V;v(122136) units=V;v(123136) units=V;v(124136) units=V;v(125136) units=V;v(126136) units=V;v(127136) units=V;v(128136) units=V;v(129136) units=V;v(130136) units=V;v(131136) units=V;v(132136) units=V;v(133136) units=V;v(134136) units=V;v(135136) units=V;v(136136) units=V;v(137136) units=V;v(138136) units=V;v(139136) units=V;v(140136) units=V;v(141136) units=V;v(142136) units=V;v(143136) units=V;v(144136) units=V;v(145136) units=V;v(146136) units=V;v(147136) units=V;v(148136) units=V;v(149136) units=V;v(150136) units=V;v(151136) units=V;v(152136) units=V;v(153136) units=V;v(154136) units=V;v(155136) units=V;v(156136) units=V;v(157136) units=V;v(158136) units=V;v(159136) units=V;v(160136) units=V;v(161136) units=V;v(162136) units=V;v(163136) units=V;v(164136) units=V;v(165136) units=V;v(166136) units=V;v(167136) units=V;v(168136) units=V;v(169136) units=V;v(170136) units=V;v(171136) units=V;v(172136) units=V;v(173136) units=V;v(174136) units=V;v(175136) units=V;v(176136) units=V;v(177136) units=V;v(178136) units=V;v(179136) units=V;v(180136) units=V;v(181136) units=V;v(182136) units=V;v(183136) units=V;v(184136) units=V;v(185136) units=V;v(186136) units=V;v(187136) units=V;v(188136) units=V;v(189136) units=V;v(190136) units=V
5.640000000000013e-03;-7.408069319810843e-03;7.012183273595153e-03;-1.531049091586798e-02;-8.035867758641519e-04;1.561870522515675e-02;3.308486349423235e-03;5.314826317724382e-03;8.693062307023502e-03;-7.067319126594776e-03;-1.059523049753431e-02;5.494113325880205e-03;-4.696381161073667e-03;6.521655476530574e-03;9.621777626289791e-03;-5.543333225837228e-03;-5.276710079649046e-03;-1.273095360614081e-02;3.725592749092627e-05;-2.005086105147840e-04;1.193134934732487e-03;-1.076293875246220e-02;-1.248662169534073e-02;-8.539840412697812e-03;-4.591585787119903e-03;-1.772003792130733e-03;-1.670411068994293e-03;1.004614556460421e-03;5.201761164827401e-03;5.466551121554770e-03;-8.261486971842566e-21;-4.910750982733157e-03;-3.532982107096231e-02;-9.851453462496537e-03;1.815598912202070e-03;2.890701154294593e-03;-3.026393034001905e-03;-2.245077298969620e-03;2.084246287661263e-05;-1.995704832929843e-05;-4.799243818894617e-05;-8.059288603540218e-04;-2.181788346075811e-03;6.901301969308451e-04;-4.581337003970127e-03;-1.492675445377075e-03;2.317382543380206e-04;-4.027033188771133e-04;-2.198438324020642e-05;5.704792302148401e-04;-2.283179546265419e-04;2.621466657636010e-05;2.274878055939747e-05;1.652836139847633e-05;3.441036277152178e-05;4.985204032924701e-05;-2.412923860031966e-05;6.681929740781306e-05;1.182699600708738e-04;3.398131552900168e-05;-8.035607221624697e-05;-1.398550818016706e-04;5.285044656913964e-05;1.318946808879180e-04;-5.280687869125742e-05;-7.820506274556314e-05;4.466515453080259e-05;1.838424197642705e-05;-4.031111472036052e-05;1.281324715080703e-05;3.613989795146905e-05;-1.227207861438916e-05;-2.650441018223198e-05;1.088762342798260e-06;1.563679661582537e-05;6.481098027243619e-06;-8.377224679083763e-06;-8.448432866400833e-06;5.489804975849159e-06;7.317842979696266e-06;-5.677566710986390e-06
5.660000000000013e-03;2.000682612142493e-02;-1.443327275577356e-02;6.936815365891774e-03;-4.729430308985006e-03;-1.326217059009265e-02;7.180183623358411e-03;-3.368792056693008e-03;-2.613542008382837e-03;1.007203493942268e-02;3.197324377294204e-03;-1.649587929611532e-02;-3.949951478675389e-03;2.904950787301541e-03;-5.620071098723700e-03;1.824395654850023e-03;-2.412772266265106e-03;7.515723647420672e-03;-1.372959884693201e-03;-4.359091921819408e-03;4.460503953924889e-04;7.077822076781746e-03;8.088124302789098e-03;5.872511421727749e-03;1.168445276585201e-02;9.960695665427734e-03;9.558035224405358e-03;6.818347580380735e-03;4.101104543217132e-03;-9.027491975507104e-04;-6.578939952360096e-20;-7.320241963022001e-03;-7.730511329392322e-03;-3.244749428892639e-03;-2.409317608995419e-03;1.446473034906419e-03;-1.460937408083347e-03;-2.225012898937339e-03;1.588199701826930e-04;2.813690637021503e-03;-2.251007727335287e-04;-1.044068294466948e-04;-3.394110916944430e-04;-1.384826009537725e-04;1.652681762326937e-03;2.693201574855408e-04;-2.686030871422902e-05;-1.602073777304015e-04;-3.639876650976623e-07;1.946288917647150e-04;4.974655116158834e-04;-7.132893238158508e-05;-5.902480895667449e-05;-2.835006196555107e-05;-5.036031080391215e-05;-2.120441368790191e-05;-3.997726024896341e-07;-1.138134924643502e-04;-4.108652047683487e-05;7.837232379154180e-05;1.261973983483549e-04;4.078799878295834e-05;-1.458803820784459e-04;-5.016235551581699e-05;1.231421975290653e-04;2.043164681286497e-05;-7.105841626864439e-05;1.499427504479388e-05;2.744255756159117e-05;-3.599992885168649e-05;-1.142244846428557e-05;3.259634036266839e-05;1.099429590727347e-05;-1.758857254361706e-05;-1.258523995954555e-05;4.666388090041823e-06;1.238463871702775e-05;2.683694057471823e-06;-1.092704423988718e-05;-6.479486762724389e-06;8.925034653768453e-06
5.680000000000013e-03;-1.789312365447956e-02;1.517253392287089e-02;6.511930138764866e-03;7.920825208100678e-03;1.622306218039605e-03;-1.958147617220206e-02;-6.994834486372201e-03;-2.277271894447679e-03;-1.061039480187638e-03;7.569832997496136e-03;1.635874961453168e-02;5.661085000377569e-03;-1.159818000260196e-02;-4.068136849630674e-04;2.400943964260210e-03;8.971637859828324e-03;2.789444329199021e-03;3.050891982377288e-03;3.760527361142173e-03;-1.878080486083985e-03;2.427909109749126e-03;3.948891694707214e-03;2.858106956907915e-03;-8.935883514313585e-03;-8.290169277700637e-03;-7.969596575050303e-03;-8.219742578094163e-03;-1.010068785998666e-02;-3.927824597851330e-03;-2.905979061100385e-20;1.213233269618805e-02;3.747692272672963e-02;1.175126005158240e-02;1.151501361661920e-03;-3.091892905829071e-03;5.193522159841768e-03;4.900588088787190e-03;2.407693435197329e-04;-3.764535052844850e-03;4.146157534498650e-04;8.252649196670522e-04;2.273106594904247e-03;-4.957565161410021e-04;2.552044193046590e-03;1.058885202182196e-03;-1.804782394471506e-04;5.180221404447251e-04;2.553284866897778e-05;-7.668312252564183e-04;-3.860483179117922e-04;1.630441154105458e-04;2.132605261613114e-05;-5.532653298069970e-06;2.323148320933471e-05;-1.634574832935015e-05;3.131445547657595e-05;7.575090944657020e-05;-8.613492917208823e-05;-1.279812149580062e-04;-6.307021019620929e-05;8.344768080340478e-05;1.358943491499330e-04;-7.188184665258980e-05;-1.157782248983196e-04;6.124607955620771e-05;5.667482245474525e-05;-4.416130024107849e-05;-9.400625394064622e-07;3.450555903286548e-05;-2.007291297152893e-05;-2.778386175690290e-05;1.392584542679448e-05;1.983760278445893e-05;-2.077161410787691e-06;-1.214007555387961e-05;-4.933404064920129e-06;5.824699773694765e-06;6.329873029113737e-06;-4.638355583791971e-07;-3.950458352916712e-06
5.700000000000013e-03;2.667314025469634e-03;-6.568180799692014e-03;-1.313953429702084e-02;-5.060940152247190e-03;9.146129656109990e-03;1.840400782438796e-02;1.244877127023282e-02;2.879336287569275e-03;-9.517100619922361e-03;-8.344246445209612e-03;-2.150234893758459e-03;-2.083754930260130e-03;1.080458450369862e-02;2.243860307091540e-03;-3.782998666572047e-03;-8.165058628981326e-03;-8.926617964243598e-03;-2.466366715355365e-03;2.687827303602842e-04;1.948724412351782e-03;-9.763610934003691e-03;-1.136337698664146e-02;-9.419791909834965e-03;-3.732247118242072e-04;-1.333025130382295e-03;-1.224503181341741e-03;1.365763870214173e-03;7.800048461426901e-03;4.364249297053871e-03;-1.012855381531628e-19;4.923770720996378e-03;2.668684741522352e-02;1.105300159423908e-03;2.925218164834749e-03;-2.175172724342199e-03;-5.953704273155438e-03;-3.405770730825487e-03;2.003526704920620e-04;2.736525152305770e-03;-1.498936498959411e-04;-3.448552791032471e-04;-1.923091376291436e-03;6.528615598075138e-04;-4.482838342797418e-03;-9.022790280664752e-04;1.779353131962396e-04;-4.656963075721203e-04;-3.381249445541946e-05;7.753962946609701e-04;-1.526956845585471e-04;-1.877410419225973e-04;8.705122064359934e-05;4.371847241721555e-05;1.274640391807185e-05;3.243488306901518e-05;-4.102288226820655e-05;2.644853545300393e-05;1.621136854801022e-04;6.424305539515011e-05;-5.393746951844863e-05;-1.370776445115841e-04;-3.054763743717918e-05;1.486802436519327e-04;2.871855946701950e-05;-1.125160298633492e-04;-3.444956767881963e-06;5.271576525986927e-05;-2.418122195646010e-05;-1.258384002282508e-05;3.507532320740194e-05;2.220165887169709e-06;-2.791881128977251e-05;-5.354457706362523e-06;1.587178689697468e-05;8.921675095203062e-06;-7.794908139835318e-06;-9.455685938139927e-06;4.870754461434164e-06;7.694499066291083e-06;-5.481051179167169e-06
5.720000000000013e-03;1.291714877858377e-02;-8.049410043839890e-03;7.948687358126176e-03;-2.325077501291857e-03;-1.042678399679296e-02;1.822788972138419e-03;-3.962300014927567e-03;-7.516121952788611e-04;9.960431109664469e-03;-3.761413580281819e-03;-1.566401623519614e-02;-6.311191936060714e-04;-6.371510027647679e-04;4.450060859635515e-04;1.330572177688731e-03;3.005110356396262e-04;6.221971353749748e-03;-3.766238599079309e-04;-2.956080919946731e-03;-2.592599143168006e-04;9.035513569187151e-03;6.839641533319811e-03;7.851937079286228e-03;7.842043702518189e-03;9.568663523707641e-03;8.602746371234343e-03;7.499605293999179e-03;2.215149288255303e-04;-6.181868173469674e-05;1.961782255855154e-20;-7.748286150522634e-03;-2.209524768386559e-02;-1.722315963062924e-03;-4.568721393793291e-03;1.150743790061102e-03;2.588116207333897e-03;-1.121438010917128e-03;-2.738896391628076e-04;-4.479455591130319e-04;3.077015850315107e-05;-8.503187141442955e-04;-2.070672622997090e-04;-2.274074914391227e-04;2.684488422566931e-03;-7.011867484879885e-04;3.242498246591103e-05;1.127975512075273e-04;1.940498179495922e-05;-3.062802628597796e-04;7.611796312565322e-04;5.119083306007341e-05;-1.812398007838648e-04;-3.347323152363345e-05;-2.565426382695347e-05;-2.071165885035540e-05;1.722400513325271e-05;-1.184922229276575e-04;-1.174096379905889e-04;6.932099245696994e-05;1.248991745193108e-04;8.157911145581338e-05;-9.192193730272468e-05;-1.250050345695675e-04;8.188829772887630e-05;9.421632443755375e-05;-5.908645892197564e-05;-3.312458804493806e-05;3.597504506461746e-05;-1.274228839266939e-05;-2.449205750584734e-05;2.338102374067249e-05;1.957038628147689e-05;-1.390433960366063e-05;-1.646881681669283e-05;2.501176314586238e-06;1.430566900447270e-05;4.736701573250444e-06;-1.267785147434926e-05;-8.645148979271707e-06;1.096776306014641e-05
5.740000000000013e-03;-1.777290910658402e-02;1.929521789973851e-02;3.261103255309464e-03;9.507490074171336e-03;4.318885372464380e-03;-2.746915672068672e-02;-1.300911486864243e-02;-1.886821885185513e-04;-5.906008212884126e-05;1.641534179151883e-02;2.166482038654594e-02;-1.119054641932738e-03;-9.449661929515197e-03;-2.601089923628156e-03;2.887265350990919e-03;7.938915880156515e-03;1.864339632853946e-03;3.162764934127009e-03;1.408494762860804e-03;-1.876637743992118e-03;-1.458765256752569e-03;5.314475544893296e-03;-1.953025499564104e-04;-7.838051394149077e-03;-9.039919869676723e-03;-6.683882737693923e-03;-1.039544402971108e-02;-6.622294997602996e-03;-4.691213256153536e-03;-2.425410776359122e-20;-2.826962482691100e-03;-3.252180313147207e-02;-7.678185761715057e-03;2.993483304282792e-03;2.832209380137229e-03;1.917415524013527e-03;5.060578891083314e-03;-7.135977308002830e-04;-1.816460011037086e-03;-8.530052387414557e-05;1.405266521944731e-03;2.051221321287722e-03;-3.556986296650108e-04;1.159286690736937e-03;2.041178533732987e-03;-2.356147103735064e-04;2.360524670945126e-04;2.585140678130443e-06;-2.175387230277066e-04;-9.465486384983225e-04;2.165566452733103e-04;1.595339637251355e-04;-3.331306403871285e-05;1.398347636570166e-05;-2.774809901763019e-06;2.402581841020446e-05;1.287460837062553e-04;-2.859719358138902e-05;-1.677738532891451e-04;-8.652882624978804e-05;3.685739014349409e-05;1.441920062275418e-04;1.665397927207872e-05;-1.425081002071243e-04;-1.240477156588992e-05;9.189556653830619e-05;-7.656582820255142e-06;-3.082689766149906e-05;2.608066906255205e-05;-1.066622443447544e-06;-2.961585380604104e-05;4.236891631595284e-06;2.190287579303983e-05;2.644290711371213e-06;-1.232950306937864e-05;-8.128974531226908e-06;4.574178286883663e-06;9.408080988961467e-06;1.800891915041775e-06;-6.861954579084521e-06
5.760000000000013e-03;1.093457073834514e-02;-1.709470561871842e-02;-9.819250718877421e-03;-1.178372154675405e-02;-3.152819679721988e-04;3.463642148329532e-02;2.234100128946065e-02;-2.179846080417151e-03;-9.143150406627772e-03;-1.355408803676199e-02;-9.052984478127737e-03;4.765067217025650e-03;9.510366759121206e-03;2.911815477969131e-04;-5.047610646780069e-03;-9.067487945506832e-03;-7.517967143630605e-03;-3.667709098371472e-03;2.587798440238757e-03;2.062372453640616e-03;-6.178870874669299e-03;-1.339998242667579e-02;-6.012489887793176e-03;1.391508549106027e-03;7.720488626671179e-04;-2.872543956021070e-03;4.788856448592238e-03;6.028884135640678e-03;5.103073994685411e-03;1.571152888141571e-20;-2.158944823073787e-03;-6.991983720133495e-03;-1.302973465446329e-03;-1.636174953089746e-03;1.713430137283392e-03;-3.485474348357072e-03;-5.299740911614803e-03;4.579847054137608e-04;2.694160289977513e-03;-1.410301771561909e-04;-5.098969168499882e-04;-1.870137161661070e-03;5.715481505826415e-04;-3.778972980856200e-03;-1.351723447190182e-03;2.009399799675365e-04;-3.125846492853014e-04;-1.383923256872127e-05;4.029260056468158e-04;4.520267941004681e-04;-4.337512587081263e-04;7.776212723738328e-06;1.009423393208231e-04;7.346860713995518e-07;1.903703875505400e-05;-4.805814299807598e-05;-3.958592483630684e-05;1.722042904873766e-04;1.389041761377686e-04;-3.831574957369141e-05;-1.224388088459879e-04;-8.785452358284234e-05;1.007389581635299e-04;1.080582573716846e-04;-8.178969780767519e-05;-6.847494726265854e-05;4.820627805132734e-05;1.172248311737354e-05;-2.231192123762762e-05;2.120047734459131e-05;1.260373790643739e-05;-2.382470726048592e-05;-1.139639267791502e-05;1.421849088038434e-05;1.157693490544594e-05;-6.222889150049537e-06;-1.041840362159099e-05;3.274381623001954e-06;7.564676591779220e-06;-4.406358744909346e-06
5.780000000000013e-03;-6.996177566166182e-04;1.460421010285156e-03;6.092006246216592e-03;7.290057059774156e-03;3.762556654762899e-03;-1.332248128447256e-02;-1.339604610616907e-02;6.269548784012397e-03;7.457126001920397e-03;-5.993997567652821e-03;-1.109920413084169e-02;-4.873042201167913e-03;2.378251907943192e-04;4.184784531157056e-03;2.740932436104157e-03;1.949466388563683e-03;5.552916345110204e-03;1.942593024568814e-03;-4.490674216668412e-03;7.412300060744289e-04;7.262315787059340e-03;9.532995259115712e-03;5.254866791319782e-03;5.324472570310890e-03;6.799570895778848e-03;1.034926691450751e-02;3.805702570601851e-03;-5.999426376926740e-05;-8.193669215903356e-04;1.079420212825045e-19;4.075590249007059e-03;3.008833994846217e-02;7.055854871376048e-03;-1.806898899241458e-04;-2.946729400874601e-03;2.415032874598429e-03;1.772347294714146e-03;5.091966791240641e-04;-2.006820151084020e-03;4.179258216110488e-04;-1.134757755343943e-03;-1.038141652486828e-04;-2.761049768546833e-04;3.108937065046696e-03;-1.182202032063488e-03;7.765150331028649e-05;9.016713915341746e-05;1.241909033751653e-05;-2.079717485048747e-04;4.271441136274688e-04;3.975302053689724e-04;-2.190631564886021e-04;-9.508208972764442e-05;-1.209848865363163e-06;-2.130179518743403e-05;3.180321039873565e-05;-8.417920552261648e-05;-1.957693240580177e-04;1.098409338504950e-05;1.466913777356161e-04;1.027958486365276e-04;-3.044241979151580e-05;-1.415978894227505e-04;-3.186800482854780e-06;1.224096443683467e-04;1.098316790664298e-06;-6.281520532068651e-05;1.155795514505992e-05;8.713181798189453e-06;-2.165376351381633e-05;1.174508876630344e-05;2.271506159891130e-05;-8.371883810511894e-06;-1.904746157114265e-05;-6.864312641882817e-07;1.590106199274402e-05;7.409594474210766e-06;-1.423952546415609e-05;-1.111406576377692e-05;1.299991432287461e-05
5.800000000000013e-03;-5.779484068389626e-03;1.533682260485462e-02;3.280716492164171e-03;2.554575025666568e-03;-8.324476739784885e-03;-2.015816500890144e-02;-7.226401331964004e-03;-8.624959664248035e-03;2.796437908389984e-03;2.544080289125427e-02;1.986327730439488e-02;-2.973698148886711e-04;-9.227440888246081e-03;-5.134123583816467e-03;2.412723077614118e-03;6.890797795956296e-03;2.072867962456107e-03;5.812835502107399e-05;2.170345543059732e-03;-4.585522266651788e-03;-1.437542116925537e-03;2.530371010684137e-03;3.249728396951055e-04;-7.364347415842853e-03;-6.946082764392836e-03;-8.231883771795987e-03;-8.040690742106320e-03;-4.818258232455845e-03;-4.141975660826329e-03;-9.501592240537811e-20;7.926102648719345e-03;2.963859170972701e-02;3.593836165626305e-03;2.996962185854767e-03;-3.157155173680229e-03;-8.359247421857560e-04;2.777219355807317e-03;-1.271866867851530e-04;6.738169320098873e-04;-2.920704702736738e-04;1.975891411917574e-03;1.991206091912780e-03;-2.284410776564877e-04;-1.467466736250643e-04;3.421847974530955e-03;-3.570326870848430e-04;1.988958138624287e-04;-9.710662332116722e-06;-3.882804439778978e-05;-1.087730662380530e-03;-7.548759016572893e-05;3.229811210516419e-04;-1.445793148028431e-06;-5.529847250343789e-06;1.553277092035941e-05;1.138062496095763e-05;1.495346951827549e-04;7.263703453788665e-05;-1.775950116474841e-04;-1.458724613067519e-04;7.285428614634856e-06;1.205890242033940e-04;8.379844623228803e-05;-9.940512829620465e-05;-8.557342838965966e-05;6.819086326346983e-05;4.280526245040004e-05;-2.927443832078374e-05;3.163873924999623e-06;6.646327988231727e-06;-2.314216211623523e-05;-3.148861157986124e-06;2.052058950729157e-05;7.714052349200759e-06;-1.089347909442744e-05;-1.219390940448716e-05;2.007536090646628e-06;1.350483237335408e-05;5.355228180126137e-06;-1.094997185236118e-05
5.820000000000014e-03;8.239964263448233e-03;-1.819961799859592e-02;-8.927050720695434e-03;-1.362749568092099e-02;2.930522058197139e-03;3.703143797728715e-02;2.199775794040103e-02;6.087694892402305e-03;-1.006807957289674e-02;-2.467463996995028e-02;-7.654969011853236e-03;6.473787977071490e-03;7.350471148346951e-03;3.760612000425515e-04;-5.752932247855158e-03;-9.184337664397493e-03;-8.839002833570073e-03;-7.994243726689144e-04;2.144449743877928e-03;5.549691301847512e-03;-6.038534863598333e-03;-1.192631021301457e-02;-4.288790862904702e-03;4.006584405281293e-03;4.065958142812695e-04;-2.121014128258944e-03;5.342981982929538e-03;3.889118481490736e-03;5.507288573008746e-03;-7.218359378220548e-20;-3.886465303738411e-03;-1.960421207403397e-02;-8.460921675366470e-04;-3.485794205760394e-03;1.048223728834869e-03;-6.564455941520108e-04;-5.001805353664011e-03;4.801842859708218e-05;6.703422908655199e-04;-5.465263475955133e-05;-1.004445412979006e-03;-2.044628211597711e-03;4.886958814818644e-04;-2.425787263025869e-03;-3.003269954462779e-03;3.466058848226571e-04;-2.674434076394677e-04;1.492752395366933e-05;1.557939965061915e-05;1.015628899462112e-03;-3.591558673353236e-04;-2.110060359507370e-04;1.254793191760277e-04;-8.710755900055949e-08;-4.794832233897424e-06;-4.279039312823302e-05;-9.872097133262776e-05;1.188288707963533e-04;2.269051611476294e-04;1.717336227982174e-05;-1.226743645880562e-04;-1.129668100600946e-04;3.025474694047021e-05;1.298386668794160e-04;-5.143407999273693e-06;-9.407765370890304e-05;2.481948678307902e-06;3.329156350061779e-05;-7.776162264133611e-06;8.635269150445364e-06;1.309194299478080e-05;-1.779372411497462e-05;-1.445771846163834e-05;1.044903812899734e-05;1.304318677297466e-05;-2.601583970893701e-06;-1.011103052158975e-05;-3.753544397411892e-07;5.769533574262725e-06;-1.380733374903585e-06
5.840000000000014e-03;-9.544559835193268e-03;3.737212214001761e-03;5.639626313017866e-03;1.936045035384215e-02;1.308341451878533e-02;-2.286259476800312e-02;-1.846652483763089e-02;1.335822764792222e-03;6.123499864663835e-03;1.845703059524205e-03;-1.446094237568101e-02;-7.260689634183273e-03;4.161623753588595e-03;4.951612665103638e-03;3.759888604979630e-03;2.549708905896556e-03;9.181189505168573e-03;1.790104852518492e-04;-4.091338972835181e-03;-1.646262908926220e-03;8.519229596572118e-03;1.056551736591223e-02;2.587168147920396e-03;1.636568770583927e-03;5.488130586159840e-03;1.127109718648138e-02;8.986657736267587e-05;1.580745392049207e-03;-2.523840164186746e-03;-1.075246609983356e-19;-8.835098773943782e-03;-3.356312540274400e-02;-9.471138871397125e-03;2.056525422669495e-03;2.966173334081518e-03;5.648626644583118e-04;3.661091211595969e-03;-7.105534802812157e-04;-1.473149192122536e-03;1.860162376432511e-04;-1.058228211419574e-03;2.748546183994578e-04;-2.708887034767934e-04;2.545137747248275e-03;-2.126036907882424e-04;-3.956205579601734e-06;1.364550867017673e-05;-2.390761738150524e-05;2.819773155494978e-04;-2.514281921721670e-04;6.093734368105991e-04;-6.476206155953304e-05;-1.741572761854487e-04;2.215736035003883e-05;-1.366250385649484e-05;3.162090664460135e-05;-3.268134375189978e-05;-2.342447111099795e-04;-1.044513798243815e-04;1.509418598285673e-04;1.465537310331339e-04;1.363071912933429e-05;-1.161783489570598e-04;-7.207683425593260e-05;8.698701265020624e-05;6.154095956802321e-05;-4.567086581318492e-05;-2.252107806370081e-05;7.440139410819214e-06;-1.048849632946878e-05;7.520356252899614e-06;2.169912227560918e-05;-4.042320561997661e-06;-1.950467927048438e-05;-4.145941832133545e-06;1.578159424649777e-05;1.020012003423448e-05;-1.426975462932973e-05;-1.312484569218463e-05;1.394773938127077e-05
5.860000000000014e-03;8.833594036465780e-03;1.488458094279001e-02;2.904618038984495e-03;-1.355505012436437e-02;-2.504985995969004e-02;-8.228656274203034e-03;9.149218508548681e-04;-1.044230886786139e-02;4.893578067595686e-03;2.346275773784377e-02;2.418159071492287e-02;1.004480872091763e-03;-1.327489238137682e-02;-3.849979787486934e-03;1.864852767289635e-03;7.035464825488288e-03;-2.748786910539410e-03;8.115241554546873e-04;1.884808787694383e-03;-4.654050654043192e-03;-3.482626729682532e-03;-4.266400705432598e-04;2.421464864928436e-03;-6.006221276526792e-03;-4.492844160329207e-03;-1.095617872686663e-02;-2.524625468464501e-03;-5.998682378494808e-03;-1.683703361131474e-03;-7.857752103557598e-22;1.828532571189228e-03;-3.392766594027798e-03;6.104343661102869e-04;-1.803431468672628e-03;1.711451433379512e-03;1.089287272490769e-03;-5.224670176140128e-04;-4.511305640916787e-05;1.341768456262808e-03;-3.010405254379254e-04;2.328620265075862e-03;1.663339724041992e-03;-1.785954394771176e-04;-5.335276875718674e-04;3.762321144878748e-03;-4.025619007536986e-04;3.642971279477111e-04;1.760546368924088e-05;-4.998030525443175e-04;-6.488150193094830e-04;-4.745650428875557e-04;3.217002747650848e-04;9.239650021620445e-05;-3.734779387639904e-05;3.833984676736793e-05;1.275802771236618e-05;1.407637502619950e-04;1.750365129993819e-04;-1.150865624412830e-04;-2.255659199329634e-04;-4.734553263967498e-05;1.016727124772340e-04;1.123894543851098e-04;-2.929438857082694e-05;-1.063954375189949e-04;5.846089456823811e-06;6.082143342060718e-05;2.279777900860547e-06;-7.798448552715211e-06;-9.027573798183958e-07;-1.887475052847398e-05;-5.315395460250820e-06;1.819322408905827e-05;1.134971104212275e-05;-7.680129794696047e-06;-1.566901204201071e-05;-2.290356280704153e-06;1.744160084674914e-05;1.013022411871435e-05;-1.553661119258115e-05
5.880000000000014e-03;-2.188962502004942e-03;-1.905215048176949e-02;-8.285938927734418e-03;-3.751178010362477e-03;1.684981765543307e-02;2.685928554939809e-02;1.413964649600070e-02;1.641670914437540e-02;-1.130087532699430e-02;-2.849265322372791e-02;-9.474309118804414e-03;6.577846539854970e-03;9.299711153381181e-03;-3.828852020885916e-03;-4.873815913406278e-03;-1.057253308379051e-02;-5.802711912668969e-03;-1.099137955593587e-03;1.941349561217175e-03;8.072174096341112e-03;-5.523377340846798e-03;-8.729922599548461e-03;-5.104063288952930e-03;7.257703581949948e-03;-2.526383794551152e-03;1.909572384137361e-03;5.866669900395189e-04;5.070466128621164e-03;3.223406146370161e-03;-3.260506447137844e-20;4.970492676227580e-03;2.953592426611427e-02;6.390135335851724e-03;1.039684414019660e-03;-1.752225884041885e-03;-1.249687283650471e-03;-1.649577661113380e-03;7.503386232639235e-04;-6.794268509486941e-04;3.783296389803044e-04;-1.586876571519442e-03;-2.055609985356447e-03;4.032255195838774e-04;-1.440170381333572e-03;-4.590113261018861e-03;5.172249776098265e-04;-5.062218025284225e-04;1.225145706587653e-05;2.668074585797530e-04;1.034263958123319e-03;2.476377643538516e-05;-3.777280604049280e-04;6.996265719940926e-05;1.766568987263144e-05;-5.207962800194888e-05;-4.472468358882793e-05;-1.347499249072480e-04;2.527056614870229e-05;2.708666531339781e-04;1.325994818827879e-04;-1.097463538818368e-04;-1.424246915842375e-04;-2.422227341585325e-05;1.022957384840784e-04;5.652326677003233e-05;-6.288770016675954e-05;-4.130780663569992e-05;1.799863931565006e-05;1.125900400041086e-05;1.224826590147205e-05;9.875987064727306e-06;-1.625013468624739e-05;-1.510382057391006e-05;6.696427678339490e-06;1.202555557201181e-05;2.291687047610981e-06;-7.064165349823962e-06;-5.819942282606168e-06;1.351978900317568e-06;3.894682874347552e-06
5.900000000000014e-03;-9.885367436544891e-03;2.952628380887304e-03;5.835811430766316e-03;2.288958461455786e-02;9.824500899375203e-03;-1.744417718220749e-02;-1.425486075333007e-02;-1.497100308392161e-02;6.883791253108359e-03;9.542847032788446e-03;-1.826508353707398e-02;-7.479087450094530e-03;5.530424255326918e-03;9.609805431969570e-03;7.256948214525372e-04;4.568975342969774e-03;1.069229632342832e-02;8.106815235936458e-05;-3.479766615822924e-03;-5.347231402418479e-03;1.162434197098357e-02;8.692644951399237e-03;2.830991843945567e-03;-5.180471658220701e-03;8.596104818838980e-03;7.330625145294578e-03;1.951880391719631e-03;2.352969931499602e-04;-1.395491851968543e-03;-1.080055735336728e-21;3.616467655517422e-03;2.416911243428899e-02;3.300737169095071e-03;2.021632214151634e-03;-2.690299557572625e-03;-5.612833623328665e-04;1.639440885746076e-03;1.591274595365400e-04;7.746498520963286e-05;4.707201750705648e-05;-5.229411003326370e-04;6.647786469344488e-04;-2.287375726059189e-04;1.555698324910128e-03;1.764462604911022e-03;-2.089463561637586e-04;1.941617566602163e-04;-4.801720934411168e-05;3.982515738062857e-04;-6.608576494584793e-04;4.367170965740297e-04;1.872424222688458e-04;-1.904732364552418e-04;3.366515600912543e-05;2.955308471975164e-05;2.523582589730458e-05;1.448696771510867e-05;-2.165268449006475e-04;-2.330646281357223e-04;7.765997885757534e-05;2.046611095817478e-04;7.031195800469959e-05;-8.230318681745106e-05;-9.860797608058885e-05;2.288090138879017e-05;7.494700804740314e-05;2.199246940898486e-06;-2.943197231194350e-05;-1.374874774129020e-05;-9.762624328229861e-06;1.166232758041744e-05;2.273760986354066e-05;-2.541617386154656e-06;-1.830405514567586e-05;-5.665500378531441e-06;1.255983556640124e-05;1.059976964454566e-05;-1.091016799934753e-05;-1.230254213062013e-05;1.170988282010013e-05
