time units=S;v(111136) units=V;v(112136) units=V;v(113136) units=V;v(114136) units=V;v(115136) units=V;v(116136) units=V;v(117136) units=V;v(118136) units=V;v(119136) units=V;v(120136) units=V;v(121136) units=V;v(122136) units=V;v(123136) units=V;v(124136) units=V;v(125136) units=V;v(126136) units=V;v(127136) units=V;v(128136) units=V;v(129136) units=V;v(130136) units=V;v(131136) units=V;v(132136) units=V;v(133136) units=V;v(134136) units=V;v(135136) units=V;v(136136) units=V;v(137136) units=V;v(138136) units=V;v(139136) units=V;v(140136) units=V;v(141136) units=V;v(142136) units=V;v(143136) units=V;v(144136) units=V;v(145136) units=V;v(146136) units=V;v(147136) units=V;v(148136) units=V;v(149136) units=V;v(150136) units=V;v(151136) units=V;v(152136) units=V;v(153136) units=V;v(154136) units=V;v(155136) units=V;v(156136) units=V;v(157136) units=V;v(158136) units=V;v(159136) units=V;v(160136) units=V;v(161136) units=V;v(162136) units=V;v(163136) units=V;v(164136) units=V;v(165136) units=V;v(166136) units=V;v(167136) units=V;v(168136) units=V;v(169136) units=V;v(170136) units=V;v(171136) units=V;v(172136) units=V;v(173136) units=V;v(174136) units=V;v(175136) units=V;v(176136) units=V;v(177136) units=V;v(178136) units=V;v(179136) units=V;v(180136) units=V;v(181136) units=V;v(182136) units=V;v(183136) units=V;v(184136) units=V;v(185136) units=V;v(186136) units=V;v(187136) units=V;v(188136) units=V;v(189136) units=V;v(190136) units=V
1.440000000000002e-03;-4.377955025820850e-10;7.980200415477982e-09;1.292644229532939e-08;-9.848910987491809e-08;-3.168641507662057e-07;7.921575782703810e-07;4.552525443635194e-06;-2.774031184745979e-06;-4.458525554065946e-05;-2.170362625631595e-05;3.021258108885736e-04;3.939663118399264e-04;-1.352311254144658e-03;-2.834227006976611e-03;3.450971807207211e-03;1.140285285357565e-02;-2.264700188814787e-03;-2.398823207547716e-02;-1.028444907412958e-02;1.489808343326702e-02;1.645348236938889e-02;2.205217449973063e-02;1.645286721476996e-02;-8.942633760723677e-03;-4.425213961708865e-02;-5.501998673969448e-02;5.736760367660667e-02;4.637624963681472e-02;7.031719497962899e-03;-1.660184576618429e-19;-3.975361075653039e-02;1.078375547879776e-02;3.686585388673232e-02;-1.856767248812054e-02;2.849730014383530e-03;-1.938628230794641e-03;3.833730044101585e-04;-5.653423005617162e-05;6.034229733751497e-04;-8.562050637624024e-05;9.985314883580412e-05;4.417176083263006e-04;-5.162302023442857e-05;6.560142508094458e-05;8.257443699458884e-05;-8.638919349572188e-06;-1.147988981135148e-06;2.119135509705586e-07;-3.258896200504341e-07;-2.228928748853515e-07;6.499856660951258e-09;3.587385154161745e-08;-6.175127123569109e-10;-5.763227585286731e-09;-4.285585052536851e-10;6.704124485648553e-10;1.263824902241093e-10;-4.905643237428224e-11;-1.673336452545220e-11;1.838531547802423e-12;1.409071086349916e-12;4.454381265505251e-14;-8.040435594262935e-14;-1.196295156440408e-14;2.826606883508320e-15;9.248169195192065e-16;-2.073615365078441e-17;-4.273921274757058e-17;-4.277884742270817e-18;1.142521143363383e-18;2.948694034255321e-19;-4.157995377093717e-21;-1.024949290112057e-20;-1.106226472775254e-21;1.734796767702204e-22;5.239496096275365e-23;1.552688079735615e-24;-1.176161554355452e-24;-1.777192581045731e-25;1.173922415898964e-26
1.460000000000003e-03;2.884151806913310e-09;-3.877570512305788e-09;-4.370466998586588e-08;-1.141128080470505e-08;5.585576038251232e-07;8.684827553273445e-07;-5.047858375351873e-06;-1.428376173908157e-05;2.992562080748484e-05;1.422318487717095e-04;-8.351729615521605e-05;-9.455378869061191e-04;-2.675016067810549e-04;4.143633649027333e-03;3.678581362418957e-03;-1.095401672471177e-02;-1.526052144893966e-02;1.313254740025624e-02;2.692253778054473e-02;3.873624244230919e-03;-4.408988646562758e-03;-1.399424088902864e-02;-3.226029086054651e-02;-2.304442986649542e-02;5.409688614924741e-03;7.337328830826718e-02;1.615669224647235e-02;-4.210979336347679e-02;5.751244018757934e-03;4.216169894880113e-20;4.529581110149314e-03;-5.849065578461187e-02;1.442588944006285e-04;4.668172674958530e-02;-4.524654052755708e-03;-4.536415869246843e-03;-3.688670850157523e-03;4.138999887607630e-04;6.693507151035643e-04;-9.867303469740230e-05;2.375576572279506e-04;2.659959606977181e-04;-2.123309978567017e-05;-7.905896435174854e-05;-2.540358349628031e-05;3.883576467961839e-06;-5.720282631412297e-06;4.720744387017205e-07;4.878507183865501e-07;1.106762399930957e-07;-8.940718241877980e-08;-2.339982381484911e-08;1.480085628461043e-08;4.511245688787532e-09;-1.812178791204489e-09;-7.760903154570800e-10;1.129078685574056e-10;8.993773968353613e-11;5.141888893111572e-13;-7.153172031522923e-12;-8.607699400039332e-13;3.842727784931512e-13;9.798091520043882e-14;-1.101906384860230e-14;-6.587545741321924e-15;-2.103019574265538e-16;2.885410660713817e-16;4.348358975584335e-17;-6.998177719998185e-18;-2.565209811723603e-18;-4.321990281566194e-20;8.641553562705465e-20;1.183550926443117e-20;-1.365078916193766e-21;-5.268435377607956e-22;-2.312424724822874e-23;1.193930263046563e-23;2.036185485253026e-24;-6.215185914839137e-26;-6.220282356078202e-26
1.480000000000003e-03;-3.249278554816150e-09;-9.635686690741894e-09;3.740871951436183e-08;1.922748064546766e-07;-2.152013352109878e-07;-2.520812767403108e-06;-6.955392397254316e-07;2.345829658138976e-05;2.977725207901909e-05;-1.530492200718170e-04;-3.348804273328606e-04;6.525103694627807e-04;2.210344289174440e-03;-1.440761811550342e-03;-9.107375088526900e-03;-5.733642668532594e-04;2.175959555171776e-02;1.099037525002973e-02;-2.215710222771480e-02;-1.713800934160940e-02;-8.727599686722355e-03;-1.002617405773567e-02;1.816791311776626e-02;3.204966450752209e-02;3.688749326185610e-02;-3.137837628021578e-02;-6.202734970308469e-02;1.612752766794483e-02;-2.096905761869110e-02;-9.524553476803728e-21;1.283772738629821e-02;7.135876495195952e-02;-3.203201593109281e-02;-4.234967559494886e-02;1.856469320048302e-03;7.129410396816920e-03;3.253292097271971e-03;-2.228399843280002e-04;-1.506898966380398e-03;2.039691661870844e-04;-4.068142467755872e-04;-8.325631937547203e-04;8.384196315763915e-05;2.840042008433842e-05;-6.582827962589155e-05;5.274103396074059e-06;9.176282202903556e-06;-9.025806472142564e-07;-2.301238813716970e-07;1.401849609935574e-07;1.142938372896081e-07;-1.753128935776208e-08;-2.004466215341806e-08;2.224712870899633e-09;3.262907506342607e-09;4.515730767389315e-11;-3.718670800547527e-10;-4.721461730260485e-11;2.851495965224149e-11;7.125403651177023e-12;-1.351367336403278e-12;-6.473811675391533e-13;1.392026951623869e-14;4.028162444578193e-14;3.824648326729521e-15;-1.659659174985442e-15;-3.793787642546397e-16;3.195449540191012e-17;2.017713867522054e-17;1.077817929394101e-18;-6.521501577227043e-19;-1.171068189651736e-19;8.710768906673920e-21;4.910752121329958e-21;3.120439238148309e-22;-1.100402374767842e-22;-2.201752279046960e-23;3.934121143362348e-25;6.189765225390367e-25;5.590206188230949e-26
1.500000000000003e-03;-9.084501318196430e-10;2.096876932826939e-08;2.671881582027735e-08;-2.481656475791136e-07;-6.613399412447982e-07;2.000923860650250e-06;9.120903937611811e-06;-9.006092270790287e-06;-8.531852500937870e-05;-9.315914096623688e-06;5.575330276790660e-04;4.736195477991719e-04;-2.479663251220860e-03;-3.568611010830593e-03;6.920379536174488e-03;1.392763116153619e-02;-9.731715068018940e-03;-2.763716612614488e-02;9.058688640092311e-04;1.511380349908661e-02;8.146410837246149e-03;2.505430031725770e-02;1.093651204026813e-02;-1.115652890420282e-02;-4.259753659752965e-02;-2.954021755973680e-02;5.237002466442012e-02;-1.401209514405787e-03;1.773808054208237e-02;9.422861786624626e-20;4.606905312899625e-04;5.827480104072916e-03;4.571981203733723e-02;8.311212130157061e-03;-1.970327231511751e-03;-4.405993465973162e-03;8.826990215670987e-04;-2.231843154660432e-04;1.349352733647147e-03;-1.493451658521416e-04;2.120406898002844e-04;8.071893754861554e-04;-8.822923791783325e-05;4.823482380921212e-05;1.169244903615531e-04;-1.145813452644888e-05;-5.250216630855107e-06;6.405500396833211e-07;-3.067853614780507e-07;-3.233849319995206e-07;-3.857832344133012e-08;5.644262071564629e-08;7.285366184517046e-09;-9.777658400427997e-09;-1.919564341902806e-09;1.150844469275117e-09;3.554911861359569e-10;-8.115776806492509e-11;-4.242726507062014e-11;2.218361899313993e-12;3.544127717942099e-12;2.314793290063151e-13;-2.091514822890183e-13;-3.755224930480877e-14;7.774519835080820e-15;2.895334732664224e-15;-5.928388317825971e-17;-1.435484431383865e-16;-1.405732319936598e-17;4.377994839463530e-18;1.072842731694026e-18;-3.779597149681516e-20;-4.273849055630240e-20;-3.791549673548059e-21;9.281510086438349e-22;2.267037467260631e-22;-3.341437763423740e-25;-6.386279458280427e-24;-7.428601567615376e-25;1.030952377873250e-25
1.520000000000003e-03;7.436781676450236e-09;-1.189052102616906e-08;-1.040902831253302e-07;9.576084064600370e-09;1.268267843236503e-06;1.413281431770877e-06;-1.114438058403982e-05;-2.421004283956723e-05;6.787192298827270e-05;2.341943609703628e-04;-2.509562537327949e-04;-1.494066114012761e-03;2.541362731094928e-04;6.319179572672437e-03;2.374332399251433e-03;-1.659184894522205e-02;-1.171670899068310e-02;2.226070305450891e-02;1.818314270941240e-02;-3.965100901413838e-03;4.492781878731328e-03;-1.518409518064525e-02;-2.644995202994313e-02;-1.555884398839421e-02;7.917087491407395e-03;5.532642774361884e-02;-1.173618101159785e-02;2.979533073722428e-03;3.136819014880433e-03;3.041239965376351e-19;-4.724482082773360e-03;-3.298178416886619e-02;-2.129315815255334e-02;3.000340328956790e-02;-1.196895553987047e-03;-1.408649824024556e-03;-5.005472584215570e-03;4.837726841156469e-04;-3.941661066016327e-04;1.629873206630383e-05;2.269814910782770e-04;-1.885783110388976e-04;2.579292006853568e-05;-8.796161205030564e-05;-7.604682013131751e-05;8.752416131603595e-06;-4.142937067005693e-06;2.555457721428194e-07;6.799021639950080e-07;2.441312887985032e-07;-9.483963966814610e-08;-5.368638154902923e-08;1.759634322632811e-08;1.044361406958035e-08;-2.134379651367285e-09;-1.697551746925671e-09;8.110807468458523e-11;1.928669053072859e-10;1.309271689695606e-11;-1.550433790815085e-11;-2.718430293319970e-12;8.505752957224265e-13;2.778793283451854e-13;-2.345640726735993e-14;-1.900565124128233e-14;-8.327010147162804e-16;8.882523954263365e-16;1.418271793096698e-16;-2.425289137897769e-17;-8.925606621715933e-18;-5.397828173164474e-20;3.379095099616061e-19;4.175763757355928e-20;-6.815602272048779e-21;-2.186273130471169e-21;-4.374474256538939e-23;6.052346407480085e-23;8.394404559690104e-24;-6.669260531724567e-25;-3.170780681817488e-25
1.540000000000003e-03;-8.852828221864994e-09;-2.088674945519964e-08;9.859991421430595e-08;4.076175215672673e-07;-6.461459957281871e-07;-5.112833818130734e-06;8.035149128233127e-07;4.569031987897489e-05;3.502097435381398e-05;-2.917526734712013e-04;-4.358991973131101e-04;1.284415563930569e-03;2.813509556338190e-03;-3.574774817413275e-03;-1.093466840352836e-02;5.023698293708530e-03;2.399749489354607e-02;-5.578359215143310e-04;-2.078963677790228e-02;-2.828782180507287e-03;-1.279122200007845e-02;-9.093746120614584e-03;1.627464740207997e-02;1.902843961691225e-02;3.013120206672697e-02;-3.022950255526625e-02;-1.542776728726762e-02;-2.763898832804955e-03;-1.868547186541298e-02;1.063171099567208e-19;-9.918984648636015e-03;-4.804141289500821e-04;-1.382182609130114e-02;-4.211209720828347e-02;5.913161930590992e-03;5.232647445464002e-03;5.048266054490771e-03;-4.959937777085721e-04;-5.824553509977086e-04;1.090509911260710e-04;-5.206230651625080e-04;-5.325562815906320e-04;5.322915447433496e-05;5.749958102585178e-05;-3.210331235754407e-05;1.434675090972454e-06;1.147553492301277e-05;-1.069321065544863e-06;-5.009929423477239e-07;7.494385350233885e-08;1.727376626575998e-07;-4.627871546023963e-10;-3.376097339607848e-08;-8.179354080394382e-10;5.738002682607709e-09;6.700005969914487e-10;-6.611253822367304e-10;-1.454303928385449e-10;5.066118856204956e-11;1.850132181352685e-11;-2.239397829814288e-12;-1.644123765712746e-12;-1.782687469345426e-14;1.054377254659267e-13;1.259106444178026e-14;-4.597615773562609e-15;-1.183516163884135e-15;9.578087322231143e-17;6.650053087161243e-17;3.408926693744426e-18;-2.386122746024825e-18;-4.128868357497934e-19;4.123610388404445e-20;1.955568723221663e-20;9.020668558652620e-22;-5.252363785390049e-22;-8.960031240812867e-23;4.905554434543976e-24;3.081578896282510e-24;1.775823463913394e-25
1.560000000000003e-03;-1.233907352699108e-09;5.184695855504298e-08;4.459609512558541e-08;-5.921069134129979e-07;-1.222227503837854e-06;4.781903401248032e-06;1.645957533871884e-05;-2.506617817958270e-05;-1.472407821738627e-04;5.392588300944352e-05;9.185114997367668e-04;3.051812697436857e-04;-3.941572175041573e-03;-3.110059266193465e-03;1.098181092822979e-02;1.168980234370074e-02;-1.737676654146901e-02;-1.895928277531268e-02;1.006626632922274e-02;8.909181731214397e-04;5.020932396790625e-03;2.379731307736157e-02;3.769489445034537e-03;2.201263817197567e-03;-3.416677844329424e-02;-1.277966473648026e-02;1.301379256653143e-02;-1.087016362854819e-02;1.176970556059509e-02;1.478239003277982e-20;1.616843103278878e-02;-2.564311438321741e-02;1.659702758672713e-02;2.247440115041740e-02;-1.740031143835689e-03;-4.090378454025014e-03;-6.148316567098150e-04;8.358865486366086e-05;9.621952958928005e-04;-1.453119373167953e-04;3.794317937183096e-04;8.418821609331316e-04;-8.977240961379101e-05;1.627847949587986e-05;1.259987765537298e-04;-1.155810460587892e-05;-1.018549809905643e-05;1.094831907579306e-06;-1.744275586195785e-07;-3.880980005725404e-07;-1.116844850263196e-07;7.066897168957067e-08;2.297217375957857e-08;-1.359153619972244e-08;-5.022831500470505e-09;1.611310129310641e-09;8.262971811576389e-10;-1.003947776318665e-10;-9.560671042980362e-11;-4.684442588278430e-13;8.100999490739673e-12;8.751350056094493e-13;-4.956576954294219e-13;-1.113791558271113e-13;1.906789185433589e-14;8.586848535339991e-15;-9.518140982671873e-17;-4.511879571985428e-16;-4.633990253106743e-17;1.522734586117055e-17;3.736978449146693e-18;-1.863324605929968e-19;-1.654242972457551e-19;-1.248196044052081e-20;4.286360932963541e-21;9.147020245336940e-22;-2.801851148539274e-23;-3.082085402815539e-23;-2.795619547693470e-24;6.560300094289371e-25
1.580000000000003e-03;1.813561602237936e-08;-3.475812050723250e-08;-2.337731515164438e-07;1.177003917512963e-07;2.716328357886752e-06;1.756353377224638e-06;-2.304513280987809e-05;-3.550014942633602e-05;1.401776185687798e-04;3.378573799248462e-04;-5.771546009412718e-04;-2.036956454751208e-03;1.389890570585639e-03;7.966561172971920e-03;-1.009774165295914e-03;-1.884323505416275e-02;-2.721508024561856e-03;2.114435243395735e-02;1.833444053278160e-03;1.838572330534297e-03;1.244491370680203e-02;-1.496076896099133e-02;-1.038041554186742e-02;-2.144184874115212e-02;3.722005063497152e-04;3.038153063348811e-02;9.821346583722690e-04;2.465326814833777e-02;1.024811073263128e-02;1.489507319863755e-19;-1.575937473710699e-02;4.390481088965838e-02;-3.556843227698609e-03;6.775448985400718e-03;-2.621498146239278e-03;5.597937049401303e-04;-4.723601544711182e-03;5.815642714537214e-04;-6.683508668868951e-04;5.612919213875027e-05;1.527098274822236e-04;-5.187637293190835e-04;5.780291521426971e-05;-7.074411342328968e-05;-1.203883548024483e-04;1.261754155838981e-05;-5.472371291874388e-07;-1.482063805721712e-07;8.135019344463243e-07;3.830181567372476e-07;-6.977294109347076e-08;-9.180182138190916e-08;1.435825637317850e-08;1.946356648481086e-08;-1.384264789863140e-09;-3.214961799091124e-09;-1.326172649123309e-10;3.705020498583279e-10;5.157608269436324e-11;-3.049833123257068e-11;-7.608392102076384e-12;1.694847013531891e-12;7.429889912298983e-13;-3.999086884085125e-14;-5.216934733927510e-14;-3.208301888782871e-15;2.585973166359104e-15;4.552782267102449e-16;-7.727447141701155e-17;-2.998606486636152e-17;-1.236256104748668e-20;1.247715287058225e-18;1.444804787607703e-19;-2.997985401625583e-20;-8.629561737032946e-21;1.036888617384438e-23;2.799959942153734e-22;3.235160704781506e-23;-4.447454451559118e-24;-1.478691789226962e-24
1.600000000000003e-03;-2.337404291456203e-08;-4.185934081481363e-08;2.489786485806388e-07;8.143487262659810e-07;-1.739274879790646e-06;-9.764276919608568e-06;5.955351444708776e-06;8.287648786566498e-05;2.406101328814745e-05;-5.043647166319261e-04;-4.592100646881481e-04;2.149202479734356e-03;2.945850823883088e-03;-6.060896642276133e-03;-1.027449301528787e-02;1.018515433480809e-02;1.785237460528180e-02;-8.460507292339303e-03;-5.257689571947230e-03;3.493994751941005e-03;-2.022547533603474e-02;-4.972405572952495e-03;-1.690816965530852e-03;1.224482714246692e-02;3.386555569859820e-02;-9.964928486345989e-03;-1.302547226408325e-03;-1.851645660045011e-02;-2.130915443883885e-02;-1.180722359898047e-20;1.766283327188323e-02;1.238858493391046e-02;5.960227024014585e-03;-1.605573638531404e-02;-3.174177947759696e-04;1.088697472322460e-03;6.470836841142444e-03;-7.169789801835785e-04;2.624512918026225e-04;4.739378158780373e-05;-6.303567689541024e-04;-9.583432292067915e-05;9.808106274600822e-06;6.082361110157315e-05;1.490018223496563e-05;-3.256548098269583e-06;1.215695097278238e-05;-1.059032564115039e-06;-8.027562974220892e-07;-1.618249573509023e-08;2.196882405558555e-07;3.196913065221364e-08;-4.849764086546246e-08;-7.975642451552442e-09;8.872394509076047e-09;2.110717179709289e-09;-1.045602174190036e-09;-3.646984260722748e-10;7.899030708370632e-11;4.405020883084585e-11;-2.827708095518349e-12;-3.959738975433894e-12;-1.823678752816319e-13;2.643461459628053e-13;3.979005119453456e-14;-1.214806579270216e-14;-3.617456532496513e-15;2.628416522324556e-16;2.134755274221651e-16;1.132264538348074e-17;-8.374419190065378e-18;-1.438290531840089e-18;1.740203225235525e-19;7.527380127092725e-20;2.357398603731786e-21;-2.340178403499144e-21;-3.498005229205358e-22;3.325067203935962e-23;1.436197772380680e-23;3.981680535445604e-25
1.620000000000003e-03;2.235272404703416e-10;1.194882330437106e-07;5.174338396200222e-08;-1.310745993086433e-06;-1.977837275213317e-06;1.036723285340690e-05;2.656637713265540e-05;-5.697209019547028e-05;-2.259906621443206e-04;1.876238032856738e-04;1.312991338467263e-03;-1.383305590128696e-04;-5.150243131273199e-03;-1.620587791460276e-03;1.271722544160987e-02;6.264175616503685e-03;-1.636033499242903e-02;-4.745116052994794e-03;3.590168392538329e-03;-1.387629308135713e-02;8.208875222696560e-03;1.347225637426557e-02;1.297921918065500e-02;2.018283113979314e-02;-3.153915744580361e-02;-2.038515007566147e-02;-1.314793857172999e-02;-7.411587696669933e-03;6.712872350897060e-03;-7.956797829674189e-20;-3.144224739184656e-03;-2.500383905490964e-02;-9.202938393187830e-03;3.806347103380289e-03;4.661457983945629e-04;-7.900760433561996e-04;-3.566394802017228e-03;2.944822890865600e-04;-1.818043384789084e-04;-4.927277649385087e-05;6.222711614874394e-04;5.032740876054726e-04;-5.700667412155215e-05;-2.796665196026966e-06;1.071805733752379e-04;-9.110703659034478e-06;-1.443011878698138e-05;1.474446100772819e-06;3.557118498163362e-08;-4.187721966113301e-07;-1.898082715617905e-07;7.166713809156310e-08;4.515523289391000e-08;-1.537574913354426e-08;-1.011165232573514e-08;1.730337295705264e-09;1.646146077289831e-09;-6.014544839106731e-11;-1.929828852109893e-10;-1.241828932068837e-11;1.689630525168062e-11;2.724736173725470e-12;-1.072967528826041e-12;-3.097299987314892e-13;4.145354788517973e-14;2.412670165078210e-14;1.117459220097216e-16;-1.333860317772986e-15;-1.525446407564158e-16;4.871728176266249e-17;1.254946554251090e-17;-7.158048613798176e-19;-6.023014946123526e-19;-4.081522612236054e-20;1.781775928897229e-20;3.506897965561348e-21;-1.983339575036912e-22;-1.363428973234966e-22;-9.663213310899975e-24;3.518972274873210e-24
1.640000000000003e-03;4.142487216050426e-08;-9.348856342018509e-08;-4.892757412600456e-07;4.502955200082619e-07;5.394747420423994e-06;1.213884593235798e-06;-4.344863510799772e-05;-4.493069500561589e-05;2.529285799646296e-04;4.320588633914297e-04;-1.022226401002338e-03;-2.421984286333992e-03;2.640146442706255e-03;8.305794482363300e-03;-3.696676985865948e-03;-1.543105962900070e-02;2.389969729608241e-03;7.571953387441972e-03;-5.073319684027243e-03;1.607598569973465e-02;1.256720797603660e-02;-2.685737974165813e-03;-3.007617349844689e-03;-4.152129250739182e-02;-7.595373056742876e-03;2.522001211505053e-02;2.147389621770746e-02;2.808092178150425e-02;2.130144631337175e-02;4.656319763004712e-20;-1.952934124946159e-02;-1.534705551631071e-02;4.288035455622735e-03;9.406709227386111e-03;1.102085264571520e-03;1.350494996620751e-04;-1.380407387894986e-03;8.172247191472557e-05;3.334346414042611e-04;-2.817596830956963e-05;-6.948061563798725e-05;-4.458618534467237e-04;5.026223928765456e-05;-4.390933573170321e-05;-1.405279764799971e-04;1.393052251534695e-05;3.868407963603439e-06;-5.823907038893791e-07;8.907111442497453e-07;4.974245356088124e-07;-2.760077216536145e-08;-1.281695310228835e-07;3.463255918700462e-09;3.071833576470839e-08;1.310109448572506e-09;-5.342952009520854e-09;-7.108652002245898e-10;6.373253425826476e-10;1.441278582129115e-10;-5.403749239358524e-11;-1.909874909845147e-11;2.967717495103301e-12;1.859550197352484e-12;-3.913766440717510e-14;-1.352373779562102e-13;-1.152982875734435e-14;7.068484094841787e-15;1.422411922744988e-15;-2.250230183216467e-16;-9.675341965034768e-17;-6.455999683193176e-20;4.343937397762910e-18;4.943763642129455e-19;-1.189006671526289e-19;-3.252673510357963e-20;5.978915773124829e-22;1.197229242955554e-21;1.181726120515688e-22;-2.405002770328702e-23;-6.396054731953632e-24
1.660000000000003e-03;-5.776886529673889e-08;-7.458298668541516e-08;5.796935257458225e-07;1.496312229339383e-06;-4.079299233523831e-06;-1.717313248899942e-05;1.736621845048049e-05;1.368546968639903e-04;-9.952458147419920e-06;-7.712179944790211e-04;-4.070852014471691e-04;2.985567719083978e-03;2.764994389339544e-03;-7.341844205056688e-03;-8.332413853071194e-03;9.454078942513818e-03;8.825725497144464e-03;-2.419805348680648e-03;1.077468067779841e-02;-2.596657368811554e-03;-2.022195808133274e-02;-1.142833804850978e-02;-2.338679027610302e-02;2.333425885854875e-02;4.489139970036906e-02;1.241053559845945e-03;-9.083339503491874e-03;-1.934264527053436e-02;-3.531062344174610e-02;1.589454030380436e-19;1.927471462038579e-02;-9.770981555915619e-03;-3.750261907506148e-03;-4.462707024704506e-03;1.162797476977435e-03;-5.154461158015720e-04;4.457240011377013e-03;-3.417456152345685e-04;-2.659412465166793e-04;7.443306622287885e-05;-5.980695832515016e-04;1.060453001275187e-04;-8.611289127900635e-06;3.431436658004982e-05;5.222192091697304e-05;-6.624233491477947e-06;1.145636344844186e-05;-9.312313469404984e-07;-1.095349195062783e-06;-7.629308843225555e-08;2.507565607542473e-07;7.076393027206309e-08;-6.062664983438418e-08;-1.966786554837362e-08;1.193391080317327e-08;4.710611507249849e-09;-1.422054828402499e-09;-7.789634970606758e-10;9.988798152074325e-11;9.478671386583383e-11;-1.122613531769095e-12;-8.817939150190647e-12;-7.612464983285247e-13;6.156502429803017e-13;1.177977434482842e-13;-2.945864616331824e-14;-1.053077836849044e-14;6.114760370278073e-16;6.482080532222291e-16;3.930359128961071e-17;-2.733441581888038e-17;-4.865442320880000e-18;6.450085617919209e-19;2.740712910165181e-19;5.866217647649717e-21;-9.553022165549761e-21;-1.302148775848219e-21;1.742646121665492e-22;6.190227213005512e-23;1.098041034015598e-25
1.680000000000003e-03;8.104605434406063e-09;2.600867339879313e-07;1.192821576970069e-08;-2.722193864482206e-06;-2.890803695438260e-06;2.059457994315875e-05;4.019482174517914e-05;-1.103169672645193e-04;-3.258598429792205e-04;3.794672562126231e-04;1.737673312898905e-03;-5.913315169592407e-04;-5.980600076206941e-03;-8.354812865829560e-04;1.169146607827208e-02;4.416400371485782e-03;-7.119686357504244e-03;-1.885365726789942e-04;-1.234389248036310e-02;-1.682804961024255e-02;6.407780356562312e-03;7.979919053539215e-03;3.769780668482547e-02;2.397204836274417e-02;-4.217136551447448e-02;-3.109935811826754e-02;-1.286531798844001e-02;-1.336907692666678e-02;2.118497187930999e-02;2.577006911720703e-20;-8.466268650950884e-03;3.766720329967152e-02;-4.021547772589152e-03;-1.876157304192430e-02;1.392579277293957e-04;2.293716703928618e-03;-3.962282821346621e-03;4.729104453636164e-04;-3.626977538681186e-04;-4.088164862545213e-05;8.198204920439318e-04;1.216932138401393e-04;-2.260877800406252e-05;1.410687672272083e-05;8.125840235367055e-05;-6.436410776795106e-06;-1.790692221759727e-05;1.760410450217154e-06;2.666370612101457e-07;-4.932106786247820e-07;-2.562066717675767e-07;6.675634276393765e-08;7.123597570509575e-08;-1.429565304002691e-08;-1.736528547982991e-08;1.124591963465988e-09;2.930378577873335e-09;1.178356951832849e-10;-3.574018391338741e-10;-4.619444281413916e-11;3.270167292462611e-11;7.462038228828693e-12;-2.141867234189984e-12;-8.140312441712261e-13;7.853122812865057e-14;6.474095212305274e-14;1.671957570855049e-15;-3.746292299335684e-15;-4.980142393937048e-16;1.454302561318418e-16;4.097236781924391e-17;-2.333401736771451e-18;-2.092807245259881e-18;-1.366150752880355e-19;6.864455088437352e-20;1.301309106856641e-20;-1.013645589624934e-21;-5.670433597406335e-22;-3.140619890239766e-23;1.695457619920784e-23
1.700000000000003e-03;8.751475541281588e-08;-2.263044359119566e-07;-9.469058891228319e-07;1.228779878189152e-06;9.897775359964947e-06;-1.001771125771879e-06;-7.487204130241583e-05;-5.217887168429736e-05;4.052608506745873e-04;5.352852683777071e-04;-1.493235291108121e-03;-2.826322959049997e-03;3.310252828700889e-03;8.474189896499815e-03;-2.837757630486009e-03;-1.147122185342890e-02;-2.908422275227918e-03;-4.569630816646456e-03;2.353568695283820e-03;2.299666406440990e-02;1.390741199380601e-02;1.332834450491755e-02;-1.681966181730719e-02;-5.765504252264267e-02;-1.387674542647513e-03;3.376604575739854e-02;2.028928637439418e-02;3.808125502267010e-02;9.576454544201304e-03;-1.149628135424718e-19;7.985419443148139e-03;1.409916971760623e-02;2.117080425770228e-02;3.758517934011835e-02;-4.760347390147924e-03;-3.005025715384359e-03;1.383381642745177e-03;-2.550479946317997e-04;1.314549614880027e-03;-7.241129040116721e-05;-3.815268120448366e-04;-5.507398155911606e-05;1.496804084104422e-05;-3.981290647503557e-05;-1.389442781614435e-04;1.332984235492031e-05;7.978829037700191e-06;-1.001729241501452e-06;9.590843318634655e-07;6.262275449159304e-07;-6.638545182065419e-09;-1.607581059747480e-07;-1.169191111270079e-08;4.274649915390072e-08;6.365317464285294e-09;-7.862564148944526e-09;-1.836472593371760e-09;9.757032312208952e-10;3.283900828477314e-10;-8.448501798738440e-11;-4.285686099455639e-11;4.270843162971418e-12;4.274892263374129e-12;6.308891345475247e-14;-3.234731542818827e-13;-3.757964506968332e-14;1.766671556399137e-14;4.206025430517164e-15;-5.794425563847139e-16;-2.927811880779378e-16;-2.222246293333470e-18;1.395444066671979e-17;1.653648593799586e-18;-4.203077082255640e-19;-1.153523674544709e-19;3.396617408142297e-21;4.678937668778137e-21;4.118007834393657e-22;-1.107377843274454e-22;-2.557703371004764e-23
